X,Y,OBJECTID,Weekday,stop_code,StopMode,stop_name,stop_lat,stop_lon,F28,F38,F55,F60,F61,F62,F63,F64,F65,F75,F80,F81,F82,F84,A,B,C,D,E,F,G,H,J,L,O,P,R,S,W
-9955691.45719084,5323182.30236573,370,78.95454545,2820,MB,University at University Bay,43.073607,-89.433498,0,0,0,0,0,0,0,0.09090909,0,0,0,0,0,0,0,0,2.40909091,0,35.22727273,0,0,0,7.18181818,0,0,0,34.04545455,0,0
-9955187.17988288,5323311.98955415,371,3.36363636,2822,MB,Highland at V A Hospital,43.074458,-89.428968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36363636,0,0,0,0,0,0
-9959211.3794637,5321231.87706184,372,9.18181818,2829,MB,Mineral Point at Racine,43.060807,-89.465118,0,0,0,0,0,0,3.54545455,0,0,0,0,0,0,0,0,0,0,0,5.63636364,0,0,0,0,0,0,0,0,0,0
-9955577.13209387,5320338.01740569,373,1.54545455,2836,MB,Monroe at Chapman,43.05494,-89.432471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54545455,0,0,0,0,0,0,0,0,0,0,0
-9955158.57082003,5322870.81638794,374,28.31818182,2844,MB,Highland at University,43.071563,-89.428711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.72727273,0,0,0,13.59090909,0,0,0,0,0,0
-9958325.9442591,5323390.47330519,375,8.31818182,2846,MB,N Segoe at University,43.074973,-89.457164,0.54545455,0.77272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
-9953876.17031635,5322321.47452174,376,7.13636364,2850,MB,Regent at Spooner,43.067958,-89.417191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.13636364,0,0,0,0,0,0,0,0,0,0
-9955037.23259214,5320830.56659366,377,1.68181818,2856,MB,Monroe at Commonwealth,43.058173,-89.427621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68181818,0,0,0,0,0,0,0,0,0,0,0
-9952454.17514196,5321440.0045498,378,58.36363636,286,MB,Drake at S Mills,43.062173,-89.404417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.36363636,0,0,0,0
-9959949.20511541,5324086.95035632,379,0.72727273,2869,MB,University at Craig,43.079543,-89.471746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72727273,0,0,0,0,0,0,0,0,0
-9952073.68503002,5321051.17851665,380,45.68181818,288,MB,S Park at Erin,43.059621,-89.400999,0,0,0,0,0,0,0,0,0,14.59090909,0,0,0,0,0,26.77272727,0,0,0,0,0,0,0,0,4.31818182,0,0,0,0
-9955200.98349945,5324800.55024088,381,20.18181818,2881,MB,University Bay at Picnic Point,43.084225,-89.429092,0,0,0,0,0,0,0,0,0,0,12.18181818,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-9955174.60088925,5320659.93106243,382,36.63636364,2883,MB,Monroe at Knickerbocker,43.057053,-89.428855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.63636364,0,0,0,0,0,0,0,0,0,0,0
-9954002.62921401,5321715.78836858,383,38.59090909,2885,MB,Monroe at Van Buren,43.063983,-89.418327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.59090909,0,0,0,0,0,0,0,0,0,0,0
-9950834.69920492,5320171.04709842,384,2.77272727,289,MB,W Olin at Gilson,43.053844,-89.389869,0,0,0,0,0,0,1.81818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95454545,0,0,0,0
-9956805.54264298,5321238.12379216,385,0.54545455,2890,MB,Mineral Point at Westmorland,43.060848,-89.443506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54545455,0,0,0,0,0,0
-9960346.6157542,5324491.90621242,386,30.68181818,2892,MB,University at Norman,43.0822,-89.475316,0,0,0,0,0,0.63636364,0,0,0,0,0,0,0,0,0,0,0,0,0,30.04545455,0,0,0,0,0,0,0,0,0
-9954566.0171948,5322298.31306243,387,7.90909091,2899,MB,Regent at S Allen,43.067806,-89.423388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.90909091,0,0,0,0,0,0,0,0,0,0
-9956347.79692735,5319812.89373683,388,0.27272727,2910,MB,Odana at Huron,43.051493,-89.439394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27272727,0,0,0,0,0,0,0,0,0,0,0
-9955211.89286346,5323667.99107417,389,61.86363636,2916,MB,Highland at Observatory,43.076794,-89.42919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.68181818,0,0,0,29.18181818,0,0
-9953903.66619697,5323123.63128603,390,88.63636364,2921,MB,University at Princeton,43.073222,-89.417438,0,0,0,0,0,0,0,0,0,0,0,0,7.13636364,0,0,0,81.5,0,0,0,0,0,0,0,0,0,0,0,0
-9958224.19821345,5323417.75224443,391,61.36363636,2923,MB,University at N Segoe,43.075152,-89.45625,23.13636364,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.22727273,0,0
-9960061.52646147,5320563.18818951,392,3.40909091,2925,MB,S Whitney at Science,43.056418,-89.472755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.40909091,0,0,0,0,0,0,0,0,0,0
-9955163.91420765,5324788.35664664,393,6.77272727,2938,MB,University Bay at Picnic Point,43.084145,-89.428759,0,0,0,0,0,0,0,0,0,0,4.27272727,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-9959808.49729673,5320114.52783557,394,19.59090909,2939,MB,Tokay at U W Health,43.053473,-89.470482,0,0,0,0,0,0,0.63636364,0,0,0,0,0,0,0,0,0,0,11.04545455,0,0,0,0,7.90909091,0,0,0,0,0,0
-9956245.27169475,5323329.51497683,395,92.68181818,2945,MB,University at Ridge,43.074573,-89.438473,34.95454545,21.81818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.90909091,0,0
-9954282.93173862,5322294.19883668,396,1.54545455,2949,MB,Regent at S Prospect,43.067779,-89.420845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54545455,0,0,0,0,0,0,0,0,0,0
-9955133.52387259,5322382.88341951,397,8,2951,MB,Highland at Regent,43.068361,-89.428486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72727273,0,0,0,5.27272727,0,0,0,0,0,0
-9955739.54722637,5323512.39111608,398,12.81818182,2959,MB,University Bay at Highland,43.075773,-89.43393,4.72727273,1.90909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54545455,0,0,0,0,0,4.63636364,0,0,0,0,0,0
-9956018.51385064,5322841.10089178,399,2,2965,MB,Kendall at N Franklin,43.071368,-89.436436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
-9957712.0172522,5320156.26986729,400,5.90909091,2972,MB,Tokay at S Midvale,43.053747,-89.451649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86363636,0,0,0,0,4.04545455,0,0,0,0,0,0
-9953775.76009784,5323632.48179127,401,129.27272727,2978,MB,Observatory at Elm,43.076561,-89.416289,9.13636364,11.22727273,0,0,0,0,0,0,0.45454545,0,88.13636364,0,20.31818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-9953397.83045208,5323438.7831197,402,263.54545455,298,MB,Babcock at Linden,43.07529,-89.412894,47.31818182,30.72727273,0,0,0,0,0,0,9.81818182,0,175.68181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-9958755.19220457,5321262.04458562,403,0.31818182,2980,MB,Mineral Point at Berwyn,43.061005,-89.46102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31818182,0,0,0,0,0,0,0,0,0,0
-9960145.23866854,5320503.01015722,404,0.95454545,2984,MB,S Whitney at Science,43.056023,-89.473507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95454545,0,0,0,0,0,0,0,0,0,0
-9953417.08876302,5323628.36693786,405,156.5,2996,MB,Observatory at Babcock,43.076534,-89.413067,12.36363636,15.22727273,0,0,0,0,0,0,0.27272727,0,113.90909091,0,14.72727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-9956039.10797556,5322873.86419311,406,0.09090909,2998,MB,Kendall at N Franklin,43.071583,-89.436621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09090909,0,0,0,0,0,0,0,0,0,0
-9952391.05696978,5321107.24644793,407,7.77272727,300,MB,Erin at S Mills,43.059989,-89.40385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.77272727,0,0,0,0
-9950146.41076114,5320029.06385737,408,2.54545455,305,MB,W Olin at Colby,43.052912,-89.383686,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04545455,0,0,0,0
-9945388.94971663,5321579.57144974,409,0.13636364,3105,MB,Nichols at Monona Center,43.063089,-89.340949,0,0.13636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-9944813.31658221,5321482.20962546,410,1.40909091,3112,MB,Nichols at McKenna,43.06245,-89.335778,0,1.40909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-9949053.47604914,5313712.07580714,411,8.90909091,3142,MB,Lacy at Brassica,43.011432,-89.373868,0,0,0,0,0,0,0,0,8.90909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-9944346.55391055,5322510.27390941,412,1.5,3143,MB,Dean at Shore Acres,43.069197,-89.331585,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-9941378.33107239,5319294.80682152,413,2.40909091,3150,MB,E Broadway at Park And Ride,43.048092,-89.304921,0,2.31818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09090909,0,0,0,0,0
-9939644.97521651,5318149.81629507,414,0.04545455,3153,MB,Owl Creek at Voges,43.040575,-89.28935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04545455,0,0,0,0,0
-9949992.78984738,5316298.20476789,415,3.13636364,3155,MB,Rimrock at Anderberg,43.028417,-89.382306,0,0,0,0,1.81818182,0,0,0,1.31818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-9946880.9647994,5318067.56886335,416,1,3163,MB,South Towne at Industrial,43.040035,-89.354352,0,0,0,0,0,0,0,0.31818182,0,0,0,0,0,0,0,0,0,0,0,0,0.68181818,0,0,0,0,0,0,0,0
-9942340.79933504,5319713.26536109,417,0.63636364,3172,MB,Femrite at Shato,43.050839,-89.313567,0,0.63636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-9943569.43254092,5319291.91259673,418,11.68181818,3183,MB,Monona at E Broadway,43.048073,-89.324604,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.68181818,0,0,0,0,0,0,0,0
-9941316.66007687,5319193.812918,419,26.36363636,3195,MB,Dutch Mill at Park And Ride,43.047429,-89.304367,0,22.27272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09090909,0,0,0,0,0
-9945087.16258673,5322557.35996478,420,0,3198,MB,Dean at Winnequah,43.069506,-89.338238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-9951075.59449586,5318537.45533508,421,8.63636364,320,MB,Fisher at Dane,43.04312,-89.392033,0,0,0,0,0,0,7.27272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36363636,0,0,0,0
-9950240.80970657,5317627.70943543,422,8.5,3207,MB,Pheasant Ridge at E Badger,43.037147,-89.384534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,0,0,0,0,0,0,0,0
-9949878.68736794,5316738.61079763,423,1.95454545,3222,MB,Rimrock at Maloney,43.031309,-89.381281,0,0,0,0,0.68181818,0,0,0,1.27272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-9949657.05023628,5317766.45779989,424,0.27272727,3226,MB,Rimrock at E Badger,43.038058,-89.37929,0,0,0,0,0,0,0,0,0.27272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-9949772.71118137,5317099.84450066,425,3.13636364,3231,MB,Rimrock at Kent,43.033681,-89.380329,0,0,0,0,0.04545455,0,0,0,3.09090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-9950335.98777324,5316774.24626458,426,4.18181818,3237,MB,Novation at Ski,43.031543,-89.385389,0,0,0,0,0.54545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63636364,0,0,0,0,0,0,0,0
-9944184.91803092,5319213.46327574,427,0.95454545,3240,MB,W Broadway at Falcon,43.047558,-89.330133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95454545,0,0,0,0,0,0,0,0
-9948715.06474161,5317302.39738322,428,1.81818182,3252,MB,Moorland at Fell,43.035011,-89.370828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81818182,0,0,0,0,0,0,0,0
-9949672.30100886,5317379.3075893,429,25.72727273,3259,MB,Moorland at Rimrock,43.035516,-89.379427,0,0,0,0,6.13636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.59090909,0,0,0,0,0,0,0,0
-9952371.57600196,5322266.61830202,430,22,327,MB,Regent at S Mills,43.067598,-89.403675,0,0,0,0,0,0,0,0,0,0,0,0,11.45454545,0,0,0,0,0,10.54545455,0,0,0,0,0,0,0,0,0,0
-9945290.76585652,5319166.69870309,431,11.90909091,3300,MB,W Broadway at Bridge,43.047251,-89.340067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.90909091,0,0,0,0,0,0,0,0
-9940397.38374948,5317365.44855989,432,7.04545455,3305,MB,Meinders at Crested Owl,43.035425,-89.296109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.04545455,0,0,0,0,0
-9943221.89320854,5319242.40566745,433,0.13636364,3345,MB,E Broadway at Ahuska Park,43.047748,-89.321482,0,0.13636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-9944332.41641479,5321470.78228455,434,1.13636364,3348,MB,Nichols at Shore Acres,43.062375,-89.331458,0,1.13636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-9945208.38950063,5319112.01322862,435,32.5,3351,MB,W Broadway at Bridge,43.046892,-89.339327,0,0,0,0,3.18181818,0,0,16.5,0,0,0,0,0,0,0,0,0,0,0,0,12.81818182,0,0,0,0,0,0,0,0
-9941992.25810165,5319403.26604944,436,0.95454545,3357,MB,Copps at E Broadway,43.048804,-89.310436,0,0.95454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-9952979.491796,5322941.67708038,437,635.86363636,336,MB,N Randall at Engineering,43.072028,-89.409136,0,0,0,0,0,0,0,0,0,0,403.68181818,0,0,0,0,0,0,169.31818182,0,0,0,0,0,0,62.86363636,0,0,0,0
-9946150.70889063,5319182.38840556,438,9.13636364,3368,MB,W Broadway at Hoboken,43.047354,-89.347792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.13636364,0,0,0,0,0,0,0,0
-9950389.53255004,5316808.35896977,439,3.18181818,3371,MB,Ski at Novation,43.031767,-89.38587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18181818,0,0,0,0,0,0,0,0
-9944795.50552648,5321446.70865052,440,0.09090909,3385,MB,Nichols at McKenna,43.062217,-89.335618,0,0.09090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-9950313.83521015,5317245.89526416,441,19.68181818,3393,MB,Deer Valley at Pheasant Ridge,43.03464,-89.38519,0,0,0,0,0.04545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.63636364,0,0,0,0,0,0,0,0
-9948700.03660729,5317266.9122607,442,6.68181818,3429,MB,Moorland at Fell,43.034778,-89.370693,0,0,0,0,5.63636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04545455,0,0,0,0,0,0,0,0
-9940431.11354598,5319835.13523123,443,2.5,3432,MB,Femrite at Dairy,43.051639,-89.296412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0
-9950031.30642489,5316270.94660195,444,0,3448,MB,Rimrock at Anderberg,43.028238,-89.382652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-9945838.90303668,5319176.75221473,445,5.95454545,3450,MB,W Broadway at W P S,43.047317,-89.344991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.95454545,0,0,0,0,0,0,0,0
-9946854.58209261,5318413.77473782,446,12.90909091,3457,MB,South Towne at Royal,43.042308,-89.354115,0,0,0,0,0.31818182,0,0,1.95454545,0,0,0,0,0,0,0,0,0,0,0,0,10.63636364,0,0,0,0,0,0,0,0
-9942726.85536995,5319756.0719203,447,0.18181818,3488,MB,Edna Taylor at Femrite,43.05112,-89.317035,0,0.18181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-9939342.74281622,5318218.96567324,448,0.86363636,3491,MB,Marsh at Voges,43.041029,-89.286635,0,0,0,0,0.45454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40909091,0,0,0,0,0
-9949695.45555519,5317820.98304658,449,3.90909091,3500,MB,E Badger at Rimrock,43.038416,-89.379635,0,0,0,0,0.90909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
-9949135.29579207,5317362.5548217,450,11.09090909,3513,MB,Moorland at Badger,43.035406,-89.374603,0,0,0,0,7.59090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0
-9939744.16087185,5318908.20265843,451,1.09090909,3517,MB,Agriculture at Tradewinds,43.045554,-89.290241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09090909,0,0,0,0,0
-9947303.42223949,5316983.94966328,452,9.68181818,3518,MB,Moorland at Manor,43.03292,-89.358147,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,9.18181818,0,0,0,0,0,0,0,0
-9949684.6574601,5317441.90246083,453,6.40909091,3527,MB,Rimrock at Moorland,43.035927,-89.379538,0,0,0,0,0.09090909,0,0,0,6.31818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-9952336.73302838,5317832.86290546,454,22.95454545,353,MB,W Badger at Fish Hatchery,43.038494,-89.403362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.90909091,0,0,0,0,0,3.04545455,0,0,0,0,0,0,0
-9944271.41326795,5320622.30022265,455,0.09090909,3542,MB,Pheasant Hill at Owen,43.056806,-89.33091,0,0.09090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-9941053.94610345,5319481.26007647,456,2.90909091,3546,MB,Dutch Mill at Ellestad,43.049316,-89.302007,0,0,0,0,0.95454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95454545,0,0,0,0,0
-9945342.19551264,5321606.6927669,457,2.59090909,3550,MB,Nichols at Monona Center,43.063267,-89.340529,0,2.59090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-9949987.00120291,5316955.31889558,458,4.81818182,3561,MB,Novation at 89 Degree,43.032732,-89.382254,0,0,0,0,1.13636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.68181818,0,0,0,0,0,0,0,0
-9949914.3096017,5316726.27546945,459,0,3572,MB,Rimrock at Maloney,43.031228,-89.381601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-9948212.56849726,5317089.48857247,460,16.04545455,3588,MB,Moorland at Wayland,43.033613,-89.366314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.04545455,0,0,0,0,0,0,0,0
-9951610.81871139,5320212.18008968,461,12.68181818,360,MB,S Park at W Olin,43.054114,-89.396841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.68181818,0,0,0,0,0,0,0,0,0,0,0,0,0
-9950309.60508868,5317284.12168042,462,13.45454545,3600,MB,Pheasant Ridge at Deer Valley,43.034891,-89.385152,0,0,0,0,2.81818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.63636364,0,0,0,0,0,0,0,0
-9949752.78501396,5315566.06810407,463,0,3614,MB,Highway M M at McCoy,43.023609,-89.38015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-9946543.66680815,5319119.93432823,464,8.72727273,3615,MB,W Broadway at Frazier,43.046944,-89.351322,0,0,0,0,1.68181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.04545455,0,0,0,0,0,0,0,0
-9939339.40329571,5318596.70692197,465,2.27272727,3623,MB,Marsh at Kipp,43.043509,-89.286605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27272727,0,0,0,0,0
-9945761.09069989,5321892.23318821,466,1.27272727,3624,MB,Nichols at Winnequah,43.065141,-89.344292,0,1.27272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-9942402.69300178,5319695.59432733,467,0,3627,MB,Femrite at Shato,43.050723,-89.314123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-9946653.5391509,5319132.27273629,468,10.95454545,3630,MB,W Broadway at Frazier,43.047025,-89.352309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.95454545,0,0,0,0,0,0,0,0
-9949767.03385862,5317431.08915091,469,11.68181818,3646,MB,Novation at Rimrock,43.035856,-89.380278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.68181818,0,0,0,0,0,0,0,0
-9952947.32040806,5321895.73783333,470,37.40909091,365,MB,S Randall at Mound,43.065164,-89.408847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.40909091,0,0,0,0
-9950482.92950426,5320146.36752071,471,0.95454545,367,MB,W Olin at Lake,43.053682,-89.386709,0,0,0,0,0,0,0.81818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13636364,0,0,0,0
-9943246.60607852,5319292.97891849,472,0.36363636,3720,MB,E Broadway at Ahuska Park,43.04808,-89.321704,0,0.36363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-9949753.34160895,5317372.45417039,473,1.5,3732,MB,Rimrock at Moorland,43.035471,-89.380155,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-9945715.33839888,5319120.69593168,474,3.81818182,3733,MB,W Broadway at W P S,43.046949,-89.343881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81818182,0,0,0,0,0,0,0,0
-9946906.79087503,5318461.601819,475,41.27272727,3772,MB,South Towne at Royal,43.042622,-89.354584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.27272727,0,0,0,0,0,0,0,0
-9942675.98231343,5319769.62992928,476,0,3781,MB,Femrite at Edna Taylor,43.051209,-89.316578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-9949584.24731464,5317848.2457584,477,18.22727273,3787,MB,Rimrock at E Badger,43.038595,-89.378636,0,0,0,0,0.04545455,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,14.18181818,0,0,0,0,0,0,0,0
-9949500.86907812,5319829.65095843,478,0.13636364,379,MB,John Nolen at E Olin,43.051603,-89.377887,0,0,0,0,0,0,0,0,0.13636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-9949734.97395166,5315597.43560562,479,0.18181818,3791,MB,Highway M M at McCoy,43.023815,-89.37999,0,0,0,0,0,0,0,0,0.18181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-9944234.34387665,5320615.44446947,480,3.04545455,3814,MB,Owen at Pheasant Hill,43.056761,-89.330577,0,3.04545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-9942015.63514187,5319433.42768629,481,0.04545455,3816,MB,Copps at E Broadway,43.049002,-89.310646,0,0.04545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-9950626.97698004,5317045.62815834,482,12.72727273,3821,MB,Ski at Deer Valley,43.033325,-89.388003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.72727273,0,0,0,0,0,0,0,0
-9939926.05703465,5317517.59547862,483,4.77272727,3827,MB,Great Gray at Owl Creek,43.036424,-89.291875,0,0,0,0,3.40909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36363636,0,0,0,0,0
-9949155.88990285,5317395.29899819,484,2.09090909,3832,MB,Moorland at Badger,43.035621,-89.374788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09090909,0,0,0,0,0,0,0,0
-9945066.56847546,5322524.59778796,485,2.18181818,3835,MB,Dean at Winnequah,43.069291,-89.338053,0,2.18181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-9946066.99672707,5319129.22624545,486,9,3841,MB,W Broadway at Hoboken,43.047005,-89.34704,0,0,0,0,2.72727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.27272727,0,0,0,0,0,0,0,0
-9943539.2649606,5319216.81451049,487,0.68181818,3845,MB,E Broadway at Monona,43.04758,-89.324333,0,0.68181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-9944367.14807218,5322543.03598662,488,0,3854,MB,Dean at Shore Acres,43.069412,-89.33177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-9950818.44644503,5323343.99254476,489,1.86363636,389,MB,State at W Johnson,43.074668,-89.389723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86363636,0,0
