X,Y,OBJECTID,stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,sign_type,jurisdiction_id,relative_position,cardinal_direction,primary_street,address_range,cross_location,PK_OP_WE,start_date,end_date
-9951980.20211845,5323538.34269086,1716,1,0010,Langdon at N Park,This stop (#0010) is westbound on the 898 block of Langdon before N Park,43.075933,-89.400154,1,,0,,,1,1,CMAD,3,270,Langdon,898,N Park,111,20250817,20250817
-9946818.86737017,5326692.32016896,1717,3,E100,E Washington at East High,This flag stop (#E100) is westbound on the 2222 block of E Washington adjacent East High,43.096625,-89.353789,1,,0,,,1,0,CMAD,2,270,E Washington,2222,East High,100,20250817,20250817
-9955074.99836476,5322337.96956648,1718,5,W200,Regent at West High,This flag stop (#W200) is westbound on the 2400 block of Regent adjacent West High,43.068056,-89.427955,1,,0,,,1,0,CMAD,2,270,Regent,2400,West High,100,20250817,20250817
-9954862.93471225,5322302.00853013,1719,6,W299,Regent at West High,This flag stop (#W299) is eastbound on the 2299 block of Regent opposite West High,43.06782,-89.42605,1,,0,,,1,0,CMAD,4,90,Regent,2299,West High,100,20250817,20250817
-9963361.73597149,5321719.16550468,1720,10,M600,S Gammon at Memorial High,This flag stop (#M600) is northbound on the 201 block of S Gammon adjacent Memorial High,43.063995,-89.502396,1,,0,,,1,0,CMAD,2,0,S Gammon,201,Memorial High,100,20250817,20250817
-9964991.91219283,5316757.82343318,1721,11,M601,Mid Town at Province Hill,This flag stop (#M601) is eastbound on the 7501 block of Mid Town opposite Province Hill,43.031425,-89.51704,1,,0,,,0,0,CMAD,4,90,Mid Town,7501,Province Hill,100,20250817,20250817
-9951577.12058603,5320254.72656359,1722,12,0107,S Park at W Olin,This stop (#0107) is northbound on the 1117 block of S Park after W Olin,43.054383,-89.396533,1,,0,,,1,1,CMAD,1,0,S Park,1117,W Olin,111,20250817,20250817
-9943068.96760645,5321445.24148998,1723,13,L700,Pflaum at Lafollette High,This flag stop (#L700) is westbound on the 702 block of Pflaum adjacent Lafollette High,43.062197,-89.320103,1,,0,,,1,0,CMAD,2,270,Pflaum,702,Lafollette High,100,20250817,20250817
-9950255.52895745,5323552.82334917,1724,17,1100,E Mifflin at N Pinckney,This stop (#1100) is westbound on the 98 block of E Mifflin after N Pinckney,43.076028,-89.384661,1,,0,,,1,1,CMAD,1,270,E Mifflin,98,N Pinckney,111,20250817,20250817
-9950156.67807184,5323136.63097716,1725,18,1101,W Main at S Carroll,This stop (#1101) is eastbound on the 99 block of W Main after S Carroll,43.073297,-89.383773,1,,0,,,1,1,CMAD,1,90,W Main,99,S Carroll,111,20250817,20250817
-9943746.22629201,5326912.16164114,1726,19,1105,Milwaukee at Walter,This stop (#1105) is eastbound on the 3509 block of Milwaukee after Walter,43.098067,-89.326187,1,,0,,,1,1,CMAD,1,90,Milwaukee,3509,Walter,111,20250817,20250817
-9947933.73220913,5326697.19650994,1727,42,1116,Fordem at Lakewood,This stop (#1116) is southbound on the 1898 block of Fordem after Lakewood,43.096657,-89.363804,1,,0,,,1,1,CMAD,1,180,Fordem,1898,Lakewood,111,20250817,20250817
-9949533.50862886,5324605.8088696,1728,44,1121,E Johnson at N Livingston,This stop (#1121) is eastbound on the 799 block of E Johnson before N Livingston,43.082937,-89.378175,1,,0,,,1,1,CMAD,3,90,E Johnson,799,N Livingston,111,20250817,20250817
-9947953.09798234,5328752.91130057,1729,45,1122,N Sherman at Oxford,This stop (#1122) is southbound on the 1000 block of N Sherman before Oxford,43.11014,-89.363978,1,,0,,,1,1,CMAD,3,180,N Sherman,1000,Oxford,111,20250817,20250817
-9947332.94086031,5326751.31765463,1730,48,1131,E Johnson at N Third,This stop (#1131) is eastbound on the 2101 block of E Johnson after N Third,43.097012,-89.358407,1,,0,,,1,1,CMAD,1,90,E Johnson,2101,N Third,111,20250817,20250817
-9945802.63086449,5327189.78057746,1731,49,1137,Milwaukee at Corry,This stop (#1137) is eastbound on the 2701 block of Milwaukee after Corry,43.099888,-89.34466,1,,0,,,1,1,CMAD,1,90,Milwaukee,2701,Corry,111,20250817,20250817
-9950044.91093387,5324341.36965099,1732,50,1138,E Gorham at N Blair,This stop (#1138) is westbound on the 598 block of E Gorham after N Blair,43.081202,-89.382769,1,,0,,,1,1,CMAD,1,270,E Gorham,598,N Blair,111,20250817,20250817
-9952043.6566953,5322326.8507255,1733,52,0115,N Park at Regent,This stop (#0115) is northbound on the 21 block of N Park after Regent,43.067983,-89.400724,1,,0,,,1,1,CMAD,1,0,N Park,21,Regent,111,20250817,20250817
-9949311.31681799,5323576.90394797,1734,53,1150,E Wilson at S Blair,This stop (#1150) is westbound on the 598 block of E Wilson after S Blair,43.076186,-89.376179,1,,0,,,1,1,CMAD,1,270,E Wilson,598,S Blair,111,20250817,20250817
-9949273.57712884,5324851.35514663,1735,58,1151,E Johnson at N Paterson,This stop (#1151) is eastbound on the 901 block of E Johnson after N Paterson,43.084548,-89.37584,1,,0,,,1,1,CMAD,1,90,E Johnson,901,N Paterson,111,20250817,20250817
-9943783.74156033,5326531.33946278,1736,59,1153,Walter at Dawes,This stop (#1153) is northbound on the 101 block of Walter before Dawes,43.095569,-89.326524,1,,0,,,1,1,CMAD,3,0,Walter,101,Dawes,111,20250817,20250817
-9947961.67050858,5328266.95764466,1737,61,1156,N Sherman at Commercial,This stop (#1156) is southbound on the 600 block of N Sherman before Commercial,43.106953,-89.364055,1,,0,,,1,1,VMAP,3,180,N Sherman,600,Commercial,111,20250817,20250817
-9947222.84551634,5326910.93575494,1738,63,1160,E Johnson at N Fourth,This stop (#1160) is westbound on the 2198 block of E Johnson after N Fourth,43.098059,-89.357418,1,,0,,,1,1,CMAD,1,270,E Johnson,2198,N Fourth,111,20250817,20250817
-9950340.80034946,5323191.18733819,1739,64,1163,W Washington at S Carroll,This stop (#1163) is eastbound on the 101 block of W Washington before S Carroll,43.073655,-89.385427,1,,0,,,1,1,CMAD,3,90,W Washington,101,S Carroll,111,20250817,20250817
-9948622.69388376,5323833.09216021,1740,66,1167,Jenifer at S Livingston,This stop (#1167) is eastbound on the 801 block of Jenifer after S Livingston,43.077867,-89.369993,1,,0,,,1,1,CMAD,1,90,Jenifer,801,S Livingston,111,20250817,20250817
-9944150.31822219,5325637.73309869,1741,67,1169,Atwood at Walter,This stop (#1169) is northbound on the 3498 block of Atwood after Walter,43.089707,-89.329817,1,,0,,,1,1,CMAD,1,0,Atwood,3498,Walter,111,20250817,20250817
-9947914.47392179,5326736.68130383,1742,68,1177,Fordem at Lakewood,This stop (#1177) is northbound on the 1899 block of Fordem before Lakewood,43.096916,-89.363631,1,,0,,,1,1,CMAD,3,0,Fordem,1899,Lakewood,111,20250817,20250817
-9947011.8968735,5325955.40409328,1743,69,1188,Winnebago at Atwood,This stop (#1188) is southbound on the 1998 block of Winnebago after Atwood,43.091791,-89.355523,1,,0,,,1,1,CMAD,1,180,Winnebago,1998,Atwood,111,20250817,20250817
-9948292.63083453,5324194.44863746,1744,70,1190,Jenifer at S Brearly,This stop (#1190) is westbound on the 1000 block of Jenifer before S Brearly,43.080238,-89.367028,1,,0,,,1,1,CMAD,3,270,Jenifer,1000,S Brearly,111,20250817,20250817
-9948683.14046481,5323815.41324676,1745,82,1194,Jenifer at S Livingston,This stop (#1194) is westbound on the 800 block of Jenifer before S Livingston,43.077751,-89.370536,1,,0,,,1,1,CMAD,3,270,Jenifer,800,S Livingston,111,20250817,20250817
-9940823.19515889,5329303.25570142,1746,88,E949,Sycamore at Wayridge,This flag stop (#E949) is eastbound on the 4801 block of Sycamore after Wayridge,43.113749,-89.299929,1,,0,,,0,0,CMAD,1,90,Sycamore,4801,Wayridge,100,20250817,20250817
-9940898.89231814,5329330.55194155,1747,94,E958,Sycamore at Wayridge,This flag stop (#E958) is westbound on the 4798 block of Sycamore after Wayridge,43.113928,-89.300609,1,,0,,,0,0,CMAD,1,270,Sycamore,4798,Wayridge,100,20250817,20250817
-9942506.34567465,5329350.06806241,1748,96,E961,Mendota at Sycamore,This flag stop (#E961) is northbound on the 1100 block of Mendota after Sycamore,43.114056,-89.315049,1,,0,,,0,0,CMAD,1,0,Mendota,1100,Sycamore,100,20250817,20250817
-9942804.23606569,5329667.41235741,1749,97,E963,Mendota at Duncan,This flag stop (#E963) is northbound on the 1300 block of Mendota opposite Duncan,43.116137,-89.317725,1,,0,,,0,0,CMAD,4,0,Mendota,1300,Duncan,100,20250817,20250817
-9943102.34926875,5329938.10131444,1750,99,E966,Mendota at Hoover,This flag stop (#E966) is southbound on the 1401 block of Mendota before Hoover,43.117912,-89.320403,1,,0,,,0,0,CMAD,3,180,Mendota,1401,Hoover,100,20250817,20250817
-9943065.16849917,5329940.69392399,1751,100,E967,Mendota at Hoover,This flag stop (#E967) is northbound on the 1400 block of Mendota opposite Hoover,43.117929,-89.320069,1,,0,,,0,0,CMAD,4,0,Mendota,1400,Hoover,100,20250817,20250817
-9942841.41680346,5329661.92222425,1752,101,E968,Mendota at Duncan,This flag stop (#E968) is southbound on the 1301 block of Mendota before Duncan,43.116101,-89.318059,1,,0,,,0,0,CMAD,3,180,Mendota,1301,Duncan,100,20250817,20250817
-9942539.18500978,5329339.39344491,1753,102,E970,Mendota at Sycamore,This flag stop (#E970) is southbound on the 1101 block of Mendota before Sycamore,43.113986,-89.315344,1,,0,,,0,0,CMAD,3,180,Mendota,1101,Sycamore,100,20250817,20250817
-9940440.9239399,5329340.92234936,1754,105,E974,Sycamore at N Thompson,This flag stop (#E974) is westbound on the 4998 block of Sycamore after N Thompson,43.113996,-89.296495,1,,0,,,0,0,CMAD,1,270,Sycamore,4998,N Thompson,100,20250817,20250817
-9944110.46355883,5326992.96183798,1755,133,1206,Milwaukee at Leon,This stop (#1206) is westbound on the 3468 block of Milwaukee after Leon,43.098597,-89.329459,1,,0,,,1,1,CMAD,1,270,Milwaukee,3468,Leon,111,20250817,20250817
-9947424.67073831,5325280.12630018,1756,134,1208,Williamson at Rogers,This stop (#1208) is westbound on the 1500 block of Williamson before Rogers,43.087361,-89.359231,1,,0,,,1,1,CMAD,3,270,Williamson,1500,Rogers,111,20250817,20250817
-9948873.49408726,5325237.29179677,1757,135,1209,E Johnson at N Ingersoll,This stop (#1209) is eastbound on the 1101 block of E Johnson after N Ingersoll,43.08708,-89.372246,1,,0,,,1,1,CMAD,1,90,E Johnson,1101,N Ingersoll,111,20250817,20250817
-9952087.41397412,5317830.16155222,1758,136,0121,W Badger at Fiedler,This stop (#0121) is eastbound on the 1099 block of W Badger after Fiedler,43.038466,-89.401117,1,,0,,,1,1,CMAD,1,90,W Badger,1099,Fiedler,111,20250817,20250817
-9945698.88279369,5326258.76349811,1759,139,1219,Atwood at Waubesa,This stop (#1219) is eastbound on the 2799 block of Atwood before Waubesa,43.093781,-89.343728,1,,0,,,1,1,CMAD,3,90,Atwood,2799,Waubesa,111,20250817,20250817
-9944778.38018322,5327188.86772029,1760,140,1220,Milwaukee at N Bryan,This stop (#1220) is westbound on the 3200 block of Milwaukee before N Bryan,43.099882,-89.335459,1,,0,,,1,1,CMAD,3,270,Milwaukee,3200,N Bryan,111,20250817,20250817
-9956207.55840756,5324561.90178497,1761,148,W230,Oxford at Wellesley,This flag stop (#W230) is westbound on the 2800 block of Oxford before Wellesley,43.082649,-89.438129,1,,0,,,0,0,VSHO,3,270,Oxford,2800,Wellesley,100,20250817,20250817
-9956563.55842362,5324458.1068186,1762,149,W232,Oxford at Bowdoin,This flag stop (#W232) is westbound on the 3100 block of Oxford before Bowdoin,43.081968,-89.441327,1,,0,,,0,0,VSHO,3,270,Oxford,3100,Bowdoin,100,20250817,20250817
-9944074.73229828,5325634.98954122,1763,150,1225,Walter at Atwood,This stop (#1225) is northbound on the 533 block of Walter after Atwood,43.089689,-89.329138,1,,0,,,1,1,CMAD,1,0,Walter,533,Atwood,111,20250817,20250817
-9950146.76886573,5324012.62278765,1764,152,1227,E Johnson at N Butler,This stop (#1227) is eastbound on the 301 block of E Johnson after N Butler,43.079045,-89.383684,1,,0,,,1,1,CMAD,1,90,E Johnson,301,N Butler,111,20250817,20250817
-9956808.01741616,5323809.91319351,1765,157,W286,Shorewood at Topping,This flag stop (#W286) is southbound on the 900 block of Shorewood before Topping,43.077715,-89.443523,1,,0,,,1,0,VSHO,3,180,Shorewood,900,Topping,100,20250817,20250817
-9956850.65335425,5323571.1003034,1766,158,W288,Shorewood at Locust,This flag stop (#W288) is southbound on the 1000 block of Shorewood before Locust,43.076148,-89.443906,1,,0,,,0,0,VSHO,3,180,Shorewood,1000,Locust,100,20250817,20250817
-9957367.39815615,5323700.63973062,1767,160,W292,Locust at Highbury,This flag stop (#W292) is westbound on the 3498 block of Locust before Highbury,43.076998,-89.448548,1,,0,,,0,0,VSHO,3,270,Locust,3498,Highbury,100,20250817,20250817
-9949600.08012613,5323320.57117747,1768,162,1230,E Wilson at S Butler,This stop (#1230) is westbound on the 298 block of E Wilson after S Butler,43.074504,-89.378773,1,,0,,,1,1,CMAD,1,270,E Wilson,298,S Butler,111,20250817,20250817
-9953417.12944024,5316047.1347214,1769,165,W404,Post at Fish Hatchery,This flag stop (#W404) is westbound on the 2998 block of Post after Fish Hatchery,43.026758,-89.413062,1,,0,,,1,0,CFIT,1,270,Post,2998,Fish Hatchery,100,20250817,20250817
-9955446.92902707,5316483.41482231,1770,167,W407,Grandview at Kingston,This flag stop (#W407) is northbound on the 3101 block of Grandview opposite Kingston,43.029623,-89.431296,1,,0,,,0,0,CMAD,4,0,Grandview,3101,Kingston,100,20250817,20250817
-9955379.57966149,5316979.72073074,1771,170,W411,Grandview at Brighton,This flag stop (#W411) is northbound on the 2901 block of Grandview before Brighton,43.032882,-89.430691,1,,0,,,0,0,CMAD,3,0,Grandview,2901,Brighton,100,20250817,20250817
-9955647.41388917,5317229.17762635,1772,171,W413,Grandview at Thames,This flag stop (#W413) is northbound on the 2801 block of Grandview before Thames,43.03452,-89.433097,1,,0,,,0,0,CMAD,3,0,Grandview,2801,Thames,100,20250817,20250817
-9955396.05678244,5316077.13060792,1773,172,W418,Grandview at Sandwood,This flag stop (#W418) is westbound on the 3301 block of Grandview before Sandwood,43.026955,-89.430839,1,,0,,,0,0,CMAD,3,270,Grandview,3301,Sandwood,100,20250817,20250817
-9955449.71095627,5316959.16121798,1774,173,W452,Grandview at Brighton,This flag stop (#W452) is southbound on the 2898 block of Grandview before Brighton,43.032747,-89.431321,1,,0,,,0,0,CMAD,3,180,Grandview,2898,Brighton,100,20250817,20250817
-9948580.50045292,5325605.71451723,1775,174,1250,E Gorham at N Baldwin,This stop (#1250) is westbound on the 1298 block of E Gorham after N Baldwin,43.089497,-89.369614,1,,0,,,1,1,CMAD,1,270,E Gorham,1298,N Baldwin,111,20250817,20250817
-9947951.53901669,5329079.232707,1776,175,1254,N Sherman at Roth,This stop (#1254) is southbound on the 1100 block of N Sherman before Roth,43.11228,-89.363964,1,,0,,,1,1,CMAD,3,180,N Sherman,1100,Roth,111,20250817,20250817
-9948280.71679937,5325812.87319239,1777,179,1267,E Johnson at N Dickinson,This stop (#1267) is eastbound on the 1401 block of E Johnson after N Dickinson,43.090856,-89.366921,1,,0,,,1,1,CMAD,1,90,E Johnson,1401,N Dickinson,111,20250817,20250817
-9943804.00112811,5326879.38399964,1778,181,1270,Walter at Milwaukee,This stop (#1270) is southbound on the 2 block of Walter after Milwaukee,43.097852,-89.326706,1,,0,,,1,1,CMAD,1,180,Walter,2,Milwaukee,111,20250817,20250817
-9946208.05648796,5327220.11922639,1779,183,1293,Milwaukee at E Washington,This stop (#1293) is eastbound on the 2601 block of Milwaukee after E Washington,43.100087,-89.348302,1,,0,,,1,1,CMAD,1,90,Milwaukee,2601,E Washington,111,20250817,20250817
-9946293.21563971,5327340.25744126,1780,185,1301,North at E Washington,This stop (#1301) is northbound on the 1 block of North after E Washington,43.100875,-89.349067,1,,0,,,1,1,CMAD,1,0,North,1,E Washington,111,20250817,20250817
-9944083.07897423,5326939.75517424,1781,187,1309,Milwaukee at Leon,This stop (#1309) is eastbound on the 3470 block of Milwaukee after Leon,43.098248,-89.329213,1,,0,,,1,1,CMAD,1,90,Milwaukee,3470,Leon,111,20250817,20250817
-9945360.80547859,5326228.42803677,1782,191,1321,Atwood at S Fair Oaks,This stop (#1321) is eastbound on the 3001 block of Atwood after S Fair Oaks,43.093582,-89.340691,1,,0,,,1,1,CMAD,1,90,Atwood,3001,S Fair Oaks,111,20250817,20250817
-9948484.20911077,5325624.76875273,1783,194,1325,E Johnson at N Baldwin,This stop (#1325) is eastbound on the 1301 block of E Johnson after N Baldwin,43.089622,-89.368749,1,,0,,,1,1,CMAD,1,90,E Johnson,1301,N Baldwin,111,20250817,20250817
-9948401.05142771,5326764.27418626,1784,196,1329,Sherman at Sherman,This stop (#1329) is eastbound on the 1659 block of Sherman after Sherman,43.097097,-89.368002,1,,0,,,1,1,CMAD,1,90,Sherman,1659,Sherman,110,20250817,20250817
-9953427.35658392,5323133.27304685,1785,197,0133,University at N Breese,This stop (#0133) is eastbound on the 1599 block of University after N Breese,43.073275,-89.413154,1,,0,,,1,1,CMAD,1,90,University,1599,N Breese,111,20250817,20250817
-9947913.4730867,5326159.36723694,1786,198,1333,E Johnson at Fordem,This stop (#1333) is eastbound on the 1699 block of E Johnson before Fordem,43.093129,-89.363622,1,,0,,,1,1,CMAD,3,90,E Johnson,1699,Fordem,111,20250817,20250817
-9947916.91814613,5329314.06928391,1787,199,1341,N Sherman at Aberg,This stop (#1341) is northbound on the 1299 block of N Sherman before Aberg,43.11382,-89.363653,1,,0,,,1,1,CMAD,3,0,N Sherman,1299,Aberg,111,20250817,20250817
-9946508.61779729,5327947.8335038,1788,204,1375,North at Hoard,This stop (#1375) is northbound on the 499 block of North before Hoard,43.10486,-89.351002,1,,0,,,1,1,CMAD,3,0,North,499,Hoard,111,20250817,20250817
-9947942.97055777,5327378.21718524,1789,205,1379,Fordem at McGuire,This stop (#1379) is northbound on the 2101 block of Fordem after McGuire,43.101124,-89.363887,1,,0,,,1,1,CMAD,1,0,Fordem,2101,McGuire,111,20250817,20250817
-9947204.69605919,5329385.89518462,1790,206,1380,Aberg at Loftsgordan,This stop (#1380) is westbound on the 2000 block of Aberg before Loftsgordan,43.114291,-89.357255,1,,0,,,1,1,CMAD,3,270,Aberg,2000,Loftsgordan,111,20250817,20250817
-9946584.20696535,5326117.44809166,1791,208,1384,Atwood at Division,This stop (#1384) is westbound on the 2100 block of Atwood after Division,43.092854,-89.351681,1,,0,,,1,1,CMAD,1,270,Atwood,2100,Division,111,20250817,20250817
-9946027.38663462,5326242.60405135,1792,209,1391,Atwood at Ohio,This stop (#1391) is eastbound on the 2401 block of Atwood after Ohio,43.093675,-89.346679,1,,0,,,1,1,CMAD,1,90,Atwood,2401,Ohio,111,20250817,20250817
-9946578.52591739,5328263.30081903,1793,211,1394,Commercial at North,This stop (#1394) is westbound on the 2498 block of Commercial after North,43.106929,-89.35163,1,,0,,,1,1,CMAD,1,270,Commercial,2498,North,111,20250817,20250817
-9949670.98850698,5324470.76892882,1794,212,1397,E Johnson at N Blount,This stop (#1397) is eastbound on the 701 block of E Johnson after N Blount,43.082051,-89.37941,1,,0,,,1,1,CMAD,1,90,E Johnson,701,N Blount,111,20250817,20250817
-9946882.31675728,5328288.00129428,1795,217,1427,Packers at Commercial,This stop (#1427) is northbound on the 601 block of Packers after Commercial,43.107091,-89.354359,1,,0,,,1,1,CMAD,1,0,Packers,601,Commercial,111,20250817,20250817
-9946557.9317915,5328230.51855549,1796,218,1435,Commercial at North,This stop (#1435) is eastbound on the 2499 block of Commercial before North,43.106714,-89.351445,1,,0,,,1,1,CMAD,3,90,Commercial,2499,North,111,20250817,20250817
-9951872.45143746,5320193.48356138,1797,221,0146,Fish Hatchery at Midland,This stop (#0146) is southbound on the 1200 block of Fish Hatchery after Midland,43.053981,-89.399186,1,,0,,,1,1,CMAD,1,180,Fish Hatchery,1200,Midland,100,20250817,20250817
-9944449.87641731,5327177.58633852,1798,222,1462,Milwaukee at N Fair Oaks,This stop (#1462) is westbound on the 3398 block of Milwaukee after N Fair Oaks,43.099808,-89.332508,1,,0,,,1,1,CMAD,1,270,Milwaukee,3398,N Fair Oaks,111,20250817,20250817
-9951048.24175217,5320176.87928692,1799,224,0147,W Olin at Hickory,This stop (#0147) is eastbound on the 599 block of W Olin after Hickory,43.053872,-89.391782,1,,0,,,1,1,CMAD,1,90,W Olin,599,Hickory,111,20250817,20250817
-9947277.50596227,5325497.03305346,1800,225,1472,Winnebago at Riverside,This stop (#1472) is southbound on the 1626 block of Winnebago before Riverside,43.088784,-89.357909,1,,0,,,1,1,CMAD,3,180,Winnebago,1626,Riverside,111,20250817,20250817
-9943828.15864898,5326160.13663596,1801,226,1478,Walter at Richard,This stop (#1478) is southbound on the 200 block of Walter after Richard,43.093134,-89.326923,1,,0,,,1,1,CMAD,1,180,Walter,200,Richard,111,20250817,20250817
-9949039.14048438,5323687.24232976,1802,227,1480,Williamson at S Blount,This stop (#1480) is westbound on the 698 block of Williamson after S Blount,43.07691,-89.373734,1,,0,,,1,1,CMAD,1,270,Williamson,698,S Blount,111,20250817,20250817
-9945438.2820507,5327209.90582799,1803,229,1482,Milwaukee at N Marquette,This stop (#1482) is westbound on the 2900 block of Milwaukee before N Marquette,43.10002,-89.341387,1,,0,,,1,1,CMAD,3,270,Milwaukee,2900,N Marquette,111,20250817,20250817
-9947713.42607649,5329391.68900484,1804,235,1504,Aberg at Ruskin,This stop (#1504) is westbound on the 1798 block of Aberg after Ruskin,43.114329,-89.361825,1,,0,,,1,1,CMAD,1,270,Aberg,1798,Ruskin,111,20250817,20250817
-9948101.49501021,5324333.59993535,1805,236,1505,Jenifer at S Ingersoll,This stop (#1505) is eastbound on the 1099 block of Jenifer before S Ingersoll,43.081151,-89.365311,1,,0,,,1,1,CMAD,3,90,Jenifer,1099,S Ingersoll,111,20250817,20250817
-9948933.38678107,5323726.86692918,1806,237,1509,Williamson at S Blount,This stop (#1509) is eastbound on the 699 block of Williamson after S Blount,43.07717,-89.372784,1,,0,,,1,1,CMAD,1,90,Williamson,699,S Blount,111,20250817,20250817
-9946433.25502865,5327640.609945,1807,239,1518,North at E Johnson,This stop (#1518) is southbound on the 298 block of North after E Johnson,43.102845,-89.350325,1,,0,,,1,1,CMAD,1,180,North,298,E Johnson,111,20250817,20250817
-9949820.16527813,5319911.80641492,1808,241,0153,E Olin at Quann,This stop (#0153) is eastbound on the 199 block of E Olin after Quann,43.052132,-89.38075,1,,0,,,1,1,CMAD,1,90,E Olin,199,Quann,111,20250817,20250817
-9948102.37996179,5327374.25295533,1809,243,1533,Sherman at McGuire,This stop (#1533) is eastbound on the 2099 block of Sherman before McGuire,43.101098,-89.365319,1,,0,,,1,1,CMAD,3,90,Sherman,2099,McGuire,110,20250817,20250817
-9948490.66866625,5324003.48109336,1810,244,1536,Jenifer at S Paterson,This stop (#1536) is westbound on the 900 block of Jenifer before S Paterson,43.078985,-89.368807,1,,0,,,1,1,CMAD,3,270,Jenifer,900,S Paterson,111,20250817,20250817
-9947902.12149162,5324527.16522773,1811,248,1559,Jenifer at S Few,This stop (#1559) is eastbound on the 1199 block of Jenifer before S Few,43.082421,-89.36352,1,,0,,,1,1,CMAD,3,90,Jenifer,1199,S Few,111,20250817,20250817
-9947918.47722998,5329012.29019659,1812,249,1561,N Sherman at Roth,This stop (#1561) is northbound on the 1101 block of N Sherman after Roth,43.111841,-89.363667,1,,0,,,1,1,CMAD,1,0,N Sherman,1101,Roth,111,20250817,20250817
-9948613.00440155,5326359.06647905,1813,252,1577,Sherman at N Thornton,This stop (#1577) is eastbound on the 1501 block of Sherman after N Thornton,43.094439,-89.369906,1,,0,,,1,1,CMAD,1,90,Sherman,1501,N Thornton,110,20250817,20250817
-9946872.74329374,5328230.67033882,1814,255,1585,Commercial at Packers,This stop (#1585) is eastbound on the 2301 block of Commercial after Packers,43.106715,-89.354273,1,,0,,,1,1,CMAD,1,90,Commercial,2301,Packers,111,20250817,20250817
-9950523.81070347,5322656.45487562,1815,260,0161,S Broom at W Doty,This stop (#0161) is northbound on the 199 block of S Broom after W Doty,43.070146,-89.387071,1,,0,,,1,1,CMAD,1,0,S Broom,199,W Doty,111,20250817,20250817
-9948497.57051012,5323953.03479491,1816,261,1615,Jenifer at S Paterson,This stop (#1615) is eastbound on the 899 block of Jenifer before S Paterson,43.078654,-89.368869,1,,0,,,1,1,CMAD,3,90,Jenifer,899,S Paterson,111,20250817,20250817
-9952074.04771445,5321886.18099132,1817,263,0162,S Park at Meriter,This stop (#0162) is southbound on the 100 block of S Park adjacent Meriter,43.065091,-89.400997,1,,0,,,1,1,CMAD,2,180,S Park,100,Meriter,111,20250817,20250817
-9944918.31081421,5326006.93202567,1818,273,1622,Atwood at Oakridge,This stop (#1622) is northbound on the 3300 block of Atwood before Oakridge,43.092129,-89.336716,1,,0,,,1,1,CMAD,3,0,Atwood,3300,Oakridge,111,20250817,20250817
-9946433.14360734,5327733.46203351,1819,276,1635,North at E Johnson,This stop (#1635) is northbound on the 301 block of North after E Johnson,43.103454,-89.350324,1,,0,,,1,1,CMAD,1,0,North,301,E Johnson,111,20250817,20250817
-9949006.74341463,5325342.46646931,1820,277,1636,E Gorham at N Ingersoll,This stop (#1636) is westbound on the 1100 block of E Gorham before N Ingersoll,43.08777,-89.373443,1,,0,,,1,1,CMAD,3,270,E Gorham,1100,N Ingersoll,111,20250817,20250817
-9946475.67054125,5326069.58193681,1821,281,1643,Eastwood at Division,This stop (#1643) is eastbound on the 2051 block of Eastwood after Division,43.09254,-89.350706,1,,0,,,1,1,CMAD,1,90,Eastwood,2051,Division,111,20250817,20250817
-9961373.5830892,5315566.55160535,1822,282,M430,Williamsburg at Danville,This flag stop (#M430) is westbound on the 6000 block of Williamsburg opposite Danville,43.023602,-89.484536,1,,0,,,0,0,CMAD,4,270,Williamsburg,6000,Danville,100,20250817,20250817
-9962209.81581404,5315456.91758076,1823,283,M431,Putnam at Sara,This flag stop (#M431) is eastbound on the 6309 block of Putnam after Sara,43.022882,-89.492048,1,,0,,,0,0,CMAD,1,90,Putnam,6309,Sara,100,20250817,20250817
-9961814.40875709,5315455.85231884,1824,285,M433,Williamsburg at Prairie,This flag stop (#M433) is eastbound on the 6199 block of Williamsburg after Prairie,43.022875,-89.488496,1,,0,,,0,0,CMAD,1,90,Williamsburg,6199,Prairie,100,20250817,20250817
-9961835.00283104,5315488.58962518,1825,286,M434,Williamsburg at Prairie,This flag stop (#M434) is westbound on the 6198 block of Williamsburg before Prairie,43.02309,-89.488681,1,,0,,,0,0,CMAD,3,270,Williamsburg,6198,Prairie,100,20250817,20250817
-9961390.05852455,5315531.072958,1826,287,M435,Williamsburg at Danville,This flag stop (#M435) is eastbound on the 6001 block of Williamsburg before Danville,43.023369,-89.484684,1,,0,,,0,0,CMAD,3,90,Williamsburg,6001,Danville,100,20250817,20250817
-9962230.40986724,5315489.65500911,1827,288,M436,Putnam at Sara,This flag stop (#M436) is westbound on the 6310 block of Putnam before Sara,43.023097,-89.492233,1,,0,,,0,0,CMAD,3,270,Putnam,6310,Sara,100,20250817,20250817
-9947387.60132468,5325277.38260032,1828,289,1645,Williamson at Rogers,This stop (#1645) is eastbound on the 1501 block of Williamson after Rogers,43.087343,-89.358898,1,,0,,,1,1,CMAD,1,90,Williamson,1501,Rogers,111,20250817,20250817
-9949158.37221475,5319052.34673296,1829,292,0166,Rimrock at John Nolen,This stop (#0166) is westbound on the 2000 block of Rimrock after John Nolen,43.04649,-89.374805,1,,0,,,1,1,CMAD,1,270,Rimrock,2000,John Nolen,111,20250817,20250817
