des,dly,hdg,lat,lon,mode,origtatripno,pdist,pid,psgld,rt,spd,stsd,stst,tablockid,tatripid,tmstmp,vid,zone,collection_timestamp
1-JUNCTION,False,180,43.05752166666666,-89.528105,1,1232593,51205,354,EMPTY,R,0,2025-09-30,41880,113E,1232593,20250930 12:32,2005,,2025-09-30T12:32:13.826928
CAPITOL SQUARE,False,81,43.072977709167674,-89.46366766905042,1,1232524,30531,382,EMPTY,R,0,2025-09-30,43920,111E,1232524,20250930 12:32,1911,,2025-09-30T12:32:13.826934
2-SOUTH RIDGE,False,269,43.07521954985246,-89.48415137179526,1,1232577,28524,478,EMPTY,R,34,2025-09-30,43680,117E,1232577,20250930 12:32,120,,2025-09-30T12:32:13.826936
WHITNEY,False,168,43.07474184724434,-89.43381635292731,1,1227566,23890,1294,EMPTY,38,0,2025-09-30,43320,11138,1227566,20250930 12:32,2207,,2025-09-30T12:32:16.325253
WHITNEY,False,216,43.08924078699768,-89.35739947544477,1,1227567,41632,1301,EMPTY,38,11,2025-09-30,43500,11238,1227567,20250930 12:32,1909,,2025-09-30T12:32:16.325621
MONONA/DUTCH MILL,False,138,43.09264236805963,-89.35129728387864,1,1227538,42777,506373,EMPTY,38,0,2025-09-30,42540,11438,1227538,20250930 12:32,986,,2025-09-30T12:32:16.325627
JENIFER,False,132,43.07835,-89.42997,1,1227539,13880,506374,EMPTY,38,7,2025-09-30,44340,11338,1227539,20250930 12:32,119,,2025-09-30T12:32:16.325628
WEST MAIN,False,182,43.18318660503084,-89.22647215110692,1,1232965,21717,394,EMPTY,W,30,2025-09-30,44400,112S,1232965,20250930 12:32,2006,,2025-09-30T12:32:18.840404
1-SPRECHER,False,78,43.050606842038235,-89.44753495045647,1,1230144,28621,506006,EMPTY,D,28,2025-09-30,43860,115C,1230144,20250930 12:32,106,,2025-09-30T12:32:21.336138
1-SPRECHER,False,46,43.101196341490464,-89.35302017059519,1,1230104,61142,506006,EMPTY,D,24,2025-09-30,42060,114E,1230104,20250930 12:32,135,,2025-09-30T12:32:21.336145
1-SPRECHER,False,152,43.085834999999996,-89.26462666666666,1,1230141,92704,506006,EMPTY,D,0,2025-09-30,40260,111C,1230141,20250930 12:32,153,,2025-09-30T12:32:21.336146
1-JUNCTION,False,223,43.10233008353843,-89.35173419354082,1,1230185,31421,506009,EMPTY,D,23,2025-09-30,43980,115D,1230185,20250930 12:32,2009,,2025-09-30T12:32:21.336147
1-JUNCTION,False,223,43.065246877309946,-89.4168335835174,1,1230206,54397,506009,EMPTY,D,0,2025-09-30,42180,114D,1230206,20250930 12:32,134,,2025-09-30T12:32:21.336149
1-JUNCTION,False,181,43.05767000000001,-89.52811166666667,1,1230184,92410,506009,EMPTY,D,0,2025-09-30,40380,112D,1230184,20250930 12:32,2014,,2025-09-30T12:32:21.336150
2-AIRPORT,False,119,43.02404254465122,-89.46953444828455,1,1230121,40219,506338,EMPTY,D,0,2025-09-30,43860,125D,1230121,20250930 12:32,2211,,2025-09-30T12:32:21.336151
2-AIRPORT,False,47,43.07670495321683,-89.38716789947324,1,1230143,74939,506338,HALF_EMPTY,D,0,2025-09-30,42060,122D,1230143,20250930 12:32,1903,,2025-09-30T12:32:21.336152
2-AIRPORT,False,2,43.137361666666656,-89.34649833333333,1,1230120,108209,506338,EMPTY,D,0,2025-09-30,40260,123D,1230120,20250930 12:32,1908,,2025-09-30T12:32:21.336153
2-EPIC CAMPUS,False,318,43.07518400513092,-89.39128286768961,1,1230208,35884,506350,HALF_EMPTY,D,0,2025-09-30,43500,126D,1230208,20250930 12:32,2206,,2025-09-30T12:32:21.336154
2-EPIC CAMPUS,False,168,43.016018823210324,-89.47564949692739,1,1230168,73717,506350,EMPTY,D,15,2025-09-30,41700,121D,1230168,20250930 12:32,113,,2025-09-30T12:32:21.336155
2-EPIC CAMPUS,False,75,42.99689166666667,-89.56387166666667,1,1230207,110201,506350,EMPTY,D,0,2025-09-30,39900,124D,1230207,20250930 12:32,1907,,2025-09-30T12:32:21.336157
JUNCTION,False,181,43.11466684325912,-89.33068244563533,1,1228632,29423,387,HALF_EMPTY,A,34,2025-09-30,43980,114A,1228632,20250930 12:32,2355,,2025-09-30T12:32:23.769457
JUNCTION,False,178,43.0743864186919,-89.45700428065375,1,1228629,70546,387,HALF_EMPTY,A,5,2025-09-30,42180,124A,1228629,20250930 12:32,2326,,2025-09-30T12:32:23.769462
2-AMERICAN CENTER,False,115,43.07332992236519,-89.43324853506462,1,1228568,31279,414,HALF_EMPTY,A,0,2025-09-30,43740,117A,1228568,20250930 12:32,2358,,2025-09-30T12:32:23.769464
2-AMERICAN CENTER,False,46,43.123426572571375,-89.31465832321798,1,1228567,73993,414,EMPTY,A,9,2025-09-30,41940,115A,1228567,20250930 12:32,2339,,2025-09-30T12:32:23.769465
1-SUN PRAIRIE VIA HIGH CROSSING,False,88,43.060742855087156,-89.48866948381406,1,1228527,11877,421,EMPTY,A,36,2025-09-30,44640,121A,1228527,20250930 12:32,2347,,2025-09-30T12:32:23.769466
1-SUN PRAIRIE VIA HIGH CROSSING,False,45,43.08700274327275,-89.36660555214162,1,1228543,52528,421,HALF_EMPTY,A,15,2025-09-30,42840,118A,1228543,20250930 12:32,2317,,2025-09-30T12:32:23.769467
1-SUN PRAIRIE VIA HIGH CROSSING,False,67,43.13406986560516,-89.29387511702156,1,1228526,81210,421,EMPTY,A,23,2025-09-30,41040,126A,1228526,20250930 12:32,2320,,2025-09-30T12:32:23.769468
JUNCTION VIA HIGH CROSSING,False,216,43.15912149184169,-89.27037968003705,1,1228610,4193,469,EMPTY,A,54,2025-09-30,44880,111A,1228610,20250930 12:32,2315,,2025-09-30T12:32:23.769469
JUNCTION VIA HIGH CROSSING,False,286,43.07620526296459,-89.3840727272589,1,1228592,51594,469,HALF_EMPTY,A,9,2025-09-30,43080,113A,1228592,20250930 12:32,2342,,2025-09-30T12:32:23.769470
JUNCTION VIA HIGH CROSSING,False,269,43.06079995626378,-89.49956025391141,1,1228609,87581,469,EMPTY,A,32,2025-09-30,41280,119A,1228609,20250930 12:32,2338,,2025-09-30T12:32:23.769471
U.W. HOSPITAL,False,265,43.07219903389508,-89.42782228312957,1,1229773,52824,331,EMPTY,C,24,2025-09-30,42300,120C,1229773,20250930 12:32,988,,2025-09-30T12:32:26.256734
U.W. HOSPITAL,False,253,43.09240984097477,-89.35356428442074,1,1229807,25735,454,EMPTY,C,23,2025-09-30,44280,116C,1229807,20250930 12:32,2215,,2025-09-30T12:32:26.256740
U.W. HOSPITAL,False,226,43.072535111169316,-89.38135324705375,1,1229794,36666,454,EMPTY,C,15,2025-09-30,43380,111D,1229794,20250930 12:32,131,,2025-09-30T12:32:26.256741
2-BUCKEYE,False,69,43.07457833333333,-89.277975,1,1229702,56960,506376,EMPTY,C,0,2025-09-30,41760,117C,1229702,20250930 12:32,2205,,2025-09-30T12:32:26.256743
1-SPRECHER,False,89,43.07203670011685,-89.40154998936265,1,1229736,12170,506377,HALF_EMPTY,C,31,2025-09-30,44460,112C,1229736,20250930 12:32,2007,,2025-09-30T12:32:26.256744
1-SPRECHER,False,79,43.0746559308872,-89.37844769522455,1,1229721,20454,506377,EMPTY,C,17,2025-09-30,43560,119C,1229721,20250930 12:32,130,,2025-09-30T12:32:26.256745
1-SPRECHER,False,89,43.08415600001137,-89.30301667290496,1,1229687,45721,506377,EMPTY,C,23,2025-09-30,42660,118C,1229687,20250930 12:32,133,,2025-09-30T12:32:26.256746
1-SPRECHER,True,153,43.08566333333333,-89.26454833333334,1,1229735,56544,506377,EMPTY,C,0,2025-09-30,40860,113C,1229735,20250930 12:32,2013,,2025-09-30T12:32:26.256747
CAPITOL SQUARE,False,341,43.03376,-89.47706,1,1230541,18828,506369,EMPTY,E,31,2025-09-30,44400,112E,1230541,20250930 12:32,2004,,2025-09-30T12:32:28.696037
CAPITOL SQUARE,False,49,43.07338333333334,-89.38377333333334,1,1230517,60506,506369,EMPTY,E,3,2025-09-30,42600,116E,1230517,20250930 12:30,100,,2025-09-30T12:32:28.696046
MCKEE,False,270,43.067650000126434,-89.40008335706993,1,1230549,5977,506370,EMPTY,E,4,2025-09-30,44760,113D,1230549,20250930 12:32,152,,2025-09-30T12:32:28.696048
MCKEE,False,184,43.02474574299992,-89.50560363760805,1,1230572,53800,506370,EMPTY,E,26,2025-09-30,42960,115E,1230572,20250930 12:32,123,,2025-09-30T12:32:28.696050
SOUTH TRANSFER,False,0,43.03331637728278,-89.46163,1,1231418,24072,350,EMPTY,H,26,2025-09-30,44280,120G,1231418,20250930 12:32,2201,,2025-09-30T12:32:31.201381
WEST TOWNE,False,270,43.03197077978709,-89.47986298229154,1,1231455,36562,400,EMPTY,H,15,2025-09-30,43500,115G,1231455,20250930 12:32,147,,2025-09-30T12:32:31.201388
ERIN,False,5,43.072541666666666,-89.40231999999999,1,1232183,54,505843,EMPTY,O,0,2025-09-30,45300,122G,1232183,20250930 12:32,108,,2025-09-30T12:32:33.660557
BROOKS,False,0,43.0608139,-89.40402,1,1232120,12289,506281,EMPTY,O,26,2025-09-30,44640,123G,1232120,20250930 12:32,104,,2025-09-30T12:32:33.660566
BROOKS,False,5,43.07245833333333,-89.40239666666666,1,1232142,8430,506282,EMPTY,O,0,2025-09-30,44100,111G,1232142,20250930 12:32,138,,2025-09-30T12:32:33.660569
DOWNTOWN S.P.,False,71,43.17860780437061,-89.23838180165833,1,1232884,13148,436,EMPTY,S,20,2025-09-30,44700,111S,1232884,20250930 12:32,110,,2025-09-30T12:32:36.105338
MEMORIAL UNION,False,272,43.07591666666667,-89.40000666666668,1,1227892,1,505854,EMPTY,80,0,2025-09-30,45360,1480,1227892,20250930 12:32,155,,2025-09-30T12:32:38.582203
MEMORIAL UNION,False,270,43.0764961,-89.41573,1,1227890,5391,505854,HALF_EMPTY,80,0,2025-09-30,44820,1180,1227890,20250930 12:32,154,,2025-09-30T12:32:38.582209
MEMORIAL UNION,False,270,43.0765152,-89.4165344,1,1227889,5543,505854,EMPTY,80,0,2025-09-30,44520,7180,1227889,20250930 12:32,151,,2025-09-30T12:32:38.582210
MEMORIAL UNION,False,80,43.077021664856176,-89.4280868052971,1,1227888,11133,505854,EMPTY,80,11,2025-09-30,44280,7080,1227888,20250930 12:32,984,,2025-09-30T12:32:38.582211
MEMORIAL UNION,False,16,43.07659187079966,-89.42484190197487,1,1227887,11813,505854,EMPTY,80,22,2025-09-30,43980,1380,1227887,20250930 12:32,148,,2025-09-30T12:32:38.582212
MEMORIAL UNION,False,180,43.0716004824649,-89.4041,1,1227886,20357,505854,HALF_EMPTY,80,16,2025-09-30,43740,3380,1227886,20250930 12:32,2328,,2025-09-30T12:32:38.582214
MEMORIAL UNION,False,92,43.07189847081929,-89.39742467332275,1,1227885,22715,505854,HALF_EMPTY,80,0,2025-09-30,43440,1580,1227885,20250930 12:32,128,,2025-09-30T12:32:38.582215
MEMORIAL UNION,False,0,43.072799461723115,-89.39744,1,1227884,23020,505854,FULL,80,20,2025-09-30,43200,1280,1227884,20250930 12:32,020,,2025-09-30T12:32:38.582216
OWL CREEK,False,264,43.09838549992738,-89.31814072929998,1,1231992,50992,1239,EMPTY,L,0,2025-09-30,42720,111L,1231992,20250930 12:32,2203,,2025-09-30T12:32:41.062387
CHEROKEE,True,97,43.098231006204614,-89.31876514064457,1,1231977,37601,1265,EMPTY,L,0,2025-09-30,42720,112L,1231977,20250930 12:32,2212,,2025-09-30T12:32:41.062393
FITCHBURG-CADDIS,False,153,43.13980812896322,-89.38838468729602,1,1229147,11843,1278,EMPTY,B,7,2025-09-30,44580,152B,1229147,20250930 12:32,2359,,2025-09-30T12:32:43.495272
FITCHBURG-CADDIS,False,223,43.09632914607294,-89.35391132891695,1,1229117,34719,1278,EMPTY,B,0,2025-09-30,43680,144B,1229117,20250930 12:32,2308,,2025-09-30T12:32:43.495279
FITCHBURG-CADDIS,False,158,43.06268232126123,-89.4009156207234,1,1229146,54786,1278,EMPTY,B,15,2025-09-30,42780,151B,1229146,20250930 12:32,2343,,2025-09-30T12:32:43.495281
