des,dly,hdg,lat,lon,mode,origtatripno,pdist,pid,psgld,rt,spd,stsd,stst,tablockid,tatripid,tmstmp,vid,zone,collection_timestamp,weather_temp,weather_precipitation,weather_wind_speed,weather_is_rainy,weather_is_snowy,weather_is_extreme,weather_condition,has_alert,alert_count,has_detour,has_event,has_weather_alert,has_construction_alert,is_event_day,has_construction
U.W. HOSPITAL VIA EAGLE HEIGHTS,False,270,43.07514376426043,-89.41091526110749,1,1227976,3612,369,HALF_EMPTY,80,27,2025-11-06,64020,7580,1227976,20251106 17:48,2356,,2025-11-06T17:48:18.692791,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
U.W. HOSPITAL VIA EAGLE HEIGHTS,False,241,43.086168932323496,-89.4353582449172,1,1227975,14896,369,EMPTY,80,16,2025-11-06,63120,7480,1227975,20251106 17:48,131,,2025-11-06T17:48:26.912071,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,0,43.08619788907414,-89.43363,1,1227953,14420,506364,EMPTY,80,13,2025-11-06,63540,1280,1227953,20251106 17:48,124,,2025-11-06T17:48:26.912071,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,191,43.08119274612401,-89.42827490662424,1,1227952,24623,506364,EMPTY,80,20,2025-11-06,62640,1180,1227952,20251106 17:48,102,,2025-11-06T17:48:26.912071,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,89,43.07512000012846,-89.40724666438281,1,1227951,33207,506364,EMPTY,80,18,2025-11-06,61680,4284,1227951,20251106 17:48,995,,2025-11-06T17:48:26.912071,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,1,43.0744292766715,-89.39737878919745,1,1227950,39942,506364,HALF_EMPTY,80,11,2025-11-06,61200,1380,1227950,20251106 17:48,115,,2025-11-06T17:48:26.912071,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
CAPITOL SQUARE VIA MIDDLETON,False,64,43.06514737688016,-89.5255651396314,1,1230733,3474,433,EMPTY,F,32,2025-11-06,64020,115A,1230733,20251106 17:48,2360,,2025-11-06T17:48:29.242232,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
CAPITOL SQUARE VIA MIDDLETON,False,111,43.10436813765645,-89.4930075781404,1,1230732,38058,433,EMPTY,F,9,2025-11-06,62100,123A,1230732,20251106 17:48,2351,,2025-11-06T17:48:29.242232,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
JUNCTION VIA MIDDLETON,False,309,43.08867665451007,-89.48425572211828,1,1230768,31095,486,EMPTY,F,30,2025-11-06,62400,114A,1230768,20251106 17:48,2306,,2025-11-06T17:48:29.242232,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
JUNCTION VIA MIDDLETON,False,207,43.079788872225755,-89.52919308944323,1,1230767,65919,486,EMPTY,F,26,2025-11-06,60600,124A,1230767,20251106 17:48,2362,,2025-11-06T17:48:29.242232,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
EAGLE HEIGHTS VIA U.W. CAMPUS,False,253,43.08399130068132,-89.4333724077506,1,1228516,29183,462,EMPTY,84,9,2025-11-06,62040,4184,1228516,20251106 17:48,985,,2025-11-06T17:48:31.547237,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
FITCHBURG,False,189,43.04661333928043,-89.37466780786335,1,1227734,24086,489,HALF_EMPTY,65,16,2025-11-06,61980,18165,1227734,20251106 17:48,141,,2025-11-06T17:48:33.869010,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
U.W. HOSPITAL,False,265,43.07891868794485,-89.42797265163956,1,1227727,55849,501,EMPTY,65,3,2025-11-06,61260,18265,1227727,20251106 17:48,139,,2025-11-06T17:48:33.869010,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
2-BUCKEYE,False,79,43.07331646082631,-89.41283919867062,1,1229707,9062,327,HALF_EMPTY,C,8,2025-11-06,63300,111D,1229707,20251106 17:48,123,,2025-11-06T17:48:36.225673,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
U.W. HOSPITAL,False,268,43.07348420274786,-89.29378565216989,1,1229779,6260,331,EMPTY,C,30,2025-11-06,63960,119C,1229779,20251106 17:48,1915,,2025-11-06T17:48:36.225673,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
1-SPRECHER,False,38,43.086712489950564,-89.35973849190215,1,1229741,27003,349,EMPTY,C,26,2025-11-06,62400,120C,1229741,20251106 17:48,118,,2025-11-06T17:48:36.225673,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
1-SPRECHER,False,144,43.08719839849894,-89.32694363093286,1,1229727,37987,349,EMPTY,C,7,2025-11-06,61440,114C,1229727,20251106 17:48,135,,2025-11-06T17:48:36.225673,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
1-SPRECHER,False,156,43.085834999999996,-89.26465000000002,1,1229692,56074,349,EMPTY,C,0,2025-11-06,60540,112C,1229692,20251106 17:48,2005,,2025-11-06T17:48:36.225673,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
U.W. HOSPITAL,False,294,43.0901280113579,-89.33130364761664,1,1229762,19352,454,EMPTY,C,28,2025-11-06,63240,118C,1229762,20251106 17:48,2207,,2025-11-06T17:48:36.225673,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
U.W. HOSPITAL,False,315,43.07127962544383,-89.38860116535301,1,1229812,39209,454,EMPTY,C,0,2025-11-06,62340,117C,1229812,20251106 17:48,1906,,2025-11-06T17:48:36.225673,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
U.W. HOSPITAL,False,2,43.07547619969233,-89.43397292225774,1,1229799,52728,454,EMPTY,C,16,2025-11-06,61380,111C,1229799,20251106 17:48,106,,2025-11-06T17:48:36.225673,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
FITCHBURG-CADDIS,False,114,43.13777939461021,-89.38249188274284,1,1229159,13627,1278,EMPTY,B,6,2025-11-06,63480,156B,1229159,20251106 17:48,2352,,2025-11-06T17:48:38.534025,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
FITCHBURG-CADDIS,False,235,43.091955793702844,-89.35979856905182,1,1229163,36973,1278,EMPTY,B,0,2025-11-06,62580,162B,1229163,20251106 17:48,2330,,2025-11-06T17:48:38.534025,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
FITCHBURG-CADDIS,False,332,43.07489832132679,-89.39147999672032,1,1229127,48207,1278,EMPTY,B,30,2025-11-06,61680,155B,1229127,20251106 17:48,2305,,2025-11-06T17:48:38.534025,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
FITCHBURG-CADDIS,False,208,43.033713690115704,-89.40751462685365,1,1229156,69330,1278,EMPTY,B,30,2025-11-06,60780,161B,1229156,20251106 17:48,2317,,2025-11-06T17:48:38.534025,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
FITCHBURG-CADDIS,False,54,43.01958333333334,-89.42090000000002,1,1229126,75915,1278,EMPTY,B,0,2025-11-06,59820,154B,1229126,20251106 17:48,2340,,2025-11-06T17:48:38.534025,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
NORTHPORT,False,30,43.02647342391703,-89.41259508353171,1,1229063,3884,1280,EMPTY,B,17,2025-11-06,63480,160B,1229063,20251106 17:48,2357,,2025-11-06T17:48:38.534025,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
NORTHPORT,False,91,43.074763557479294,-89.38838689808192,1,1229095,28771,1280,EMPTY,B,7,2025-11-06,62460,159B,1229095,20251106 17:48,2326,,2025-11-06T17:48:38.534025,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
NORTHPORT,False,54,43.078553039276684,-89.37850863432391,1,1229062,32988,1280,EMPTY,B,18,2025-11-06,61560,158B,1229062,20251106 17:48,2338,,2025-11-06T17:48:38.534025,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
