des,dly,hdg,lat,lon,mode,origtatripno,pdist,pid,psgld,rt,spd,stsd,stst,tablockid,tatripid,tmstmp,vid,zone,collection_timestamp,weather_temp,weather_precipitation,weather_wind_speed,weather_is_rainy,weather_is_snowy,weather_is_extreme,weather_condition,has_alert,alert_count,has_detour,has_event,has_weather_alert,has_construction_alert,is_event_day,has_construction
U.W. HOSPITAL VIA EAGLE HEIGHTS,False,271,43.076328333333336,-89.40187166666668,1,1227974,597,369,HALF_EMPTY,80,24,2025-11-06,62160,7380,1227974,20251106 17:19,2320,,2025-11-06T17:19:14.092028,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,270,43.07652660018826,-89.41951166834369,1,1227951,6337,506364,EMPTY,80,7,2025-11-06,61680,4284,1227951,20251106 17:19,995,,2025-11-06T17:19:14.092028,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,44,43.088109384575986,-89.4396825308493,1,1227950,17759,506364,EMPTY,80,22,2025-11-06,61200,1380,1227950,20251106 17:19,115,,2025-11-06T17:19:14.092028,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,93,43.07647568545142,-89.41645994107792,1,1227949,30317,506364,EMPTY,80,15,2025-11-06,60780,7580,1227949,20251106 17:19,2356,,2025-11-06T17:19:14.092028,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,235,43.073,-89.40899,1,1227947,35082,506364,HALF_EMPTY,80,0,2025-11-06,59940,7480,1227947,20251106 17:19,131,,2025-11-06T17:19:14.092028,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,89,43.070960000099596,-89.40147498262942,1,1227948,37640,506364,HALF_EMPTY,80,0,2025-11-06,60360,1280,1227948,20251106 17:18,124,,2025-11-06T17:19:14.092028,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,273,43.07588666666667,-89.40016333333332,1,1227946,41226,506364,EMPTY,80,0,2025-11-06,59400,1180,1227946,20251106 17:19,102,,2025-11-06T17:19:14.092028,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
CAPITOL SQUARE VIA MIDDLETON,False,359,43.057846,-89.528334,1,1230732,0,433,EMPTY,F,0,2025-11-06,62100,123A,1230732,20251106 17:19,2351,,2025-11-06T17:19:16.418418,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
CAPITOL SQUARE VIA MIDDLETON,False,130,43.076956795960726,-89.46887747944562,1,1230731,51740,433,EMPTY,F,3,2025-11-06,60120,151A,1230731,20251106 17:19,2328,,2025-11-06T17:19:16.418418,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
JUNCTION VIA MIDDLETON,False,333,43.08220976890005,-89.47493295920128,1,1230767,27622,486,HALF_EMPTY,F,0,2025-11-06,60600,124A,1230767,20251106 17:19,2362,,2025-11-06T17:19:16.418418,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
