des,dly,hdg,lat,lon,mode,origtatripno,pdist,pid,psgld,rt,spd,stsd,stst,tablockid,tatripid,tmstmp,vid,zone,collection_timestamp
JUNCTION,False,258,43.120174619933245,-89.33032260137436,1,1228636,27379,387,HALF_EMPTY,A,10,2025-09-26,56580,127A,1228636,20250926 16:02,2339,,2025-09-26T16:02:16.529649
JUNCTION,False,281,43.07412993521826,-89.41414044757833,1,1228633,58596,387,HALF_EMPTY,A,41,2025-09-26,54780,151A,1228633,20250926 16:02,2337,,2025-09-26T16:02:16.529659
2-AMERICAN CENTER,False,169,43.057415000000006,-89.52798,1,1228576,238,414,EMPTY,A,0,2025-09-26,57960,122A,1228576,20250926 16:02,2330,,2025-09-26T16:02:16.529660
2-AMERICAN CENTER,False,85,43.07398460164041,-89.41886497995519,1,1228575,35119,414,HALF_EMPTY,A,38,2025-09-26,56160,120A,1228575,20250926 16:02,2316,,2025-09-26T16:02:16.529660
2-AMERICAN CENTER,False,1,43.119951213389356,-89.3304418938531,1,1228574,68614,414,FULL,A,0,2025-09-26,54360,125A,1228574,20250926 16:02,2304,,2025-09-26T16:02:16.529661
1-SUN PRAIRIE VIA HIGH CROSSING,False,88,43.060777724311,-89.48713261330349,1,1228547,12290,421,EMPTY,A,15,2025-09-26,57060,119A,1228547,20250926 16:02,2361,,2025-09-26T16:02:16.529662
1-SUN PRAIRIE VIA HIGH CROSSING,False,45,43.08535739825389,-89.36888128800213,1,1228530,51668,421,HALF_EMPTY,A,43,2025-09-26,55260,121A,1228530,20250926 16:02,2355,,2025-09-26T16:02:16.529662
1-SUN PRAIRIE VIA HIGH CROSSING,False,13,43.15683000000001,-89.26689499999999,1,1228546,95552,421,EMPTY,A,0,2025-09-26,53520,118A,1228546,20250926 16:02,2341,,2025-09-26T16:02:16.529663
JUNCTION VIA HIGH CROSSING,False,339,43.16244297677714,-89.26772239478576,1,1228596,2633,469,EMPTY,A,0,2025-09-26,57420,126A,1228596,20250926 16:02,2362,,2025-09-26T16:02:16.529663
JUNCTION VIA HIGH CROSSING,False,247,43.075763056146876,-89.3849836126726,1,1228613,51890,469,HALF_EMPTY,A,0,2025-09-26,55620,111A,1228613,20250926 16:02,2327,,2025-09-26T16:02:16.529664
JUNCTION VIA HIGH CROSSING,False,270,43.06085702319569,-89.49201701204818,1,1228595,85558,469,EMPTY,A,34,2025-09-26,53880,113A,1228595,20250926 16:02,2323,,2025-09-26T16:02:16.529665
FITCHBURG,False,139,43.06856736017189,-89.38883293690664,1,1227728,13759,489,HALF_EMPTY,65,15,2025-09-26,56400,18165,1227728,20250926 16:02,988,,2025-09-26T16:02:19.195083
1-SPRECHER,False,50,43.063904726026436,-89.41846328328536,1,1230108,38082,505941,EMPTY,D,2,2025-09-26,56220,112D,1230108,20250926 16:02,106,,2025-09-26T16:02:21.783370
1-SPRECHER,False,109,43.09962352860381,-89.33236512372333,1,1230149,67401,505941,HALF_EMPTY,D,18,2025-09-26,54540,115C,1230149,20250926 16:02,997,,2025-09-26T16:02:21.783376
1-SPRECHER,True,154,43.08581000000001,-89.264635,1,1230107,92704,505941,EMPTY,D,0,2025-09-26,52800,114E,1230107,20250926 16:02,129,,2025-09-26T16:02:21.783377
1-JUNCTION,False,341,43.10111364328942,-89.34918650623436,1,1230215,30071,505944,EMPTY,D,18,2025-09-26,56580,113C,1230215,20250926 16:02,110,,2025-09-26T16:02:21.783379
1-JUNCTION,False,222,43.065212251873085,-89.4168769587732,1,1230188,54376,505944,HALF_EMPTY,D,0,2025-09-26,54780,115D,1230188,20250926 16:02,2004,,2025-09-26T16:02:21.783380
1-JUNCTION,False,180,43.05748666666667,-89.52812666666665,1,1230213,92411,505944,EMPTY,D,0,2025-09-26,52980,114D,1230213,20250926 16:02,2211,,2025-09-26T16:02:21.783381
2-AIRPORT,False,8,43.027764423421324,-89.45959706449186,1,1230125,44663,506011,EMPTY,D,11,2025-09-26,56220,124D,1230125,20250926 16:02,151,,2025-09-26T16:02:21.783382
2-AIRPORT,False,46,43.07894888023035,-89.38402263381396,1,1230150,76111,506011,EMPTY,D,18,2025-09-26,54480,125D,1230150,20250926 16:02,119,,2025-09-26T16:02:21.783383
2-AIRPORT,False,1,43.13726166666667,-89.34652499999999,1,1230124,108196,506011,EMPTY,D,0,2025-09-26,52740,122D,1230124,20250926 16:02,2210,,2025-09-26T16:02:21.783385
2-AIRPORT,True,9,43.13742333333333,-89.346555,1,1230148,108209,506011,EMPTY,D,0,2025-09-26,50940,123D,1230148,20250926 16:02,995,,2025-09-26T16:02:21.783386
