des,dly,hdg,lat,lon,mode,origtatripno,pdist,pid,psgld,rt,spd,stsd,stst,tablockid,tatripid,tmstmp,vid,zone,collection_timestamp
SOUTH TRANSFER,False,176,43.05116371991734,-89.50324684984221,1,1231423,5507,350,EMPTY,H,0,2025-10-01,53280,115G,1231423,20251001 14:54,150,,2025-10-01T14:54:34.249036
SOUTH TRANSFER,False,16,43.0383347301732,-89.40403348848866,1,1231422,52460,350,EMPTY,H,18,2025-10-01,51480,117G,1231422,20251001 14:54,136,,2025-10-01T14:54:34.249042
WEST TOWNE,False,301,43.03772183704393,-89.4553719846622,1,1231460,27221,400,EMPTY,H,33,2025-10-01,52500,113G,1231460,20251001 14:54,132,,2025-10-01T14:54:34.249044
CAPITOL SQUARE,False,89,43.0316600001141,-89.49371323863694,1,1230520,13566,506369,EMPTY,E,25,2025-10-01,53280,117E,1230520,20251001 14:54,2015,,2025-10-01T14:54:36.630511
CAPITOL SQUARE,False,45,43.069104678777904,-89.39188344756218,1,1230536,57521,506369,EMPTY,E,15,2025-10-01,51480,113E,1230536,20251001 14:54,1907,,2025-10-01T14:54:36.630515
MCKEE,False,272,43.06952379086049,-89.44409190552118,1,1230551,21020,506370,EMPTY,E,22,2025-10-01,51960,116E,1230551,20251001 14:54,125,,2025-10-01T14:54:36.630516
EAST TOWNE,False,29,43.046063855917936,-89.35329802044602,1,1231057,27074,373,EMPTY,G,32,2025-10-01,52500,122G,1231057,20251001 14:54,112,,2025-10-01T14:54:39.070428
EAST TOWNE,False,325,43.12239889103976,-89.30764575691487,1,1231056,79415,373,EMPTY,G,24,2025-10-01,50700,111G,1231056,20251001 14:54,149,,2025-10-01T14:54:39.070434
SOUTH TRANSFER,False,137,43.12848166666666,-89.30891000000001,1,1231094,25,505531,EMPTY,G,0,2025-10-01,53820,121G,1231094,20251001 14:54,128,,2025-10-01T14:54:39.070436
SOUTH TRANSFER,False,166,43.06297594406983,-89.31437867229413,1,1231093,39808,505531,EMPTY,G,20,2025-10-01,52020,120G,1231093,20251001 14:54,117,,2025-10-01T14:54:39.070437
SOUTH TRANSFER,False,36,43.0388947,-89.39482,1,1231092,88193,505531,HALF_EMPTY,G,1,2025-10-01,50220,119G,1231092,20251001 14:50,2009,,2025-10-01T14:54:39.070438
EAGLE HEIGHTS VIA U.W. CAMPUS,False,161,43.07737771089101,-89.42911977573198,1,1228508,11057,462,EMPTY,84,9,2025-10-01,53040,4184,1228508,20251001 14:54,983,,2025-10-01T14:54:41.530548
EAGLE HEIGHTS VIA U.W. CAMPUS,False,253,43.08398797648322,-89.43338809436987,1,1228507,29186,462,EMPTY,84,11,2025-10-01,52140,4284,1228507,20251001 14:54,984,,2025-10-01T14:54:41.530552
WHITNEY,False,1,43.076505694472395,-89.41306800465348,1,1227571,62089,1301,EMPTY,38,0,2025-10-01,50700,11138,1227571,20251001 14:54,1914,,2025-10-01T14:54:44.006763
MONONA/DUTCH MILL,False,89,43.075220000074864,-89.44898499927412,1,1227544,6914,506385,EMPTY,38,28,2025-10-01,53280,11238,1227544,20251001 14:54,138,,2025-10-01T14:54:44.006769
MONONA/DUTCH MILL,False,85,43.04755,-89.30419333333333,1,1227542,81177,506385,EMPTY,38,0,2025-10-01,49740,11338,1227542,20251001 14:54,148,,2025-10-01T14:54:44.006771
JENIFER,False,68,43.07591,-89.37626,1,1227543,32717,506386,EMPTY,38,0,2025-10-01,51480,11438,1227543,20251001 14:54,152,,2025-10-01T14:54:44.006772
1-SPRECHER,False,87,43.05356909843995,-89.47262967117535,1,1230107,20701,506006,EMPTY,D,21,2025-10-01,52800,114E,1230107,20251001 14:54,1909,,2025-10-01T14:54:46.423620
1-SPRECHER,False,40,43.08718236636764,-89.37213017739418,1,1230147,54166,506006,EMPTY,D,0,2025-10-01,51000,113C,1230147,20251001 14:54,991,,2025-10-01T14:54:46.423626
1-SPRECHER,False,153,43.08569333333333,-89.26456166666667,1,1230106,92704,506006,FULL,D,0,2025-10-01,49200,115D,1230106,20251001 14:54,1910,,2025-10-01T14:54:46.423628
1-JUNCTION,False,268,43.098458597320516,-89.31609523572742,1,1230213,21497,506009,EMPTY,D,11,2025-10-01,52980,114D,1230213,20251001 14:54,2207,,2025-10-01T14:54:46.423629
1-JUNCTION,False,229,43.068996548029084,-89.41103839014592,1,1230187,52389,506009,EMPTY,D,24,2025-10-01,51240,112D,1230187,20251001 14:54,996,,2025-10-01T14:54:46.423630
1-JUNCTION,False,0,43.057585,-89.52808333333333,1,1230211,92401,506009,EMPTY,D,0,2025-10-01,49440,115C,1230211,20251001 14:54,995,,2025-10-01T14:54:46.423631
