des,dly,hdg,lat,lon,mode,origtatripno,pdist,pid,psgld,rt,spd,stsd,stst,tablockid,tatripid,tmstmp,vid,zone,collection_timestamp,weather_temp,weather_precipitation,weather_wind_speed,weather_is_rainy,weather_is_snowy,weather_is_extreme,weather_condition,has_alert,alert_count,has_detour,has_event,has_weather_alert,has_construction_alert,is_event_day,has_construction
U.W. HOSPITAL VIA EAGLE HEIGHTS,False,276,43.0759884471008,-89.40535329781078,1,1227976,1800,369,HALF_EMPTY,80,20,2025-11-06,64020,7580,1227976,20251106 17:46,2356,,2025-11-06T17:46:16.535701,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
U.W. HOSPITAL VIA EAGLE HEIGHTS,False,253,43.08415098317997,-89.43261887908282,1,1227975,13386,369,HALF_EMPTY,80,20,2025-11-06,63120,7480,1227975,20251106 17:46,131,,2025-11-06T17:46:16.535701,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
U.W. HOSPITAL VIA EAGLE HEIGHTS,False,167,43.08406166666667,-89.43363833333333,1,1227974,22128,369,EMPTY,80,1,2025-11-06,62160,7380,1227974,20251106 17:46,2320,,2025-11-06T17:46:16.535701,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,6,43.079755851448645,-89.42813875166934,1,1227953,10661,506364,EMPTY,80,19,2025-11-06,63540,1280,1227953,20251106 17:46,124,,2025-11-06T17:46:16.535701,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,183,43.084671618336785,-89.43376098826327,1,1227952,21890,506364,EMPTY,80,15,2025-11-06,62640,1180,1227952,20251106 17:46,102,,2025-11-06T17:46:16.535701,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,198,43.075589203859856,-89.41275181813201,1,1227951,31576,506364,EMPTY,80,17,2025-11-06,61680,4284,1227951,20251106 17:46,995,,2025-11-06T17:46:16.535701,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,4,43.071843697005036,-89.39747561621977,1,1227950,39042,506364,HALF_EMPTY,80,0,2025-11-06,61200,1380,1227950,20251106 17:46,115,,2025-11-06T17:46:16.535701,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
CAPITOL SQUARE VIA MIDDLETON,False,171,43.057356666666664,-89.52800333333334,1,1230733,239,433,EMPTY,F,0,2025-11-06,64020,115A,1230733,20251106 17:46,2360,,2025-11-06T17:46:18.831838,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
CAPITOL SQUARE VIA MIDDLETON,False,4,43.11140944127685,-89.50946958957213,1,1230732,32863,433,EMPTY,F,9,2025-11-06,62100,123A,1230732,20251106 17:46,2351,,2025-11-06T17:46:18.831838,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
JUNCTION VIA MIDDLETON,False,333,43.08214570125698,-89.47488831535956,1,1230768,27595,486,HALF_EMPTY,F,11,2025-11-06,62400,114A,1230768,20251106 17:46,2306,,2025-11-06T17:46:18.831838,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
JUNCTION VIA MIDDLETON,False,112,43.08594275051849,-89.52816335239241,1,1230767,62006,486,EMPTY,F,12,2025-11-06,60600,124A,1230767,20251106 17:46,2362,,2025-11-06T17:46:18.831838,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
EAGLE HEIGHTS VIA U.W. CAMPUS,False,55,43.0788731823548,-89.43033534105517,1,1228516,25324,462,EMPTY,84,12,2025-11-06,62040,4184,1228516,20251106 17:46,985,,2025-11-06T17:46:20.891192,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
FITCHBURG,False,145,43.0588507058095,-89.38465924533487,1,1227734,18822,489,HALF_EMPTY,65,38,2025-11-06,61980,18165,1227734,20251106 17:46,141,,2025-11-06T17:46:22.936631,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
U.W. HOSPITAL,False,255,43.076567281270805,-89.42100835814202,1,1227727,53186,501,EMPTY,65,0,2025-11-06,61260,18265,1227727,20251106 17:46,139,,2025-11-06T17:46:22.938032,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
2-BUCKEYE,False,73,43.07328599743857,-89.41714450879539,1,1229707,7912,327,HALF_EMPTY,C,18,2025-11-06,63300,111D,1229707,20251106 17:46,123,,2025-11-06T17:46:25.243660,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
U.W. HOSPITAL,False,218,43.07588417299774,-89.27771910116577,1,1229779,1463,331,EMPTY,C,22,2025-11-06,63960,119C,1229779,20251106 17:46,1915,,2025-11-06T17:46:25.243660,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
1-SPRECHER,False,42,43.0817648837427,-89.36459855615021,1,1229741,24493,349,EMPTY,C,17,2025-11-06,62400,120C,1229741,20251106 17:46,118,,2025-11-06T17:46:25.243660,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
1-SPRECHER,False,121,43.09177233638602,-89.33639149456414,1,1229727,34856,349,EMPTY,C,26,2025-11-06,61440,114C,1229727,20251106 17:46,135,,2025-11-06T17:46:25.243660,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
1-SPRECHER,False,156,43.085834999999996,-89.26466,1,1229692,56074,349,EMPTY,C,0,2025-11-06,60540,112C,1229692,20251106 17:46,2005,,2025-11-06T17:46:25.243660,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
U.W. HOSPITAL,False,268,43.08366061682027,-89.3246682007535,1,1229762,16200,454,EMPTY,C,0,2025-11-06,63240,118C,1229762,20251106 17:46,2207,,2025-11-06T17:46:25.243660,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
