des,dly,hdg,lat,lon,mode,origtatripno,pdist,pid,psgld,rt,spd,stsd,stst,tablockid,tatripid,tmstmp,vid,zone,collection_timestamp
JUNCTION,False,92,43.038309373640544,-89.51836332059241,1,1227600,25748,504,EMPTY,55,0,2025-09-30,24900,13175,1227600,20250930 07:07,2340,,2025-09-30T07:07:05.782152
EPIC CAMPUS,False,169,43.01191603325614,-89.55819189655374,1,1227611,27761,512,EMPTY,55,33,2025-09-30,25020,13575,1227611,20250930 07:06,1915,,2025-09-30T07:07:05.782157
1-SPRECHER,False,181,43.057660000000006,-89.52810833333334,1,1230133,59,506006,EMPTY,D,0,2025-09-30,25680,114D,1230133,20250930 07:07,134,,2025-09-30T07:07:08.080185
1-SPRECHER,False,93,43.0720253,-89.40404,1,1230099,43545,506006,EMPTY,D,10,2025-09-30,23880,112D,1230099,20250930 07:06,2014,,2025-09-30T07:07:08.080189
1-SPRECHER,False,162,43.09879695511962,-89.26133576429434,1,1230098,85960,506006,EMPTY,D,23,2025-09-30,22320,115D,1230098,20250930 07:06,2009,,2025-09-30T07:07:08.080190
1-JUNCTION,False,297,43.08506222028099,-89.26656622348123,1,1230180,864,506009,EMPTY,D,9,2025-09-30,25560,113D,1230180,20250930 07:06,152,,2025-09-30T07:07:08.080191
1-JUNCTION,False,227,43.09106545628462,-89.3670286611346,1,1230196,37096,506009,EMPTY,D,24,2025-09-30,24000,111C,1230196,20250930 07:06,153,,2025-09-30T07:07:08.080192
1-JUNCTION,False,176,43.0525947140713,-89.47369513595235,1,1230179,72658,506009,EMPTY,D,30,2025-09-30,22380,111D,1230179,20250930 07:06,131,,2025-09-30T07:07:08.080192
2-AIRPORT,False,192,42.99544833333333,-89.56364166666665,1,1230116,843,506338,EMPTY,D,26,2025-09-30,25620,121D,1230116,20250930 07:07,113,,2025-09-30T07:07:08.080193
2-AIRPORT,False,80,43.0289534495884,-89.45671166859927,1,1230134,45835,506338,EMPTY,D,13,2025-09-30,23820,124D,1230134,20250930 07:06,1907,,2025-09-30T07:07:08.080194
2-AIRPORT,False,0,43.10648148924178,-89.3639,1,1230115,88542,506338,EMPTY,D,26,2025-09-30,22140,125D,1230115,20250930 07:07,2211,,2025-09-30T07:07:08.080194
2-EPIC CAMPUS,False,166,43.1333,-89.34844,1,1230198,2940,506350,EMPTY,D,22,2025-09-30,25500,122D,1230198,20250930 07:06,1903,,2025-09-30T07:07:08.080195
2-EPIC CAMPUS,False,184,43.072211496806126,-89.40409486592714,1,1230163,39981,506350,EMPTY,D,0,2025-09-30,23700,123D,1230163,20250930 07:06,1908,,2025-09-30T07:07:08.080196
2-EPIC CAMPUS,False,0,43.01464113843197,-89.4805756,1,1230197,77011,506350,EMPTY,D,16,2025-09-30,22020,126D,1230197,20250930 07:06,2206,,2025-09-30T07:07:08.080196
JUNCTION,False,227,43.0871230093357,-89.36659583467794,1,1228641,43604,387,HALF_EMPTY,A,0,2025-09-30,24060,114A,1228641,20250930 07:06,2355,,2025-09-30T07:07:10.368634
JUNCTION,False,180,43.070496710492215,-89.46851244898872,1,1228649,74914,387,EMPTY,A,28,2025-09-30,22380,124A,1228649,20250930 07:07,2326,,2025-09-30T07:07:10.368638
2-AMERICAN CENTER,False,171,43.05740666666667,-89.52796333333332,1,1228558,243,414,EMPTY,A,0,2025-09-30,25800,120A,1228558,20250930 07:07,2356,,2025-09-30T07:07:10.368639
2-AMERICAN CENTER,False,75,43.07217905149886,-89.40672704807976,1,1228557,38539,414,HALF_EMPTY,A,11,2025-09-30,24000,117A,1228557,20250930 07:07,2358,,2025-09-30T07:07:10.368640
2-AMERICAN CENTER,False,42,43.1337414740987,-89.30018106062401,1,1228556,79372,414,EMPTY,A,47,2025-09-30,22260,115A,1228556,20250930 07:07,2339,,2025-09-30T07:07:10.368640
1-SUN PRAIRIE VIA HIGH CROSSING,False,45,43.065249415219604,-89.47015946328453,1,1228538,18058,421,EMPTY,A,30,2025-09-30,24900,119A,1228538,20250930 07:07,2338,,2025-09-30T07:07:10.368641
1-SUN PRAIRIE VIA HIGH CROSSING,False,44,43.099464503962366,-89.3494792694145,1,1228521,58941,421,EMPTY,A,34,2025-09-30,23100,121A,1228521,20250930 07:07,2347,,2025-09-30T07:07:10.368642
1-SUN PRAIRIE VIA HIGH CROSSING,False,9,43.15682333333333,-89.26688833333334,1,1228520,95552,421,EMPTY,A,0,2025-09-30,21540,118A,1228520,20250930 07:06,2317,,2025-09-30T07:07:10.368642
JUNCTION VIA HIGH CROSSING,False,223,43.12782158675433,-89.30889461663244,1,1228587,21491,469,HALF_EMPTY,A,1,2025-09-30,24900,126A,1228587,20250930 07:07,2320,,2025-09-30T07:07:10.368643
JUNCTION VIA HIGH CROSSING,False,277,43.073448556800585,-89.40712076579325,1,1228604,58207,469,EMPTY,A,0,2025-09-30,23100,111A,1228604,20250930 07:07,2301,,2025-09-30T07:07:10.368643
U.W. HOSPITAL,False,285,43.07358842596502,-89.43340596211279,1,1229801,37921,324,EMPTY,C,0,2025-09-30,23220,117C,1229801,20250930 07:07,2205,,2025-09-30T07:07:12.671649
U.W. HOSPITAL,False,253,43.09214406825382,-89.3548314166731,1,1229768,28664,331,EMPTY,C,1,2025-09-30,24420,119C,1229768,20250930 07:07,130,,2025-09-30T07:07:12.671653
U.W. HOSPITAL,False,268,43.08439117330097,-89.30240784211959,1,1229789,10285,454,HALF_EMPTY,C,22,2025-09-30,25200,112C,1229789,20250930 07:07,2007,,2025-09-30T07:07:12.671654
U.W. HOSPITAL,False,225,43.071191666666664,-89.38868666666667,1,1229751,39200,454,HALF_EMPTY,C,0,2025-09-30,23700,118C,1229751,20250930 07:07,133,,2025-09-30T07:07:12.671654
2-BUCKEYE,False,74,43.07472316413792,-89.37815390789342,1,1229697,20514,506376,EMPTY,C,17,2025-09-30,24480,116C,1229697,20250930 07:07,2215,,2025-09-30T07:07:12.671655
1-SPRECHER,False,199,43.07640083257383,-89.43416439025596,1,1229682,2259,506377,EMPTY,C,20,2025-09-30,25380,113C,1229682,20250930 07:07,2013,,2025-09-30T07:07:12.671656
