des,dly,hdg,lat,lon,mode,origtatripno,pdist,pid,psgld,rt,spd,stsd,stst,tablockid,tatripid,tmstmp,vid,zone,collection_timestamp
FITCHBURG,False,203,43.0672163440935,-89.38564343286184,1,1227731,15540,489,EMPTY,65,3,2025-11-05,63780,18265,1227731,20251105 18:09,1903,,2025-11-05T18:10:08.590484
JUNCTION,False,144,43.05740833333333,-89.52800333333334,1,1227608,34957,504,EMPTY,55,5,2025-11-05,63900,18775,1227608,20251105 18:09,985,,2025-11-05T18:10:10.651005
2-BUCKEYE,False,41,43.091919788283946,-89.35515232874357,1,1229707,29439,327,HALF_EMPTY,C,11,2025-11-05,63300,111D,1229707,20251105 18:10,130,,2025-11-05T18:10:13.171391
U.W. HOSPITAL,False,254,43.07732374101324,-89.37245826202447,1,1229779,36219,331,EMPTY,C,0,2025-11-05,63960,119C,1229779,20251105 18:10,155,,2025-11-05T18:10:13.171391
1-SPRECHER,False,45,43.06909439672443,-89.38623098223624,1,1229693,16839,349,HALF_EMPTY,C,0,2025-11-05,64200,116C,1229693,20251105 18:10,122,,2025-11-05T18:10:13.171391
1-SPRECHER,False,52,43.08639279685734,-89.26553031225818,1,1229741,55729,349,EMPTY,C,19,2025-11-05,62400,120C,1229741,20251105 18:09,2005,,2025-11-05T18:10:13.171391
1-SPRECHER,False,156,43.08571666666667,-89.26460333333334,1,1229727,56074,349,EMPTY,C,0,2025-11-05,61440,114C,1229727,20251105 18:10,2210,,2025-11-05T18:10:13.171391
DEMPSEY,False,103,43.07212230023047,-89.42907337254371,1,1229728,4682,445,EMPTY,C,0,2025-11-05,65100,111C,1229728,20251105 18:10,107,,2025-11-05T18:10:13.171391
U.W. HOSPITAL,False,269,43.0844496096242,-89.29898734324085,1,1229800,9437,454,EMPTY,C,35,2025-11-05,65040,112C,1229800,20251105 18:10,111,,2025-11-05T18:10:13.171391
U.W. HOSPITAL,False,230,43.070838307445655,-89.38396303928539,1,1229762,37534,454,EMPTY,C,11,2025-11-05,63240,118C,1229762,20251105 18:10,113,,2025-11-05T18:10:13.171391
