des,dly,hdg,lat,lon,mode,origtatripno,pdist,pid,psgld,rt,spd,stsd,stst,tablockid,tatripid,tmstmp,vid,zone,collection_timestamp
1-SUN PRAIRIE VIA HIGH CROSSING,False,87,43.0608353175597,-89.47333298225882,1,1228777,15926,506161,EMPTY,A,20,2025-09-28,36120,314A,1228777,20250928 10:10,2315,,2025-09-28T10:10:37.783376
1-SUN PRAIRIE VIA HIGH CROSSING,False,13,43.156843333333335,-89.26689166666665,1,1228776,95620,506161,EMPTY,A,0,2025-09-28,32520,316A,1228776,20250928 10:10,2323,,2025-09-28T10:10:37.783391
2-AMERICAN CENTER VIA HIGH CROSSING,False,34,43.078295381615284,-89.378896860639,1,1228792,48171,506162,HALF_EMPTY,A,0,2025-09-28,34320,312A,1228792,20250928 10:10,2308,,2025-09-28T10:10:37.783394
JUNCTION VIA HIGH CROSSING,False,271,43.07533589298406,-89.44706631520296,1,1228830,69343,506168,HALF_EMPTY,A,43,2025-09-28,34020,311A,1228830,20250928 10:10,2305,,2025-09-28T10:10:37.783397
JUNCTION VIA HIGH CROSSING,False,229,43.119166003958235,-89.32138744746103,1,1228814,26968,506367,EMPTY,A,0,2025-09-28,35760,313A,1228814,20250928 10:10,2303,,2025-09-28T10:10:37.783400
EAST TOWNE,False,90,43.0384662077131,-89.39333604259502,1,1231195,748,373,EMPTY,G,19,2025-09-28,36600,313G,1231195,20250928 10:10,148,,2025-09-28T10:10:40.256999
EAST TOWNE,False,88,43.06212571952729,-89.31797892662715,1,1231194,42377,373,EMPTY,G,24,2025-09-28,34800,311G,1231194,20250928 10:10,138,,2025-09-28T10:10:40.257007
SOUTH TRANSFER,False,181,43.10723797408058,-89.31666853495821,1,1231231,20135,505531,EMPTY,G,0,2025-09-28,35820,317G,1231231,20250928 10:10,2213,,2025-09-28T10:10:40.257008
SOUTH TRANSFER,False,91,43.034736058482295,-89.38572995787804,1,1231230,72920,505531,EMPTY,G,22,2025-09-28,34020,318G,1231230,20250928 10:10,2203,,2025-09-28T10:10:40.257009
U.W. HOSPITAL,False,236,43.104955896949676,-89.48610021300627,1,1232684,5421,499,EMPTY,R,0,2025-09-28,36480,312C,1232684,20250928 10:10,145,,2025-09-28T10:10:42.770607
1-JUNCTION,False,270,43.07506000007053,-89.51837500591311,1,1232732,27015,528,EMPTY,R,3,2025-09-28,35640,314C,1232732,20250928 10:10,1911,,2025-09-28T10:10:42.770617
MEMORIAL UNION VIA EAGLE HEIGHTS,False,155,43.084137170489115,-89.4336340713479,1,1228123,22093,506364,EMPTY,80,6,2025-09-28,35400,2180,1228123,20250928 10:10,153,,2025-09-28T10:10:45.316749
EAST TOWNE VIA HAYES,False,52,43.140263215636665,-89.30967074069784,1,1232419,6684,431,HALF_EMPTY,P,19,2025-09-28,36480,316G,1232419,20250928 10:10,1913,,2025-09-28T10:10:47.838205
SHEBOYGAN VIA MIDDLETON,False,139,43.084488055154715,-89.47785104412753,1,1230853,47243,506311,EMPTY,F,1,2025-09-28,35160,313F,1230853,20250928 10:10,119,,2025-09-28T10:10:50.375658
JUNCTION VIA MIDDLETON,False,30,43.07600949947805,-89.46762955095546,1,1230885,3836,506313,EMPTY,F,0,2025-09-28,36360,311F,1230885,20250928 10:10,2007,,2025-09-28T10:10:50.375666
JUNCTION VIA MIDDLETON,False,181,43.05766833333334,-89.52810166666669,1,1230884,55326,506313,EMPTY,F,0,2025-09-28,34560,312F,1230884,20250928 10:10,136,,2025-09-28T10:10:50.375667
SOUTH TRANSFER,False,180,43.02726532546597,-89.426279,1,1231556,43413,350,EMPTY,H,15,2025-09-28,35280,319G,1231556,20250928 10:10,151,,2025-09-28T10:10:52.854773
WEST TOWNE,False,274,43.03100515695883,-89.41404564921513,1,1231592,7338,400,EMPTY,H,15,2025-09-28,36420,312G,1231592,20250928 10:10,132,,2025-09-28T10:10:52.854781
WEST TOWNE,False,1,43.060499882386445,-89.50265289511185,1,1231591,52975,400,EMPTY,H,0,2025-09-28,34620,314G,1231591,20250928 10:10,1908,,2025-09-28T10:10:52.854782
OWL CREEK,True,264,43.09837690647124,-89.31826858109258,1,1232047,50960,1239,EMPTY,L,1,2025-09-28,33720,312L,1232047,20250928 10:10,998,,2025-09-28T10:10:55.408365
CHEROKEE,False,279,43.12571579413043,-89.32491131753643,1,1232034,49981,1265,EMPTY,L,0,2025-09-28,33720,311L,1232034,20250928 10:10,1915,,2025-09-28T10:10:55.408374
SOUTH TRANSFER,False,180,43.039941330045416,-89.39412,1,1232254,29331,488,EMPTY,O,30,2025-09-28,35520,320G,1232254,20250928 10:10,125,,2025-09-28T10:10:57.968698
DOWNTOWN S.P.,False,23,43.15690166666666,-89.26725666666668,1,1232912,67682,436,EMPTY,S,0,2025-09-28,33900,311S,1232912,20250928 10:10,131,,2025-09-28T10:11:00.550509
FITCHBURG-CADDIS,False,227,43.082092992180755,-89.37373568147287,1,1229396,41971,506170,EMPTY,B,0,2025-09-28,35100,338B,1229396,20250928 10:11,2354,,2025-09-28T10:11:03.110682
FITCHBURG-CADDIS,False,52,43.019598333333334,-89.42092499999998,1,1229395,77370,506170,EMPTY,B,0,2025-09-28,33300,337B,1229395,20250928 10:10,2359,,2025-09-28T10:11:03.110691
NORTHPORT,False,357,43.06249538444531,-89.40067475958757,1,1229359,21415,506366,EMPTY,B,13,2025-09-28,35640,336B,1229359,20250928 10:10,2355,,2025-09-28T10:11:03.110692
NORTHPORT,False,271,43.13377666666667,-89.37316166666666,1,1229358,61038,506366,EMPTY,B,0,2025-09-28,33840,335B,1229358,20250928 10:10,2331,,2025-09-28T10:11:03.110694
WEST TOWNE,False,8,43.063748,-89.502557,1,1231886,43300,385,EMPTY,J,0,2025-09-28,34800,315G,1231886,20250928 10:10,2013,,2025-09-28T10:11:05.603328
MCKEE,False,90,43.01559855720509,-89.50555152317177,1,1230629,59633,506370,EMPTY,E,42,2025-09-28,33960,311E,1230629,20250928 10:10,995,,2025-09-28T10:11:08.240692
1-SPRECHER,False,83,43.0461903391339,-89.50283636238426,1,1230303,9920,506006,EMPTY,D,13,2025-09-28,36300,311D,1230303,20250928 10:11,2009,,2025-09-28T10:11:10.846845
1-SPRECHER,False,154,43.08573666666666,-89.26459333333332,1,1230302,92704,506006,EMPTY,D,0,2025-09-28,32700,312D,1230302,20250928 10:11,117,,2025-09-28T10:11:10.846857
1-JUNCTION,False,227,43.056212045022484,-89.43056770786285,1,1230355,59116,506009,EMPTY,D,26,2025-09-28,33780,313D,1230355,20250928 10:11,154,,2025-09-28T10:11:10.846860
2-AIRPORT,False,46,43.07611839613682,-89.38805465163561,1,1230319,68454,506340,EMPTY,D,23,2025-09-28,33780,323D,1230319,20250928 10:11,2214,,2025-09-28T10:11:10.846862
2-VERONA,False,188,43.11941747524056,-89.36382342059399,1,1230339,16143,506346,EMPTY,D,27,2025-09-28,36060,321D,1230339,20250928 10:11,2011,,2025-09-28T10:11:10.846865
2-VERONA,False,4,42.98666,-89.55303833333333,1,1230338,103569,506346,EMPTY,D,0,2025-09-28,32460,322D,1230338,20250928 10:10,2212,,2025-09-28T10:11:10.846867
2-BUCKEYE,False,89,43.08381459028642,-89.31816346676378,1,1229906,41249,327,EMPTY,C,27,2025-09-28,34680,313C,1229906,20250928 10:11,1907,,2025-09-28T10:11:13.437750
1-SPRECHER,False,103,43.07204063265329,-89.42859514368463,1,1229891,4813,349,EMPTY,C,15,2025-09-28,36480,315C,1229891,20250928 10:10,106,,2025-09-28T10:11:13.437763
U.W. HOSPITAL,False,268,43.08457253536138,-89.29001793601611,1,1229926,7094,508,EMPTY,C,7,2025-09-28,36300,311C,1229926,20250928 10:11,110,,2025-09-28T10:11:13.437767
U.W. HOSPITAL,False,270,43.07345632307183,-89.40806758382878,1,1229943,47501,515,HALF_EMPTY,C,12,2025-09-28,34320,316C,1229943,20250928 10:11,130,,2025-09-28T10:11:13.437769
