des,dly,hdg,lat,lon,mode,origtatripno,pdist,pid,psgld,rt,spd,stsd,stst,tablockid,tatripid,tmstmp,vid,zone,collection_timestamp,weather_temp,weather_precipitation,weather_wind_speed,weather_is_rainy,weather_is_snowy,weather_is_extreme,weather_condition,has_alert,alert_count,has_detour,has_event,has_weather_alert,has_construction_alert,is_event_day,has_construction
EPIC CAMPUS,False,149,43.057040976505206,-89.3990184040814,1,1227762,9126,1252,EMPTY,75,0,2025-11-06,57480,18275,1227762,20251106 16:09,111,,2025-11-06T16:09:36.303455,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
EPIC CAMPUS,False,75,42.99691500000001,-89.56369833333335,1,1227761,74151,1252,EMPTY,75,0,2025-11-06,55680,18175,1227761,20251106 16:09,1905,,2025-11-06T16:09:44.412228,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
WEST MAIN,False,191,43.16675802019102,-89.25514433830239,1,1232972,32966,394,EMPTY,W,26,2025-11-06,57000,111S,1232972,20251106 16:09,1904,,2025-11-06T16:09:46.733125,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
BROOKS,False,357,43.06057708041722,-89.45101596917561,1,1231773,21926,506535,EMPTY,J,9,2025-11-06,57000,119G,1231773,20251106 16:09,2201,,2025-11-06T16:09:49.078701,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
WEST TOWNE,False,309,43.07359283668924,-89.43346653226372,1,1231820,9244,506536,HALF_EMPTY,J,0,2025-11-06,57900,118G,1231820,20251106 16:09,2004,,2025-11-06T16:09:49.078701,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
WEST TOWNE,False,311,43.056643192961154,-89.49680609350962,1,1231804,39477,506536,HALF_EMPTY,J,0,2025-11-06,56100,116G,1231804,20251106 16:09,2007,,2025-11-06T16:09:49.078701,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
SOUTH TRANSFER,False,90,43.03444667616904,-89.44437832381186,1,1231425,34541,350,HALF_EMPTY,H,5,2025-11-06,56880,112G,1231425,20251106 16:09,130,,2025-11-06T16:09:51.359403,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
WEST TOWNE,False,209,43.0334256188022,-89.40775087015645,1,1231463,5168,400,EMPTY,H,0,2025-11-06,57900,121G,1231463,20251106 16:09,2013,,2025-11-06T16:09:51.360606,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
WEST TOWNE,False,1,43.052162097529965,-89.50299698509673,1,1231462,49906,400,EMPTY,H,0,2025-11-06,56100,120G,1231462,20251106 16:09,132,,2025-11-06T16:09:51.360606,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
DOWNTOWN S.P.,False,23,43.156886666666665,-89.26721833333335,1,1232887,67683,436,EMPTY,S,0,2025-11-06,55500,112S,1232887,20251106 16:09,2214,,2025-11-06T16:09:53.662259,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
FITCHBURG,False,130,43.0783626881768,-89.43002194025121,1,1227729,572,489,EMPTY,65,0,2025-11-06,58200,18265,1227729,20251106 16:09,139,,2025-11-06T16:09:55.956029,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
FITCHBURG,False,187,43.06347025600724,-89.38698758199413,1,1227728,16958,489,HALF_EMPTY,65,33,2025-11-06,56400,18165,1227728,20251106 16:09,141,,2025-11-06T16:09:55.956029,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
2-EPIC CAMPUS,False,322,43.015818114005825,-89.48094933734644,1,1230214,77099,1302,EMPTY,D,17,2025-11-06,54240,181D,1230214,20251106 16:09,143,,2025-11-06T16:09:58.275005,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
1-SPRECHER,False,87,43.05549,-89.52747,1,1230151,1069,506006,EMPTY,D,0,2025-11-06,58020,114D,1230151,20251106 16:09,101,,2025-11-06T16:09:58.275005,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
