des,dly,hdg,lat,lon,mode,origtatripno,pdist,pid,psgld,rt,spd,stsd,stst,tablockid,tatripid,tmstmp,vid,zone,collection_timestamp,weather_temp,weather_precipitation,weather_wind_speed,weather_is_rainy,weather_is_snowy,weather_is_extreme,weather_condition,has_alert,alert_count,has_detour,has_event,has_weather_alert,has_construction_alert,is_event_day,has_construction
U.W. HOSPITAL VIA EAGLE HEIGHTS,False,260,43.076562508969374,-89.42117462173188,1,1227976,6783,369,EMPTY,80,7,2025-11-06,64020,7580,1227976,20251106 17:52,2356,,2025-11-06T17:52:31.522670,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
U.W. HOSPITAL VIA EAGLE HEIGHTS,False,181,43.08905578513219,-89.43368452271864,1,1227975,20287,369,EMPTY,80,18,2025-11-06,63120,7480,1227975,20251106 17:52,131,,2025-11-06T17:52:31.522670,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,181,43.08854591186331,-89.43368990215994,1,1227953,20468,506364,EMPTY,80,24,2025-11-06,63540,1280,1227953,20251106 17:52,124,,2025-11-06T17:52:31.522670,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,91,43.07652729251597,-89.4230782680112,1,1227952,28536,506364,EMPTY,80,19,2025-11-06,62640,1180,1227952,20251106 17:52,102,,2025-11-06T17:52:31.522670,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,235,43.073,-89.40899,1,1227951,35082,506364,EMPTY,80,4,2025-11-06,61680,4284,1227951,20251106 17:52,995,,2025-11-06T17:52:31.522670,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,271,43.075901666666674,-89.40033166666666,1,1227950,41229,506364,HALF_EMPTY,80,0,2025-11-06,61200,1380,1227950,20251106 17:52,115,,2025-11-06T17:52:31.522670,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
CAPITOL SQUARE VIA MIDDLETON,False,102,43.0803035994963,-89.52553399046782,1,1230733,12452,433,EMPTY,F,22,2025-11-06,64020,115A,1230733,20251106 17:52,2360,,2025-11-06T17:52:33.822250,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
CAPITOL SQUARE VIA MIDDLETON,False,116,43.08921668774627,-89.48547296506437,1,1230732,45411,433,EMPTY,F,26,2025-11-06,62100,123A,1230732,20251106 17:52,2351,,2025-11-06T17:52:33.822250,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
JUNCTION VIA MIDDLETON,False,336,43.104448477084894,-89.48671647635838,1,1230768,37109,486,EMPTY,F,0,2025-11-06,62400,114A,1230768,20251106 17:52,2306,,2025-11-06T17:52:33.822250,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
JUNCTION VIA MIDDLETON,False,222,43.06442918874296,-89.52680452937057,1,1230767,74118,486,EMPTY,F,33,2025-11-06,60600,124A,1230767,20251106 17:52,2362,,2025-11-06T17:52:33.822250,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
