des,dly,hdg,lat,lon,mode,origtatripno,pdist,pid,psgld,rt,spd,stsd,stst,tablockid,tatripid,tmstmp,vid,zone,collection_timestamp,weather_temp,weather_precipitation,weather_wind_speed,weather_is_rainy,weather_is_snowy,weather_is_extreme,weather_condition,has_alert,alert_count,has_detour,has_event,has_weather_alert,has_construction_alert,is_event_day,has_construction
U.W. HOSPITAL VIA EAGLE HEIGHTS,False,330,43.07761317210798,-89.42904512340081,1,1227976,9105,369,EMPTY,80,0,2025-11-06,64020,7580,1227976,20251106 17:54,2356,,2025-11-06T17:54:33.398430,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
U.W. HOSPITAL VIA EAGLE HEIGHTS,False,114,43.08451534060317,-89.42921588528495,1,1227975,23379,369,EMPTY,80,18,2025-11-06,63120,7480,1227975,20251106 17:54,131,,2025-11-06T17:54:41.479654,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,74,43.08442449471863,-89.4312065852078,1,1227953,22813,506364,EMPTY,80,26,2025-11-06,63540,1280,1227953,20251106 17:54,124,,2025-11-06T17:54:41.479654,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,93,43.07647548043547,-89.41645495370703,1,1227952,30318,506364,HALF_EMPTY,80,2,2025-11-06,62640,1180,1227952,20251106 17:54,102,,2025-11-06T17:54:41.479654,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,91,43.07216215681271,-89.40425163056865,1,1227951,36481,506364,EMPTY,80,9,2025-11-06,61680,4284,1227951,20251106 17:54,995,,2025-11-06T17:54:41.479654,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,270,43.075904800040504,-89.40032833776233,1,1227950,41229,506364,HALF_EMPTY,80,0,2025-11-06,61200,1380,1227950,20251106 17:54,115,,2025-11-06T17:54:41.479654,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
CAPITOL SQUARE VIA MIDDLETON,False,300,43.08594496441894,-89.52822509550093,1,1230733,15321,433,EMPTY,F,3,2025-11-06,64020,115A,1230733,20251106 17:54,2360,,2025-11-06T17:54:43.789321,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
CAPITOL SQUARE VIA MIDDLETON,False,140,43.07957669259519,-89.47215144509819,1,1230732,50426,433,EMPTY,F,26,2025-11-06,62100,123A,1230732,20251106 17:54,2351,,2025-11-06T17:54:43.789321,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
JUNCTION VIA MIDDLETON,False,269,43.07473564617198,-89.38716141715888,1,1230769,727,486,EMPTY,F,10,2025-11-06,64200,151A,1230769,20251106 17:54,2328,,2025-11-06T17:54:43.789321,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
JUNCTION VIA MIDDLETON,False,291,43.10487324609537,-89.49482483636528,1,1230768,39357,486,EMPTY,F,27,2025-11-06,62400,114A,1230768,20251106 17:54,2306,,2025-11-06T17:54:43.789321,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
EAGLE HEIGHTS VIA U.W. CAMPUS,False,181,43.087312071172356,-89.43373648414915,1,1228517,5209,462,EMPTY,84,31,2025-11-06,63840,4184,1228517,20251106 17:54,985,,2025-11-06T17:54:46.098108,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
FITCHBURG,False,51,43.076476028568955,-89.41588428769168,1,1227731,4711,489,EMPTY,65,15,2025-11-06,63780,18265,1227731,20251106 17:54,139,,2025-11-06T17:54:48.415899,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
FITCHBURG,False,182,43.01226153438762,-89.3757946034796,1,1227734,37461,489,EMPTY,65,26,2025-11-06,61980,18165,1227734,20251106 17:54,141,,2025-11-06T17:54:48.415899,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
2-BUCKEYE,False,138,43.07187050059086,-89.39314607958784,1,1229707,14378,327,FULL,C,9,2025-11-06,63300,111D,1229707,20251106 17:54,123,,2025-11-06T17:54:50.729251,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
U.W. HOSPITAL,False,1,43.08123886069628,-89.31614292837598,1,1229779,15657,331,EMPTY,C,21,2025-11-06,63960,119C,1229779,20251106 17:54,1915,,2025-11-06T17:54:50.729251,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
