des,dly,hdg,lat,lon,mode,origtatripno,pdist,pid,psgld,rt,spd,stsd,stst,tablockid,tatripid,tmstmp,vid,zone,collection_timestamp,weather_temp,weather_precipitation,weather_wind_speed,weather_is_rainy,weather_is_snowy,weather_is_extreme,weather_condition,has_alert,alert_count,has_detour,has_event,has_weather_alert,has_construction_alert,is_event_day,has_construction
EPIC CAMPUS,False,226,43.017108502388005,-89.421585932923,1,1227762,25334,1252,EMPTY,75,35,2025-11-06,57480,18275,1227762,20251106 16:20,111,,2025-11-06T16:20:26.325019,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
WEST MAIN,False,340,43.16051884335878,-89.26674081375658,1,1232973,1870,394,EMPTY,W,0,2025-11-06,58800,112S,1232973,20251106 16:20,2214,,2025-11-06T16:20:36.304591,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
WEST MAIN,False,22,43.15676,-89.26729166666668,1,1232972,43643,394,EMPTY,W,0,2025-11-06,57000,111S,1232972,20251106 16:20,1904,,2025-11-06T16:20:36.304591,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
BROOKS,False,186,43.061231666666664,-89.50787999999999,1,1231790,13,506535,EMPTY,J,0,2025-11-06,58800,120G,1231790,20251106 16:20,132,,2025-11-06T16:20:38.600493,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
BROOKS,False,204,43.078187702518676,-89.43353281839683,1,1231773,34044,506535,EMPTY,J,0,2025-11-06,57000,119G,1231773,20251106 16:20,2201,,2025-11-06T16:20:38.600493,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
WEST TOWNE,False,178,43.06930895000971,-89.42863390633033,1,1231820,15311,506536,HALF_EMPTY,J,1,2025-11-06,57900,118G,1231820,20251106 16:20,2004,,2025-11-06T16:20:38.600493,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
JUNCTION,False,0,43.02209517964052,-89.55311152560789,1,1227606,11526,504,HALF_EMPTY,55,43,2025-11-06,58500,18175,1227606,20251106 16:20,1905,,2025-11-06T16:20:40.890219,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
SOUTH TRANSFER,False,181,43.056670791962596,-89.50389079524592,1,1231426,3241,350,HALF_EMPTY,H,7,2025-11-06,58680,116G,1231426,20251106 16:20,2007,,2025-11-06T16:20:43.215984,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
SOUTH TRANSFER,False,92,43.0314090191231,-89.41022661631418,1,1231425,49371,350,HALF_EMPTY,H,0,2025-11-06,56880,112G,1231425,20251106 16:20,130,,2025-11-06T16:20:43.215984,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
WEST TOWNE,False,263,43.03473400812973,-89.43928749688244,1,1231463,19674,400,EMPTY,H,8,2025-11-06,57900,121G,1231463,20251106 16:20,2013,,2025-11-06T16:20:43.215984,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
FITCHBURG,False,181,43.07408863556597,-89.40628770566153,1,1227729,8121,489,HALF_EMPTY,65,1,2025-11-06,58200,18265,1227729,20251106 16:20,139,,2025-11-06T16:20:47.838525,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
