des,dly,hdg,lat,lon,mode,origtatripno,pdist,pid,psgld,rt,spd,stsd,stst,tablockid,tatripid,tmstmp,vid,zone,collection_timestamp,weather_temp,weather_precipitation,weather_wind_speed,weather_is_rainy,weather_is_snowy,weather_is_extreme,weather_condition,has_alert,alert_count,has_detour,has_event,has_weather_alert,has_construction_alert,is_event_day,has_construction
U.W. HOSPITAL VIA EAGLE HEIGHTS,False,270,43.075121404587065,-89.4075550099853,1,1227975,2718,369,EMPTY,80,0,2025-11-06,63120,7480,1227975,20251106 17:35,131,,2025-11-06T17:35:48.997621,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
U.W. HOSPITAL VIA EAGLE HEIGHTS,False,7,43.079089999999994,-89.42816666666667,1,1227974,10416,369,EMPTY,80,9,2025-11-06,62160,7380,1227974,20251106 17:35,2320,,2025-11-06T17:35:56.890671,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,293,43.078658423083034,-89.43045331065524,1,1227952,9656,506364,HALF_EMPTY,80,3,2025-11-06,62640,1180,1227952,20251106 17:35,102,,2025-11-06T17:35:56.890671,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,180,43.07906354272857,-89.42823,1,1227951,25406,506364,EMPTY,80,75,2025-11-06,61680,4284,1227951,20251106 17:35,995,,2025-11-06T17:35:56.890671,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,89,43.0751400000567,-89.4101966666064,1,1227950,32421,506364,HALF_EMPTY,80,12,2025-11-06,61200,1380,1227950,20251106 17:35,115,,2025-11-06T17:35:56.890671,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,93,43.07090577017893,-89.3980002003019,1,1227949,38567,506364,HALF_EMPTY,80,21,2025-11-06,60780,7580,1227949,20251106 17:35,2356,,2025-11-06T17:35:56.890671,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,True,270,43.07590666666667,-89.40036333333335,1,1227948,41229,506364,EMPTY,80,0,2025-11-06,60360,1280,1227948,20251106 17:35,124,,2025-11-06T17:35:56.890671,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
CAPITOL SQUARE VIA MIDDLETON,False,3,43.09681571881741,-89.52348222061643,1,1230732,20381,433,EMPTY,F,8,2025-11-06,62100,123A,1230732,20251106 17:35,2351,,2025-11-06T17:35:59.279317,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
CAPITOL SQUARE VIA MIDDLETON,False,84,43.07202243226821,-89.39766922385093,1,1230731,73208,433,EMPTY,F,16,2025-11-06,60120,151A,1230731,20251106 17:35,2328,,2025-11-06T17:35:59.279317,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
JUNCTION VIA MIDDLETON,False,276,43.07529278449378,-89.44387120395035,1,1230768,16255,486,HALF_EMPTY,F,18,2025-11-06,62400,114A,1230768,20251106 17:35,2306,,2025-11-06T17:35:59.279317,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
