des,dly,hdg,lat,lon,mode,origtatripno,pdist,pid,psgld,rt,spd,stsd,stst,tablockid,tatripid,tmstmp,vid,zone,collection_timestamp
JUNCTION,False,210,43.10046599815144,-89.34877318638013,1,1228760,36653,506325,EMPTY,A,15,2025-09-27,54660,211A,1228760,20250927 15:29,2342,,2025-09-27T15:29:55.330498
JUNCTION,False,273,43.07300712374322,-89.46244184444681,1,1228757,72384,506325,EMPTY,A,25,2025-09-27,52860,216A,1228757,20250927 15:29,2338,,2025-09-27T15:29:55.330513
JUNCTION,True,359,43.057846,-89.528334,1,1228753,95163,506325,EMPTY,A,36,2025-09-27,51060,218A,1228753,20250927 15:29,2320,,2025-09-27T15:29:55.330520
2-AMERICAN CENTER,False,80,43.07298214112768,-89.46365064838204,1,1228702,22144,506326,EMPTY,A,0,2025-09-27,54840,214A,1228702,20250927 15:29,2330,,2025-09-27T15:29:55.330521
2-AMERICAN CENTER,False,41,43.10407230356938,-89.34214357242483,1,1228701,61565,506326,HALF_EMPTY,A,0,2025-09-27,53040,212A,1228701,20250927 15:29,2354,,2025-09-27T15:29:55.330523
1-SUN PRAIRIE VIA HIGH CROSSING,False,89,43.07477570010904,-89.38917332937896,1,1228661,43475,506327,EMPTY,A,0,2025-09-27,53940,221A,1228661,20250927 15:29,2334,,2025-09-27T15:29:55.330524
1-SUN PRAIRIE VIA HIGH CROSSING,False,40,43.15789014675615,-89.27133257837765,1,1228676,91994,506327,EMPTY,A,61,2025-09-27,52140,219A,1228676,20250927 15:29,2353,,2025-09-27T15:29:55.330525
JUNCTION VIA HIGH CROSSING,False,337,43.16239845066768,-89.26768963561265,1,1228740,2608,506331,EMPTY,A,0,2025-09-27,55560,220A,1228740,20250927 15:29,2303,,2025-09-27T15:29:55.330526
JUNCTION VIA HIGH CROSSING,False,225,43.08543481379193,-89.36907991947591,1,1228722,45776,506331,EMPTY,A,24,2025-09-27,53760,217A,1228722,20250927 15:29,2315,,2025-09-27T15:29:55.330527
EAST TOWNE,False,64,43.046897486473995,-89.35187119505436,1,1231130,27568,373,EMPTY,G,15,2025-09-27,54600,216G,1231130,20250927 15:29,995,,2025-09-27T15:29:57.711501
EAST TOWNE,False,320,43.12848999999999,-89.30876000000002,1,1231129,82019,373,EMPTY,G,2,2025-09-27,52800,219G,1231129,20250927 15:29,997,,2025-09-27T15:29:57.711505
SOUTH TRANSFER,False,189,43.12119,-89.30731,1,1231168,3235,505531,EMPTY,G,0,2025-09-27,55620,218G,1231168,20250927 15:29,154,,2025-09-27T15:29:57.711506
SOUTH TRANSFER,False,271,43.04724319416536,-89.34698386810072,1,1231167,54556,505531,EMPTY,G,10,2025-09-27,53820,211G,1231167,20250927 15:29,137,,2025-09-27T15:29:57.711507
SOUTH TRANSFER,True,252,43.03913333333333,-89.394685,1,1231166,88193,505531,EMPTY,G,0,2025-09-27,52020,214G,1231166,20250927 15:29,122,,2025-09-27T15:29:57.711508
2-SOUTH RIDGE,False,162,43.07474932120244,-89.45706457550986,1,1232656,9239,490,EMPTY,R,15,2025-09-27,55440,212C,1232656,20250927 15:29,136,,2025-09-27T15:30:00.156028
U.W. HOSPITAL,False,81,43.07287220455357,-89.46458462450323,1,1232623,30155,499,EMPTY,R,9,2025-09-27,54480,213C,1232623,20250927 15:29,145,,2025-09-27T15:30:00.156035
1-JUNCTION,False,182,43.05748833333334,-89.52811500000001,1,1232671,40202,528,EMPTY,R,0,2025-09-27,53640,215C,1232671,20250927 15:29,2013,,2025-09-27T15:30:00.156036
MEMORIAL UNION VIA EAGLE HEIGHTS,False,92,43.07891149606592,-89.43015492979653,1,1228092,10736,506353,EMPTY,80,15,2025-09-27,54900,4280,1228092,20250927 15:29,1907,,2025-09-27T15:30:02.622193
SHEBOYGAN VIA MIDDLETON,False,87,43.09686507767595,-89.5115958514313,1,1230800,26571,506311,EMPTY,F,0,2025-09-27,54900,211F,1230800,20250927 15:29,1913,,2025-09-27T15:30:04.924404
JUNCTION VIA MIDDLETON,False,169,43.08949054256688,-89.52719403525647,1,1230831,39800,506313,EMPTY,F,0,2025-09-27,54360,213F,1230831,20250927 15:30,2011,,2025-09-27T15:30:04.924408
SOUTH TRANSFER,False,89,43.031851141902614,-89.48310376514313,1,1231496,17643,350,EMPTY,H,33,2025-09-27,55080,213G,1231496,20250927 15:30,117,,2025-09-27T15:30:07.184421
SOUTH TRANSFER,False,67,43.03899666666666,-89.39474833333334,1,1231495,55149,350,EMPTY,H,0,2025-09-27,53280,212G,1231495,20250927 15:30,1915,,2025-09-27T15:30:07.184425
WEST TOWNE,False,268,43.0319718089277,-89.47964040490635,1,1231531,36502,400,EMPTY,H,22,2025-09-27,54420,217G,1231531,20250927 15:30,153,,2025-09-27T15:30:07.184426
OWL CREEK,False,0,43.051745,-89.29213666666668,1,1232022,80098,1239,EMPTY,L,62,2025-09-27,51720,212L,1232022,20250927 15:29,998,,2025-09-27T15:30:09.604906
CHEROKEE,False,0,43.12308129059029,-89.3636395473606,1,1232008,71862,1265,EMPTY,L,25,2025-09-27,51720,211L,1232008,20250927 15:30,2009,,2025-09-27T15:30:09.604912
BROOKS,False,359,43.0599217909739,-89.40122040919638,1,1232206,11274,495,EMPTY,O,5,2025-09-27,55320,215G,1232206,20250927 15:30,104,,2025-09-27T15:30:12.038700
DOWNTOWN S.P.,False,57,43.17217079674404,-89.24625410070603,1,1232902,9381,436,EMPTY,S,25,2025-09-27,55500,211S,1232902,20250927 15:30,132,,2025-09-27T15:30:14.476975
FITCHBURG-CADDIS,False,224,43.09243318570382,-89.35918271188001,1,1229282,36731,1278,EMPTY,B,0,2025-09-27,54420,253B,1229282,20250927 15:30,2356,,2025-09-27T15:30:16.867717
FITCHBURG-CADDIS,False,118,43.13083890030091,-89.36403885429598,1,1229311,19182,506332,EMPTY,B,22,2025-09-27,55320,254B,1229311,20250927 15:30,2341,,2025-09-27T15:30:16.867723
FITCHBURG-CADDIS,False,162,43.07043870401517,-89.40099108495622,1,1229310,51946,506332,EMPTY,B,16,2025-09-27,53520,252B,1229310,20250927 15:30,2308,,2025-09-27T15:30:16.867724
FITCHBURG-CADDIS,False,270,43.03849410003983,-89.39496172524682,1,1229281,64842,506332,EMPTY,B,10,2025-09-27,52620,251B,1229281,20250927 15:30,2347,,2025-09-27T15:30:16.867725
NORTHPORT,False,30,43.02081837031415,-89.41775593779234,1,1229222,1371,506333,EMPTY,B,37,2025-09-27,55740,249B,1229222,20250927 15:30,2331,,2025-09-27T15:30:16.867726
NORTHPORT,False,350,43.06388241632828,-89.4005781906211,1,1229250,21927,506333,HALF_EMPTY,B,0,2025-09-27,54840,248B,1229250,20250927 15:30,2355,,2025-09-27T15:30:16.867728
NORTHPORT,False,45,43.08934330236836,-89.36324634393452,1,1229221,38693,506333,EMPTY,B,40,2025-09-27,53940,247B,1229221,20250927 15:30,2316,,2025-09-27T15:30:16.867729
NORTHPORT,False,357,43.121715401554845,-89.35492085769859,1,1229249,53237,506333,EMPTY,B,24,2025-09-27,53040,246B,1229249,20250927 15:30,2359,,2025-09-27T15:30:16.867730
NORTHPORT,False,270,43.13374833333334,-89.37288333333332,1,1229220,60782,506333,EMPTY,B,0,2025-09-27,52140,250B,1229220,20250927 15:30,2312,,2025-09-27T15:30:16.867731
BROOKS,False,119,43.05017414063909,-89.47868806896142,1,1231836,10834,429,EMPTY,J,33,2025-09-27,55200,220G,1231836,20250927 15:30,123,,2025-09-27T15:30:19.179118
MCKEE,False,227,43.07328,-89.38626,1,1230601,2080,506334,EMPTY,E,0,2025-09-27,55560,211E,1230601,20250927 15:30,110,,2025-09-27T15:30:21.489940
CAPITOL SQUARE,False,89,43.03162770013742,-89.4965832088053,1,1230584,12863,506369,EMPTY,E,5,2025-09-27,55200,212E,1230584,20250927 15:30,1911,,2025-09-27T15:30:21.489946
2-VERONA,False,271,43.07343897917463,-89.40404551064924,1,1230273,38896,435,HALF_EMPTY,D,11,2025-09-27,54000,222D,1230273,20250927 15:30,131,,2025-09-27T15:30:23.837961
1-JUNCTION,False,268,43.098924551155974,-89.30135328692344,1,1230290,17794,448,EMPTY,D,0,2025-09-27,55260,213D,1230290,20250927 15:30,138,,2025-09-27T15:30:23.837965
1-JUNCTION,False,293,43.051022539090155,-89.51407819037682,1,1230289,86820,448,EMPTY,D,3,2025-09-27,51660,211D,1230289,20250927 15:30,2007,,2025-09-27T15:30:23.837966
2-AIRPORT,False,78,42.99582909461228,-89.50784866274722,1,1230254,13040,1297,EMPTY,D,35,2025-09-27,55320,223D,1230254,20250927 15:30,135,,2025-09-27T15:30:23.837967
2-AIRPORT,False,17,43.13249307966846,-89.34702034699039,1,1230253,99641,1297,EMPTY,D,30,2025-09-27,51720,221D,1230253,20250927 15:30,148,,2025-09-27T15:30:23.837967
1-SPRECHER,False,91,43.071026226807646,-89.4051591928662,1,1230237,42886,505941,HALF_EMPTY,D,17,2025-09-27,54240,212D,1230237,20250927 15:30,106,,2025-09-27T15:30:23.837968
2-BUCKEYE,False,69,43.07387376952913,-89.28069814358903,1,1229841,55782,327,EMPTY,C,27,2025-09-27,52620,216C,1229841,20250927 15:30,151,,2025-09-27T15:30:26.286303
1-SPRECHER,False,74,43.074706,-89.378234,1,1229826,20007,349,EMPTY,C,0,2025-09-27,54420,211C,1229826,20250927 15:30,125,,2025-09-27T15:30:26.286310
U.W. HOSPITAL,False,227,43.07484768123349,-89.37826843489357,1,1229861,35416,508,EMPTY,C,0,2025-09-27,54180,214C,1229861,20250927 15:30,119,,2025-09-27T15:30:26.286312
