des,dly,hdg,lat,lon,mode,origtatripno,pdist,pid,psgld,rt,spd,stsd,stst,tablockid,tatripid,tmstmp,vid,zone,collection_timestamp,weather_temp,weather_precipitation,weather_wind_speed,weather_is_rainy,weather_is_snowy,weather_is_extreme,weather_condition,has_alert,alert_count,has_detour,has_event,has_weather_alert,has_construction_alert,is_event_day,has_construction
U.W. HOSPITAL VIA EAGLE HEIGHTS,False,319,43.08640819859195,-89.44152858384389,1,1227976,16556,369,EMPTY,80,18,2025-11-06,64020,7580,1227976,20251106 18:00,2356,,2025-11-06T18:00:47.801927,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,310,43.076107640866944,-89.40562428241259,1,1227954,1897,506364,FULL,80,0,2025-11-06,64440,1380,1227954,20251106 18:00,115,,2025-11-06T18:00:55.521716,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,89,43.07647710022755,-89.41849166409251,1,1227953,29776,506364,EMPTY,80,20,2025-11-06,63540,1280,1227953,20251106 18:00,124,,2025-11-06T18:00:55.521716,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,22,43.072370318130275,-89.40770517969614,1,1227952,35599,506364,HALF_EMPTY,80,18,2025-11-06,62640,1180,1227952,20251106 18:00,102,,2025-11-06T18:00:55.521716,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,0,43.07212473543346,-89.39747,1,1227951,39144,506364,EMPTY,80,15,2025-11-06,61680,4284,1227951,20251106 18:00,995,,2025-11-06T18:00:55.521716,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
CAPITOL SQUARE VIA MIDDLETON,False,180,43.097239353327346,-89.52362717070604,1,1230733,23951,433,EMPTY,F,0,2025-11-06,64020,115A,1230733,20251106 18:00,2360,,2025-11-06T18:00:57.817833,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
CAPITOL SQUARE VIA MIDDLETON,False,89,43.0752530374653,-89.45441158434271,1,1230732,57730,433,EMPTY,F,38,2025-11-06,62100,123A,1230732,20251106 18:00,2351,,2025-11-06T18:00:57.817833,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
JUNCTION VIA MIDDLETON,False,276,43.073426407394614,-89.4068684854456,1,1230769,6197,486,EMPTY,F,18,2025-11-06,64200,151A,1230769,20251106 18:00,2328,,2025-11-06T18:00:57.817833,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
JUNCTION VIA MIDDLETON,False,178,43.101674476207805,-89.51143198256275,1,1230768,48102,486,EMPTY,F,16,2025-11-06,62400,114A,1230768,20251106 18:00,2306,,2025-11-06T18:00:57.817833,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
EAGLE HEIGHTS VIA U.W. CAMPUS,False,122,43.07646644926607,-89.4206062832787,1,1228517,13523,462,EMPTY,84,11,2025-11-06,63840,4184,1228517,20251106 18:00,985,,2025-11-06T18:01:00.177129,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
FITCHBURG,False,95,43.07216280324577,-89.40403780210478,1,1227731,9271,489,EMPTY,65,15,2025-11-06,63780,18265,1227731,20251106 18:00,139,,2025-11-06T18:01:02.479019,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
FITCHBURG,False,271,43.00720226547974,-89.39522556714958,1,1227734,46597,489,EMPTY,65,5,2025-11-06,61980,18165,1227734,20251106 18:01,141,,2025-11-06T18:01:02.479019,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
2-BUCKEYE,False,46,43.072432813936075,-89.3832541024671,1,1229707,18389,327,HALF_EMPTY,C,18,2025-11-06,63300,111D,1229707,20251106 18:00,123,,2025-11-06T18:01:04.775673,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
U.W. HOSPITAL,False,267,43.0939162038014,-89.34645516293934,1,1229779,26339,331,EMPTY,C,24,2025-11-06,63960,119C,1229779,20251106 18:01,1915,,2025-11-06T18:01:04.775673,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
1-SPRECHER,False,73,43.073288021786965,-89.41713522516679,1,1229693,7915,349,HALF_EMPTY,C,18,2025-11-06,64200,116C,1229693,20251106 18:00,128,,2025-11-06T18:01:04.775673,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
1-SPRECHER,False,87,43.08391442740057,-89.30970345135826,1,1229741,43467,349,EMPTY,C,30,2025-11-06,62400,120C,1229741,20251106 18:00,118,,2025-11-06T18:01:04.775673,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
1-SPRECHER,False,48,43.08625833333334,-89.26500333333334,1,1229727,55932,349,EMPTY,C,0,2025-11-06,61440,114C,1229727,20251106 18:00,135,,2025-11-06T18:01:04.775673,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
U.W. HOSPITAL,False,150,43.085711666666676,-89.26458333333333,1,1229800,48,454,EMPTY,C,0,2025-11-06,65040,112C,1229800,20251106 18:00,2005,,2025-11-06T18:01:04.775673,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
U.W. HOSPITAL,False,258,43.0762822911581,-89.37547957383372,1,1229762,34559,454,EMPTY,C,0,2025-11-06,63240,118C,1229762,20251106 18:00,2207,,2025-11-06T18:01:04.775673,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
U.W. HOSPITAL,False,270,43.07351700002918,-89.4143000238934,1,1229812,46597,454,HALF_EMPTY,C,0,2025-11-06,62340,117C,1229812,20251106 18:00,1906,,2025-11-06T18:01:04.775673,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
FITCHBURG-CADDIS,False,115,43.139865320496256,-89.38844377943478,1,1229161,11835,1278,EMPTY,B,0,2025-11-06,64440,157B,1229161,20251106 18:00,2327,,2025-11-06T18:01:07.124227,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
FITCHBURG-CADDIS,False,220,43.09995079348665,-89.3491782689312,1,1229159,32884,1278,EMPTY,B,0,2025-11-06,63480,156B,1229159,20251106 18:01,2352,,2025-11-06T18:01:07.124227,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
FITCHBURG-CADDIS,False,181,43.07121231487222,-89.40091875983283,1,1229163,51603,1278,EMPTY,B,3,2025-11-06,62580,162B,1229163,20251106 18:01,2330,,2025-11-06T18:01:07.124227,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
FITCHBURG-CADDIS,False,149,43.05448366512694,-89.39695632635016,1,1229127,58037,1278,HALF_EMPTY,B,28,2025-11-06,61680,155B,1229127,20251106 18:01,2305,,2025-11-06T18:01:07.124227,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
FITCHBURG-CADDIS,False,53,43.019459999999995,-89.42113333333333,1,1229156,76998,1278,EMPTY,B,0,2025-11-06,60780,161B,1229156,20251106 18:01,2317,,2025-11-06T18:01:07.124227,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
NORTHPORT,False,359,43.038895,-89.394824,1,1229096,11481,1280,EMPTY,B,5,2025-11-06,64500,154B,1229096,20251106 18:01,2340,,2025-11-06T18:01:07.124227,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
NORTHPORT,False,325,43.058307312485375,-89.39985587530752,1,1229063,19984,1280,EMPTY,B,28,2025-11-06,63480,160B,1229063,20251106 18:01,2357,,2025-11-06T18:01:07.124227,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
NORTHPORT,False,0,43.10682459332223,-89.35124499284397,1,1229095,46744,1280,EMPTY,B,9,2025-11-06,62460,159B,1229095,20251106 18:01,2326,,2025-11-06T18:01:07.124227,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
NORTHPORT,False,270,43.10682794674393,-89.35339312371606,1,1229062,47330,1280,EMPTY,B,26,2025-11-06,61560,158B,1229062,20251106 18:00,2338,,2025-11-06T18:01:07.124227,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MCKEE,False,271,43.067656864269786,-89.40065956744911,1,1230564,6128,506494,EMPTY,E,0,2025-11-06,64560,181E,1230564,20251106 18:00,138,,2025-11-06T18:01:09.425394,54.0,0.0,13.9,0,0,0,partly cloudy,1,3,1,0,0,0,0,0
MCKEE,False,201,43.057157241439775,-89.4728158125964,1,1230554,33349,506494,EMPTY,E,32,2025-11-06,62760,117E,1230554,20251106 18:01,114,,2025-11-06T18:01:09.425394,54.0,0.0,13.9,0,0,0,partly cloudy,1,3,1,0,0,0,0,0
CAPITOL SQUARE,False,89,43.03182277149116,-89.48666007014693,1,1230523,15456,506589,EMPTY,E,30,2025-11-06,64200,113E,1230523,20251106 18:01,1912,,2025-11-06T18:01:09.425394,54.0,0.0,13.9,0,0,0,partly cloudy,1,3,1,0,0,0,0,0
CAPITOL SQUARE,False,89,43.06770320010725,-89.41193164196746,1,1230533,51780,506589,EMPTY,E,9,2025-11-06,62340,111E,1230533,20251106 18:01,107,,2025-11-06T18:01:09.425394,54.0,0.0,13.9,0,0,0,partly cloudy,1,3,1,0,0,0,0,0
1-SPRECHER,False,51,43.05492090669147,-89.43208981159827,1,1230110,33194,506006,EMPTY,D,24,2025-11-06,63480,114E,1230110,20251106 18:01,1901,,2025-11-06T18:01:11.723160,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
1-SPRECHER,False,40,43.0872395864061,-89.37206268502374,1,1230153,54194,506006,HALF_EMPTY,D,15,2025-11-06,61620,113C,1230153,20251106 18:01,987,,2025-11-06T18:01:11.723160,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
1-SPRECHER,False,154,43.08584166666666,-89.26468500000001,1,1230109,92700,506006,EMPTY,D,0,2025-11-06,59820,115D,1230109,20251106 18:01,2208,,2025-11-06T18:01:11.723160,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
1-JUNCTION,False,270,43.09833,-89.3219147,1,1230219,22982,506009,EMPTY,D,0,2025-11-06,63900,114D,1230219,20251106 18:01,101,,2025-11-06T18:01:11.723160,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
1-JUNCTION,False,227,43.05714588505209,-89.42917088712288,1,1230190,58648,506009,HALF_EMPTY,D,3,2025-11-06,62040,112D,1230190,20251106 18:01,1911,,2025-11-06T18:01:11.723160,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
1-JUNCTION,False,181,43.05751166666667,-89.5281,1,1230216,92404,506009,EMPTY,D,0,2025-11-06,60240,115C,1230216,20251106 18:01,145,,2025-11-06T18:01:11.723160,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
