des,dly,hdg,lat,lon,mode,origtatripno,pdist,pid,psgld,rt,spd,stsd,stst,tablockid,tatripid,tmstmp,vid,zone,collection_timestamp,weather_temp,weather_precipitation,weather_wind_speed,weather_is_rainy,weather_is_snowy,weather_is_extreme,weather_condition,has_alert,alert_count,has_detour,has_event,has_weather_alert,has_construction_alert,is_event_day,has_construction
U.W. HOSPITAL VIA EAGLE HEIGHTS,False,269,43.07511833333333,-89.407115,1,1227974,2568,369,EMPTY,80,10,2025-11-06,62160,7380,1227974,20251106 17:23,2320,,2025-11-06T17:23:18.356665,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,82,43.07846991236176,-89.42936426343822,1,1227951,9925,506364,EMPTY,80,15,2025-11-06,61680,4284,1227951,20251106 17:23,995,,2025-11-06T17:23:26.527267,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,115,43.084561321314965,-89.42930655500624,1,1227950,23337,506364,EMPTY,80,16,2025-11-06,61200,1380,1227950,20251106 17:23,115,,2025-11-06T17:23:26.527267,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,89,43.07514000006177,-89.41018832923967,1,1227949,32423,506364,FULL,80,16,2025-11-06,60780,7580,1227949,20251106 17:23,2356,,2025-11-06T17:23:26.527267,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,89,43.07093430004572,-89.39939999972889,1,1227947,38193,506364,HALF_EMPTY,80,2,2025-11-06,59940,7480,1227947,20251106 17:23,131,,2025-11-06T17:23:26.527267,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,3,43.0746395548694,-89.39736297460006,1,1227948,40019,506364,HALF_EMPTY,80,0,2025-11-06,60360,1280,1227948,20251106 17:23,124,,2025-11-06T17:23:26.527267,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,273,43.07588166666666,-89.40041500000001,1,1227946,41229,506364,EMPTY,80,0,2025-11-06,59400,1180,1227946,20251106 17:23,102,,2025-11-06T17:23:26.527267,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
CAPITOL SQUARE VIA MIDDLETON,False,22,43.06423902126129,-89.52677579851343,1,1230732,3006,433,EMPTY,F,31,2025-11-06,62100,123A,1230732,20251106 17:23,2351,,2025-11-06T17:23:28.778591,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
CAPITOL SQUARE VIA MIDDLETON,False,82,43.073024355426234,-89.45707943544721,1,1230731,56229,433,EMPTY,F,0,2025-11-06,60120,151A,1230731,20251106 17:23,2328,,2025-11-06T17:23:28.778591,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
JUNCTION VIA MIDDLETON,False,271,43.07478297156304,-89.39059941752069,1,1230768,1641,486,EMPTY,F,15,2025-11-06,62400,114A,1230768,20251106 17:23,2306,,2025-11-06T17:23:28.778591,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
JUNCTION VIA MIDDLETON,False,350,43.094285331863105,-89.48555108478676,1,1230767,33408,486,EMPTY,F,24,2025-11-06,60600,124A,1230767,20251106 17:23,2362,,2025-11-06T17:23:28.778591,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
JUNCTION VIA MIDDLETON,False,179,43.05840055452507,-89.52776945373851,1,1230766,76370,486,EMPTY,F,13,2025-11-06,58800,117A,1230766,20251106 17:23,2337,,2025-11-06T17:23:28.778591,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
