des,dly,hdg,lat,lon,mode,origtatripno,pdist,pid,psgld,rt,spd,stsd,stst,tablockid,tatripid,tmstmp,vid,zone,collection_timestamp
JUNCTION,False,223,43.12780594198925,-89.30891470156462,1,1228766,19977,387,EMPTY,A,0,2025-09-27,58260,212A,1228766,20250927 16:22,2354,,2025-09-27T16:22:18.843198
JUNCTION,False,267,43.0741920831369,-89.41595052329633,1,1228763,59081,387,HALF_EMPTY,A,41,2025-09-27,56460,213A,1228763,20250927 16:22,2327,,2025-09-27T16:22:18.843208
2-AMERICAN CENTER,False,84,43.06024687008244,-89.52681728756475,1,1228704,1652,414,EMPTY,A,24,2025-09-27,58440,217A,1228704,20250927 16:22,2323,,2025-09-27T16:22:18.843211
2-AMERICAN CENTER,False,33,43.078359721427084,-89.37883801420078,1,1228703,47985,414,EMPTY,A,0,2025-09-27,56640,215A,1228703,20250927 16:22,2352,,2025-09-27T16:22:18.843212
1-SUN PRAIRIE VIA HIGH CROSSING,False,89,43.07290729099093,-89.4292483290476,1,1228662,32306,421,HALF_EMPTY,A,42,2025-09-27,57540,216A,1228662,20250927 16:22,2338,,2025-09-27T16:22:18.843214
1-SUN PRAIRIE VIA HIGH CROSSING,False,86,43.1210642264676,-89.32518453673543,1,1228677,70150,421,EMPTY,A,1,2025-09-27,55740,218A,1228677,20250927 16:22,2320,,2025-09-27T16:22:18.843216
JUNCTION VIA HIGH CROSSING,False,223,43.0980045910809,-89.35173467283767,1,1228723,39481,469,HALF_EMPTY,A,37,2025-09-27,57360,219A,1228723,20250927 16:22,2353,,2025-09-27T16:22:18.843217
JUNCTION,True,171,43.057694999999995,-89.52795166666668,1,1228760,95163,506325,EMPTY,A,0,2025-09-27,54660,211A,1228760,20250927 16:22,2342,,2025-09-27T16:22:18.843219
1-SUN PRAIRIE VIA HIGH CROSSING,True,347,43.156835,-89.26686666666667,1,1228661,95479,506327,EMPTY,A,0,2025-09-27,53940,221A,1228661,20250927 16:22,2334,,2025-09-27T16:22:18.843220
JUNCTION VIA HIGH CROSSING,False,268,43.060781136746556,-89.50160699556004,1,1228740,88012,506331,EMPTY,A,8,2025-09-27,55560,220A,1228740,20250927 16:22,2303,,2025-09-27T16:22:18.843222
EAST TOWNE,False,114,43.0356555494712,-89.37978768909964,1,1231132,15190,373,EMPTY,G,9,2025-09-27,58200,213G,1231132,20250927 16:22,117,,2025-09-27T16:22:21.415778
EAST TOWNE,False,90,43.10667660631713,-89.30550505314439,1,1231131,68734,373,EMPTY,G,24,2025-09-27,56400,212G,1231131,20250927 16:22,1915,,2025-09-27T16:22:21.415787
SOUTH TRANSFER,False,0,43.12848666666667,-89.30891000000001,1,1231170,26,505531,EMPTY,G,47,2025-09-27,59220,216G,1231170,20250927 16:22,995,,2025-09-27T16:22:21.415789
SOUTH TRANSFER,False,175,43.057032120533115,-89.32574462695773,1,1231169,45236,505531,EMPTY,G,31,2025-09-27,57420,219G,1231169,20250927 16:22,997,,2025-09-27T16:22:21.415790
SOUTH TRANSFER,False,305,43.03912333333333,-89.39468000000001,1,1231168,88193,505531,EMPTY,G,0,2025-09-27,55620,218G,1231168,20250927 16:22,154,,2025-09-27T16:22:21.415792
2-SOUTH RIDGE,False,189,43.076568333333334,-89.42909,1,1232657,81,490,EMPTY,R,0,2025-09-27,59040,216C,1232657,20250927 16:22,151,,2025-09-27T16:22:24.002501
U.W. HOSPITAL,False,86,43.07398892209488,-89.46835888156097,1,1232624,28798,499,EMPTY,R,4,2025-09-27,58080,212C,1232624,20250927 16:22,136,,2025-09-27T16:22:24.002511
1-JUNCTION,False,358,43.05754666666667,-89.52810666666667,1,1232672,40199,528,EMPTY,R,0,2025-09-27,57240,214C,1232672,20250927 16:22,119,,2025-09-27T16:22:24.002514
MEMORIAL UNION VIA EAGLE HEIGHTS,False,24,43.09002035462589,-89.43685932002094,1,1228093,18865,506364,EMPTY,80,16,2025-09-27,57900,4280,1228093,20250927 16:22,1907,,2025-09-27T16:22:26.641084
SHEBOYGAN VIA MIDDLETON,False,91,43.08539639119185,-89.5300831511424,1,1230802,14037,506311,EMPTY,F,26,2025-09-27,58500,212F,1230802,20250927 16:22,120,,2025-09-27T16:22:31.848114
JUNCTION VIA MIDDLETON,False,190,43.10940687585274,-89.50999700786724,1,1230833,24256,506313,EMPTY,F,33,2025-09-27,57960,211F,1230833,20250927 16:22,1913,,2025-09-27T16:22:31.848124
SOUTH TRANSFER,False,163,43.05730548471814,-89.50395620451694,1,1231498,3005,350,EMPTY,H,5,2025-09-27,58680,215G,1231498,20250927 16:22,104,,2025-09-27T16:22:34.511066
