des,dly,hdg,lat,lon,mode,origtatripno,pdist,pid,psgld,rt,spd,stsd,stst,tablockid,tatripid,tmstmp,vid,zone,collection_timestamp,weather_temp,weather_precipitation,weather_wind_speed,weather_is_rainy,weather_is_snowy,weather_is_extreme,weather_condition,has_alert,alert_count,has_detour,has_event,has_weather_alert,has_construction_alert,is_event_day,has_construction
MEMORIAL UNION VIA EAGLE HEIGHTS,False,276,43.0771284190002,-89.42879330538379,1,1228079,8882,386,EMPTY,80,11,2025-11-15,76500,6180,1228079,20251115 21:21,119,,2025-11-15T21:22:06.702560,52.0,0.0,14.1,0,0,0,clear,0,0,0,0,0,0,0,0
MEMORIAL UNION VIA JOHNSON/WASHINGTON,False,47,43.07669516128759,-89.39254857060662,1,1228388,2189,444,EMPTY,81,16,2025-11-15,75900,6181,1228388,20251115 21:21,998,,2025-11-15T21:22:08.742083,52.0,0.0,14.1,0,0,0,clear,0,0,0,0,0,0,0,0
MEMORIAL UNION VIA OBSERVATORY/BREESE,False,354,43.07656407833979,-89.40196043382726,1,1228454,692,335,EMPTY,82,10,2025-11-15,76800,6182,1228454,20251115 21:21,996,,2025-11-15T21:22:10.779790,52.0,0.0,14.1,0,0,0,clear,0,0,0,0,0,0,0,0
