des,dly,hdg,lat,lon,mode,origtatripno,pdist,pid,psgld,rt,spd,stsd,stst,tablockid,tatripid,tmstmp,vid,zone,collection_timestamp,weather_temp,weather_precipitation,weather_wind_speed,weather_is_rainy,weather_is_snowy,weather_is_extreme,weather_condition,has_alert,alert_count,has_detour,has_event,has_weather_alert,has_construction_alert,is_event_day,has_construction
MEMORIAL UNION VIA OBSERVATORY/BREESE,False,54,43.071847243947516,-89.39743233205125,1,1228462,19919,335,EMPTY,82,3,2025-11-15,69600,6182,1228462,20251115 19:41,996,,2025-11-15T19:41:54.479080,52.0,0.0,14.1,0,0,0,clear,0,0,0,0,0,0,0,0
1-SPRECHER,False,28,43.08473673067674,-89.37570072299286,1,1230241,52992,392,EMPTY,D,16,2025-11-15,68700,211D,1230241,20251115 19:41,153,,2025-11-15T19:42:03.746903,52.0,0.0,14.1,0,0,0,clear,0,0,0,0,0,0,0,0
2-VERONA,False,192,43.03835815267034,-89.45147137348563,1,1230277,57185,435,EMPTY,D,24,2025-11-15,68460,221D,1230277,20251115 19:42,142,,2025-11-15T19:42:03.746903,52.0,0.0,14.1,0,0,0,clear,0,0,0,0,0,0,0,0
1-JUNCTION,False,339,43.10319251252804,-89.35027685540513,1,1230294,30899,448,EMPTY,D,15,2025-11-15,69900,212D,1230294,20251115 19:41,132,,2025-11-15T19:42:03.746903,52.0,0.0,14.1,0,0,0,clear,0,0,0,0,0,0,0,0
1-JUNCTION,False,180,43.05764666666667,-89.52812,1,1230293,92156,448,EMPTY,D,0,2025-11-15,66120,213D,1230293,20251115 19:41,150,,2025-11-15T19:42:03.746903,52.0,0.0,14.1,0,0,0,clear,0,0,0,0,0,0,0,0
2-AIRPORT,False,2,43.02360389644528,-89.46712613482168,1,1230258,34889,1297,EMPTY,D,17,2025-11-15,69780,222D,1230258,20251115 19:42,123,,2025-11-15T19:42:03.746903,52.0,0.0,14.1,0,0,0,clear,0,0,0,0,0,0,0,0
2-AIRPORT,False,18,43.137316666666656,-89.34654333333334,1,1230257,101384,1297,EMPTY,D,0,2025-11-15,66180,223D,1230257,20251115 19:42,133,,2025-11-15T19:42:03.746903,52.0,0.0,14.1,0,0,0,clear,0,0,0,0,0,0,0,0
MEMORIAL UNION VIA JOHNSON/WASHINGTON,False,46,43.07820166666667,-89.39041999999999,1,1228385,2992,444,EMPTY,81,19,2025-11-15,70500,6181,1228385,20251115 19:42,998,,2025-11-15T19:42:06.015235,52.0,0.0,14.1,0,0,0,clear,0,0,0,0,0,0,0,0
MCKEE,False,342,43.072528026627275,-89.42855609967786,1,1230605,15252,467,EMPTY,E,0,2025-11-15,69960,211E,1230605,20251115 19:42,121,,2025-11-15T19:42:08.287669,52.0,0.0,14.1,0,0,0,clear,0,0,0,0,0,0,0,0
CAPITOL SQUARE,False,105,43.07398867178384,-89.43596348065226,1,1230588,43394,479,EMPTY,E,7,2025-11-15,69600,212E,1230588,20251115 19:42,2011,,2025-11-15T19:42:08.287669,52.0,0.0,14.1,0,0,0,clear,0,0,0,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,275,43.075885,-89.40020833333334,1,1228077,22,386,HALF_EMPTY,80,0,2025-11-15,71100,6180,1228077,20251115 19:42,119,,2025-11-15T19:42:10.564314,52.0,0.0,14.1,0,0,0,clear,0,0,0,0,0,0,0,0
