des,dly,hdg,lat,lon,mode,origtatripno,pdist,pid,psgld,rt,spd,stsd,stst,tablockid,tatripid,tmstmp,vid,zone,collection_timestamp,weather_temp,weather_precipitation,weather_wind_speed,weather_is_rainy,weather_is_snowy,weather_is_extreme,weather_condition,has_alert,alert_count,has_detour,has_event,has_weather_alert,has_construction_alert,is_event_day,has_construction
MEMORIAL UNION,False,1,43.07300166666667,-89.39742333333334,1,1227942,23067,505854,EMPTY,80,0,2025-11-06,59640,7380,1227942,20251106 17:06,2320,,2025-11-06T17:06:45.123004,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,81,43.075898333333335,-89.40031333333333,1,1227944,25513,505855,EMPTY,80,0,2025-11-06,59400,4284,1227944,20251106 17:06,995,,2025-11-06T17:06:45.123004,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,270,43.07649230015739,-89.41515666865823,1,1227950,5239,506364,FULL,80,16,2025-11-06,61200,1380,1227950,20251106 17:06,115,,2025-11-06T17:06:45.123004,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,321,43.08637015326008,-89.44149746690097,1,1227949,16541,506364,EMPTY,80,18,2025-11-06,60780,7580,1227949,20251106 17:06,2356,,2025-11-06T17:06:45.123004,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,171,43.07727495122029,-89.4291029682727,1,1227947,26775,506364,EMPTY,80,2,2025-11-06,59940,7480,1227947,20251106 17:06,131,,2025-11-06T17:06:45.123004,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,89,43.07710650002348,-89.42770000171684,1,1227948,27210,506364,EMPTY,80,22,2025-11-06,60360,1280,1227948,20251106 17:06,124,,2025-11-06T17:06:45.123004,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,180,43.07113,-89.40409,1,1227946,36899,506364,HALF_EMPTY,80,0,2025-11-06,59400,1180,1227946,20251106 17:06,102,,2025-11-06T17:06:45.123004,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
CAPITOL SQUARE VIA MIDDLETON,False,24,43.10260966144974,-89.51158008114135,1,1230731,29558,433,EMPTY,F,21,2025-11-06,60120,151A,1230731,20251106 17:06,2328,,2025-11-06T17:06:47.372367,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
CAPITOL SQUARE VIA MIDDLETON,False,54,43.07227366846636,-89.39352156373599,1,1230730,74349,433,HALF_EMPTY,F,10,2025-11-06,58200,114A,1230730,20251106 17:06,2306,,2025-11-06T17:06:47.372367,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
JUNCTION VIA MIDDLETON,False,276,43.07524890546279,-89.44064323356251,1,1230767,15387,486,HALF_EMPTY,F,33,2025-11-06,60600,124A,1230767,20251106 17:06,2362,,2025-11-06T17:06:47.372367,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
JUNCTION VIA MIDDLETON,False,167,43.09819339472428,-89.51162241776582,1,1230766,49391,486,EMPTY,F,2,2025-11-06,58800,117A,1230766,20251106 17:06,2337,,2025-11-06T17:06:47.372367,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
EAGLE HEIGHTS VIA U.W. CAMPUS,False,357,43.076436937087024,-89.4159180685957,1,1228515,20890,462,EMPTY,84,7,2025-11-06,60240,4184,1228515,20251106 17:06,985,,2025-11-06T17:06:49.410440,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
FITCHBURG,False,194,43.04080101904861,-89.37817352786276,1,1227730,26439,489,EMPTY,65,20,2025-11-06,60000,116E,1227730,20251106 17:06,100,,2025-11-06T17:06:51.462722,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
U.W. HOSPITAL,False,28,43.00810900318189,-89.39008774626531,1,1227727,11609,501,EMPTY,65,28,2025-11-06,61260,18265,1227727,20251106 17:06,139,,2025-11-06T17:06:51.462722,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
U.W. HOSPITAL,False,222,43.07307835131405,-89.39109680236564,1,1227726,43964,501,EMPTY,65,6,2025-11-06,59460,18165,1227726,20251106 17:06,141,,2025-11-06T17:06:51.462722,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
2-BUCKEYE,False,27,43.090931360325214,-89.35593000565906,1,1229706,29020,327,HALF_EMPTY,C,19,2025-11-06,59640,119C,1229706,20251106 17:06,1915,,2025-11-06T17:06:53.772540,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
U.W. HOSPITAL,False,225,43.080238,-89.367028,1,1229778,34371,331,EMPTY,C,0,2025-11-06,60240,116C,1229778,20251106 17:06,128,,2025-11-06T17:06:53.772540,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
1-SPRECHER,False,237,43.07839662602855,-89.43317776395433,1,1229727,1459,349,EMPTY,C,16,2025-11-06,61440,114C,1229727,20251106 17:06,135,,2025-11-06T17:06:53.772540,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
1-SPRECHER,False,95,43.07194397721984,-89.3959329678656,1,1229692,13615,349,FULL,C,19,2025-11-06,60540,112C,1229692,20251106 17:06,2005,,2025-11-06T17:06:53.772540,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
1-SPRECHER,False,149,43.087904972432554,-89.32773964562968,1,1229740,37645,349,EMPTY,C,26,2025-11-06,58740,118C,1229740,20251106 17:06,2207,,2025-11-06T17:06:53.772540,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
1-SPRECHER,False,155,43.08571,-89.26461166666668,1,1229726,56074,349,EMPTY,C,0,2025-11-06,57840,117C,1229726,20251106 17:06,1906,,2025-11-06T17:06:53.772540,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
