des,dly,hdg,lat,lon,mode,origtatripno,pdist,pid,psgld,rt,spd,stsd,stst,tablockid,tatripid,tmstmp,vid,zone,collection_timestamp
1-JUNCTION,True,180,43.057581666666664,-89.52814166666667,1,1232591,51212,354,EMPTY,R,0,2025-09-30,34740,112E,1232591,20250930 10:34,2004,,2025-09-30T10:34:55.290781
CAPITOL SQUARE,False,90,43.07525331004368,-89.45357660068608,1,1232522,34060,382,HALF_EMPTY,R,30,2025-09-30,36720,116E,1232522,20250930 10:34,100,,2025-09-30T10:34:55.290792
2-SOUTH RIDGE,False,280,43.075258054810384,-89.49351504221642,1,1232575,31049,478,EMPTY,R,21,2025-09-30,36480,115E,1232575,20250930 10:34,123,,2025-09-30T10:34:55.290793
WHITNEY,False,171,43.073062170674255,-89.45684531126233,1,1227562,31468,1294,EMPTY,38,15,2025-09-30,36120,11238,1227562,20250930 10:34,1909,,2025-09-30T10:34:57.733628
U.W. HOSPITAL,False,270,43.07511571038651,-89.4070801903696,1,1227598,14526,1295,HALF_EMPTY,38,13,2025-09-30,37020,229X,1227598,20250930 10:34,997,,2025-09-30T10:34:57.733635
WHITNEY,False,205,43.088902415881165,-89.35767019862239,1,1227563,41776,1301,HALF_EMPTY,38,15,2025-09-30,36300,11138,1227563,20250930 10:34,2207,,2025-09-30T10:34:57.733636
MONONA/DUTCH MILL,False,159,43.0862,-89.3261,1,1227534,50596,506373,EMPTY,38,28,2025-09-30,35340,11338,1227534,20250930 10:34,119,,2025-09-30T10:34:57.733637
JENIFER,False,89,43.07651000011097,-89.42401666736096,1,1227535,15852,506374,EMPTY,38,0,2025-09-30,37140,11438,1227535,20250930 10:34,986,,2025-09-30T10:34:57.733638
WEST MAIN,False,246,43.17693010124742,-89.24495069342134,1,1232961,27485,394,EMPTY,W,0,2025-09-30,37200,112S,1232961,20250930 10:34,2006,,2025-09-30T10:35:00.291078
1-SPRECHER,False,51,43.060352835703824,-89.42404178559806,1,1230139,36126,506006,HALF_EMPTY,D,26,2025-09-30,36660,114D,1230139,20250930 10:34,134,,2025-09-30T10:35:02.771501
1-SPRECHER,False,89,43.09817500011458,-89.3215333836256,1,1230102,70267,506006,EMPTY,D,23,2025-09-30,34860,112D,1230102,20250930 10:34,2014,,2025-09-30T10:35:02.771508
1-SPRECHER,True,179,43.08583,-89.26466333333335,1,1230137,92704,506006,EMPTY,D,0,2025-09-30,32880,115C,1230137,20250930 10:34,106,,2025-09-30T10:35:02.771509
1-JUNCTION,False,271,43.1001153032517,-89.34515048926566,1,1230183,28960,506009,EMPTY,D,0,2025-09-30,36720,113D,1230183,20250930 10:34,152,,2025-09-30T10:35:02.771511
1-JUNCTION,False,0,43.053644527817724,-89.45095,1,1230203,66342,506009,EMPTY,D,9,2025-09-30,34920,111C,1230203,20250930 10:34,153,,2025-09-30T10:35:02.771512
1-JUNCTION,False,186,43.057761666666664,-89.52811166666667,1,1230182,92410,506009,EMPTY,D,0,2025-09-30,33120,111D,1230182,20250930 10:34,131,,2025-09-30T10:35:02.771513
2-AIRPORT,False,48,43.06993000000001,-89.40937000000001,1,1230119,67536,506338,EMPTY,D,17,2025-09-30,36660,121D,1230119,20250930 10:34,113,,2025-09-30T10:35:02.771514
2-AIRPORT,False,91,43.072127013538086,-89.40231925627694,1,1230140,70224,506338,HALF_EMPTY,D,15,2025-09-30,34860,124D,1230140,20250930 10:34,1907,,2025-09-30T10:35:02.771515
2-EPIC CAMPUS,False,183,43.13303206341457,-89.3484406850585,1,1230167,3037,506350,EMPTY,D,24,2025-09-30,38040,125D,1230167,20250930 10:34,2211,,2025-09-30T10:35:02.771516
2-EPIC CAMPUS,False,230,43.075116040754466,-89.3912700586927,1,1230205,35887,506350,HALF_EMPTY,D,0,2025-09-30,36240,122D,1230205,20250930 10:34,1903,,2025-09-30T10:35:02.771518
2-EPIC CAMPUS,False,271,43.01578902655113,-89.49585610197265,1,1230166,81535,506350,EMPTY,D,33,2025-09-30,34440,123D,1230166,20250930 10:34,1908,,2025-09-30T10:35:02.771519
2-EPIC CAMPUS,False,93,42.99693333333333,-89.56337833333333,1,1230202,109594,506350,EMPTY,D,0,2025-09-30,32640,126D,1230202,20250930 10:34,2206,,2025-09-30T10:35:02.771520
JUNCTION,False,223,43.096428027503975,-89.3537831871326,1,1228637,38757,387,EMPTY,A,12,2025-09-30,36780,127A,1228637,20250930 10:35,2325,,2025-09-30T10:35:05.197853
JUNCTION,False,273,43.075374807262364,-89.45198204755984,1,1228634,68831,387,EMPTY,A,15,2025-09-30,34980,116A,1228634,20250930 10:35,2327,,2025-09-30T10:35:05.197859
JUNCTION,True,162,43.057930000000006,-89.52799333333333,1,1228631,95108,387,EMPTY,A,0,2025-09-30,33180,122A,1228631,20250930 10:35,2310,,2025-09-30T10:35:05.197860
2-AMERICAN CENTER,False,89,43.072907223422476,-89.4292948407057,1,1228564,32294,414,FULL,A,37,2025-09-30,36540,124A,1228564,20250930 10:35,2326,,2025-09-30T10:35:05.197861
2-AMERICAN CENTER,False,45,43.12389137195936,-89.31379195899052,1,1228563,74284,414,EMPTY,A,4,2025-09-30,34740,125A,1228563,20250930 10:35,2313,,2025-09-30T10:35:05.197862
2-AMERICAN CENTER,False,253,43.15375000000001,-89.31585833333332,1,1228562,99041,414,EMPTY,A,20,2025-09-30,32940,123A,1228562,20250930 10:24,2303,,2025-09-30T10:35:05.197863
1-SUN PRAIRIE VIA HIGH CROSSING,False,45,43.066177439622315,-89.4688768201642,1,1228525,18542,421,EMPTY,A,33,2025-09-30,37440,113A,1228525,20250930 10:34,2342,,2025-09-30T10:35:05.197864
1-SUN PRAIRIE VIA HIGH CROSSING,False,45,43.09045734214681,-89.36169199695195,1,1228541,54289,421,HALF_EMPTY,A,30,2025-09-30,35640,119A,1228541,20250930 10:34,2338,,2025-09-30T10:35:05.197865
1-SUN PRAIRIE VIA HIGH CROSSING,False,11,43.156843333333335,-89.26690166666667,1,1228524,95552,421,EMPTY,A,0,2025-09-30,33840,121A,1228524,20250930 10:34,2347,,2025-09-30T10:35:05.197866
JUNCTION VIA HIGH CROSSING,False,222,43.13541206511882,-89.2918198194016,1,1228608,15669,469,EMPTY,A,32,2025-09-30,37680,118A,1228608,20250930 10:34,2317,,2025-09-30T10:35:05.197867
JUNCTION VIA HIGH CROSSING,False,226,43.07573259961182,-89.38268318530055,1,1228590,51067,469,HALF_EMPTY,A,5,2025-09-30,35880,126A,1228590,20250930 10:35,2320,,2025-09-30T10:35:05.197868
U.W. HOSPITAL,False,346,43.07436084108875,-89.43363528804745,1,1229771,54948,331,EMPTY,C,0,2025-09-30,35100,115D,1229771,20250930 10:34,2009,,2025-09-30T10:35:08.951906
U.W. HOSPITAL,False,270,43.08498527153032,-89.26595824032952,1,1229755,700,454,EMPTY,C,17,2025-09-30,37980,117C,1229755,20250930 10:35,2205,,2025-09-30T10:35:08.951912
U.W. HOSPITAL,False,211,43.089012826834185,-89.35771533989121,1,1229805,27505,454,EMPTY,C,11,2025-09-30,37080,113C,1229805,20250930 10:34,2013,,2025-09-30T10:35:08.951913
U.W. HOSPITAL,False,316,43.07395089517273,-89.39227938255117,1,1229792,40594,454,FULL,C,10,2025-09-30,36180,116C,1229792,20250930 10:35,2215,,2025-09-30T10:35:08.951914
2-BUCKEYE,False,69,43.07457666666666,-89.27801333333333,1,1229700,56951,506376,EMPTY,C,0,2025-09-30,34560,118C,1229700,20250930 10:35,133,,2025-09-30T10:35:08.951915
1-SPRECHER,False,135,43.070086922714104,-89.3907710689285,1,1229734,15732,506377,EMPTY,C,15,2025-09-30,37260,114C,1229734,20250930 10:35,126,,2025-09-30T10:35:08.951916
1-SPRECHER,False,41,43.085922856975685,-89.36057218848734,1,1229719,27143,506377,EMPTY,C,26,2025-09-30,36360,112C,1229719,20250930 10:34,2007,,2025-09-30T10:35:08.951917
1-SPRECHER,False,88,43.08466614828065,-89.27075726525224,1,1229685,54382,506377,EMPTY,C,34,2025-09-30,35460,119C,1229685,20250930 10:35,130,,2025-09-30T10:35:08.951917
CAPITOL SQUARE,False,0,43.04881,-89.4734,1,1230539,24800,506369,EMPTY,E,23,2025-09-30,37200,111E,1230539,20250930 10:34,1911,,2025-09-30T10:35:11.462454
MCKEE,False,302,43.06774100399753,-89.40142833306965,1,1230547,6360,506370,EMPTY,E,0,2025-09-30,37560,117E,1230547,20250930 10:34,120,,2025-09-30T10:35:11.462462
MCKEE,False,180,43.0247717044304,-89.5056,1,1230570,53791,506370,EMPTY,E,34,2025-09-30,35760,113E,1230570,20250930 10:35,2005,,2025-09-30T10:35:11.462464
SOUTH TRANSFER,False,215,43.03515728382348,-89.4572065740737,1,1231414,29594,350,EMPTY,H,19,2025-09-30,37080,116G,1231414,20250930 10:35,2208,,2025-09-30T10:35:13.929316
WEST TOWNE,False,270,43.0385690335981,-89.40055679772475,1,1231452,2059,400,EMPTY,H,30,2025-09-30,38100,111G,1231452,20250930 10:35,138,,2025-09-30T10:35:13.929322
WEST TOWNE,False,1,43.0589525827584,-89.50269983456907,1,1231451,52409,400,EMPTY,H,23,2025-09-30,36300,121G,1231451,20250930 10:34,118,,2025-09-30T10:35:13.929323
ERIN,False,3,43.07257666666666,-89.402405,1,1232179,73,505843,FULL,O,0,2025-09-30,38100,119G,1232179,20250930 10:35,1910,,2025-09-30T10:35:16.460360
BROOKS,False,357,43.06758953892492,-89.40900472808427,1,1232118,16108,506281,EMPTY,O,0,2025-09-30,37440,123G,1232118,20250930 10:35,104,,2025-09-30T10:35:16.460368
BROOKS,True,91,43.072449999999996,-89.40240666666665,1,1232138,8430,506282,EMPTY,O,0,2025-09-30,36900,113G,1232138,20250930 10:34,146,,2025-09-30T10:35:16.460369
DOWNTOWN S.P.,False,91,43.181842958572,-89.22618909874467,1,1232882,16657,436,EMPTY,S,0,2025-09-30,37500,111S,1232882,20250930 10:35,110,,2025-09-30T10:35:18.883855
