des,dly,hdg,lat,lon,mode,origtatripno,pdist,pid,psgld,rt,spd,stsd,stst,tablockid,tatripid,tmstmp,vid,zone,collection_timestamp
JUNCTION VIA HIGH CROSSING,False,219,43.10406666666666,-89.34238833333332,1,1228726,37083,372,EMPTY,A,0,2025-09-27,68100,221A,1228726,20250927 19:47,2334,,2025-09-27T19:51:54.166119
2-AMERICAN CENTER,False,110,43.07408627868275,-89.43616910143238,1,1228710,30447,414,HALF_EMPTY,A,33,2025-09-27,70260,220A,1228710,20250927 19:51,2303,,2025-09-27T19:51:54.166125
1-SUN PRAIRIE VIA HIGH CROSSING,False,45,43.091014030943136,-89.3609119915993,1,1228665,54581,421,EMPTY,A,39,2025-09-27,68460,217A,1228665,20250927 19:51,2323,,2025-09-27T19:51:54.166126
JUNCTION VIA HIGH CROSSING,False,240,43.10406033094764,-89.3423856936297,1,1228743,36129,469,HALF_EMPTY,A,0,2025-09-27,69960,214A,1228743,20250927 19:51,2330,,2025-09-27T19:51:54.166126
MEMORIAL UNION VIA EAGLE HEIGHTS,False,270,43.07651520016279,-89.4173500046592,1,1228077,5761,506364,EMPTY,80,18,2025-09-27,71100,6180,1228077,20250927 19:51,147,,2025-09-27T19:51:56.551124
SHEBOYGAN VIA MIDDLETON,False,270,43.07492450037866,-89.52856334796597,1,1230809,7775,506311,EMPTY,F,28,2025-09-27,71160,211F,1230809,20250927 19:51,1913,,2025-09-27T19:51:58.982878
JUNCTION VIA MIDDLETON,False,267,43.0969276,-89.52421,1,1230840,32512,506313,EMPTY,F,34,2025-09-27,70560,213F,1230840,20250927 19:51,2011,,2025-09-27T19:51:58.982883
MEMORIAL UNION VIA JOHNSON/WASHINGTON,False,91,43.07085468499817,-89.39492125851025,1,1228385,13356,444,EMPTY,81,0,2025-09-27,70500,6181,1228385,20250927 19:51,114,,2025-09-27T19:52:01.383054
FITCHBURG-CADDIS,False,270,43.1337063656873,-89.37419004761925,1,1229289,267,1278,EMPTY,B,31,2025-09-27,71100,260B,1229289,20250927 19:51,2316,,2025-09-27T19:52:03.796124
FITCHBURG-CADDIS,False,195,43.06517301984293,-89.40096590495337,1,1229320,53884,1278,EMPTY,B,0,2025-09-27,69300,259B,1229320,20250927 19:52,2331,,2025-09-27T19:52:03.796130
NORTHPORT,False,51,43.01939000000001,-89.42119666666667,1,1229229,1,1280,EMPTY,B,0,2025-09-27,71640,258B,1229229,20250927 19:52,2362,,2025-09-27T19:52:03.796132
NORTHPORT,False,344,43.07114227974268,-89.40076112279175,1,1229259,24726,1280,HALF_EMPTY,B,18,2025-09-27,69840,257B,1229259,20250927 19:51,2310,,2025-09-27T19:52:03.796133
KENNEDY/DROP OFFS ONLY,False,270,43.1337584890759,-89.38336798317931,1,1229347,2717,1284,EMPTY,B,30,2025-09-27,71280,255B,1229347,20250927 19:52,2313,,2025-09-27T19:52:03.796134
MEMORIAL UNION VIA OBSERVATORY/BREESE,False,276,43.07598508221099,-89.40531552939439,1,1228457,1790,335,EMPTY,82,11,2025-09-27,71400,6182,1228457,20250927 19:51,2210,,2025-09-27T19:52:06.185881
CAPITOL SQUARE,False,89,43.067726100097154,-89.41386498111335,1,1230588,51263,506369,EMPTY,E,11,2025-09-27,69600,212E,1230588,20250927 19:52,1911,,2025-09-27T19:52:08.595368
MCKEE,False,222,43.06405207071605,-89.45503487272732,1,1230605,26198,506370,EMPTY,E,25,2025-09-27,69960,211E,1230605,20250927 19:52,110,,2025-09-27T19:52:08.595374
2-VERONA,False,262,43.02688334214889,-89.461347366618,1,1230277,63924,435,EMPTY,D,19,2025-09-27,68460,221D,1230277,20250927 19:52,148,,2025-09-27T19:52:10.967176
1-JUNCTION,False,226,43.07769915049252,-89.38770279284559,1,1230294,44144,448,EMPTY,D,0,2025-09-27,69900,212D,1230294,20250927 19:51,106,,2025-09-27T19:52:10.967182
1-JUNCTION,False,179,43.05770833333333,-89.52809333333335,1,1230293,92148,448,EMPTY,D,0,2025-09-27,66120,213D,1230293,20250927 19:52,138,,2025-09-27T19:52:10.967183
2-AIRPORT,False,43,43.04344368613653,-89.44440068419165,1,1230258,47031,1297,EMPTY,D,24,2025-09-27,69780,222D,1230258,20250927 19:52,131,,2025-09-27T19:52:10.967184
2-AIRPORT,True,3,43.137373333333336,-89.34652499999999,1,1230257,101384,1297,EMPTY,D,0,2025-09-27,66180,223D,1230257,20250927 19:51,135,,2025-09-27T19:52:10.967186
1-SPRECHER,False,44,43.096838444648185,-89.35873202159596,1,1230241,59021,505941,EMPTY,D,23,2025-09-27,68700,211D,1230241,20250927 19:51,2007,,2025-09-27T19:52:10.967187
2-BUCKEYE,False,140,43.071684463285294,-89.39292606195635,1,1229846,14495,327,EMPTY,C,0,2025-09-27,70620,212C,1229846,20250927 19:52,136,,2025-09-27T19:52:13.395560
1-SPRECHER,False,91,43.08455745068913,-89.28139567946043,1,1229830,51126,349,EMPTY,C,26,2025-09-27,68820,215C,1229830,20250927 19:52,2013,,2025-09-27T19:52:13.395566
U.W. HOSPITAL,False,259,43.07328651482301,-89.418464159529,1,1229865,47637,508,HALF_EMPTY,C,5,2025-09-27,68760,211C,1229865,20250927 19:52,125,,2025-09-27T19:52:13.395567
U.W. HOSPITAL,False,224,43.084816606372186,-89.36216099007238,1,1229883,32015,515,EMPTY,C,13,2025-09-27,70380,213C,1229883,20250927 19:52,145,,2025-09-27T19:52:13.395569
