des,dly,hdg,lat,lon,mode,origtatripno,pdist,pid,psgld,rt,spd,stsd,stst,tablockid,tatripid,tmstmp,vid,zone,collection_timestamp,weather_temp,weather_precipitation,weather_wind_speed,weather_is_rainy,weather_is_snowy,weather_is_extreme,weather_condition,has_alert,alert_count,has_detour,has_event,has_weather_alert,has_construction_alert,is_event_day,has_construction
MEMORIAL UNION,False,4,43.07189,-89.39740166666667,1,1227942,22708,505854,EMPTY,80,2,2025-11-06,59640,7380,1227942,20251106 17:04,2320,,2025-11-06T17:04:33.666590,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,81,43.075891666666664,-89.40028833333332,1,1227944,25513,505855,EMPTY,80,0,2025-11-06,59400,4284,1227944,20251106 17:04,995,,2025-11-06T17:04:42.543709,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,270,43.07514000011392,-89.4101750054803,1,1227950,3413,506364,HALF_EMPTY,80,11,2025-11-06,61200,1380,1227950,20251106 17:04,115,,2025-11-06T17:04:42.543709,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,288,43.086275269934234,-89.43497164134413,1,1227949,14764,506364,HALF_EMPTY,80,0,2025-11-06,60780,7580,1227949,20251106 17:04,2356,,2025-11-06T17:04:42.543709,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,191,43.0811760914112,-89.42827966071303,1,1227948,24629,506364,EMPTY,80,20,2025-11-06,60360,1280,1227948,20251106 17:04,124,,2025-11-06T17:04:42.543709,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,191,43.08117107360651,-89.4282810930457,1,1227947,24631,506364,EMPTY,80,18,2025-11-06,59940,7480,1227947,20251106 17:04,131,,2025-11-06T17:04:42.543709,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,270,43.07334520033793,-89.40681668802439,1,1227946,34355,506364,HALF_EMPTY,80,22,2025-11-06,59400,1180,1227946,20251106 17:04,102,,2025-11-06T17:04:42.543709,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
CAPITOL SQUARE VIA MIDDLETON,False,86,43.09684539160382,-89.51200948839312,1,1230731,27256,433,EMPTY,F,0,2025-11-06,60120,151A,1230731,20251106 17:04,2328,,2025-11-06T17:04:44.849869,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
CAPITOL SQUARE VIA MIDDLETON,False,91,43.07208337444298,-89.40051617802467,1,1230730,72435,433,HALF_EMPTY,F,19,2025-11-06,58200,114A,1230730,20251106 17:04,2306,,2025-11-06T17:04:44.849869,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
JUNCTION VIA MIDDLETON,False,282,43.073435044083304,-89.43337361959568,1,1230767,13391,486,HALF_EMPTY,F,0,2025-11-06,60600,124A,1230767,20251106 17:04,2362,,2025-11-06T17:04:44.849869,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
JUNCTION VIA MIDDLETON,False,181,43.10848171443888,-89.51032577048966,1,1230766,45350,486,EMPTY,F,9,2025-11-06,58800,117A,1230766,20251106 17:04,2337,,2025-11-06T17:04:44.849869,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
