des,dly,hdg,lat,lon,mode,origtatripno,pdist,pid,psgld,rt,spd,stsd,stst,tablockid,tatripid,tmstmp,vid,zone,collection_timestamp
1-SUN PRAIRIE VIA HIGH CROSSING,False,47,43.07345002948434,-89.38595452422437,1,1228774,44823,506161,EMPTY,A,19,2025-09-28,25620,314A,1228774,20250928 07:33,2315,,2025-09-28T07:33:30.258456
2-AMERICAN CENTER VIA HIGH CROSSING,False,170,43.057415000000006,-89.52797666666666,1,1228790,235,506162,EMPTY,A,0,2025-09-28,27420,315A,1228790,20250928 07:33,2320,,2025-09-28T07:33:30.258462
2-AMERICAN CENTER VIA HIGH CROSSING,False,43,43.12521690787996,-89.3119636538873,1,1228789,75084,506162,EMPTY,A,41,2025-09-28,23580,312A,1228789,20250928 07:33,2308,,2025-09-28T07:33:30.258463
JUNCTION VIA HIGH CROSSING,False,197,43.13723012282819,-89.29064072754093,1,1228828,14836,506168,EMPTY,A,38,2025-09-28,26760,313A,1228828,20250928 07:33,2303,,2025-09-28T07:33:30.258465
JUNCTION VIA HIGH CROSSING,False,271,43.07336886160582,-89.4090846626128,1,1228811,60024,506367,EMPTY,A,16,2025-09-28,24900,311A,1228811,20250928 07:33,2305,,2025-09-28T07:33:30.258466
MEMORIAL UNION VIA EAGLE HEIGHTS,False,271,43.07512939631382,-89.4070097490574,1,1228120,2538,506364,EMPTY,80,12,2025-09-28,27000,2180,1228120,20250928 07:33,153,,2025-09-28T07:33:32.723503
SHEBOYGAN VIA MIDDLETON,False,9,43.108859012468464,-89.50998433751703,1,1230848,31081,506311,EMPTY,F,37,2025-09-28,26220,312F,1230848,20250928 07:33,136,,2025-09-28T07:33:35.117565
JUNCTION VIA MIDDLETON,False,180,43.05965,-89.52779,1,1230879,54558,506313,EMPTY,F,27,2025-09-28,25560,311F,1230879,20250928 07:33,2007,,2025-09-28T07:33:35.117569
FITCHBURG-CADDIS,False,144,43.100551722671796,-89.34903838582967,1,1229391,32572,506170,EMPTY,B,0,2025-09-28,26100,332B,1229391,20250928 07:33,2327,,2025-09-28T07:33:37.603875
FITCHBURG-CADDIS,False,52,43.01941166666667,-89.42122166666668,1,1229390,77365,506170,EMPTY,B,0,2025-09-28,24300,333B,1229390,20250928 07:33,2317,,2025-09-28T07:33:37.603879
NORTHPORT,False,149,43.03913336644729,-89.39429245282247,1,1229354,11612,506366,EMPTY,B,9,2025-09-28,26880,331B,1229354,20250928 07:33,2339,,2025-09-28T07:33:37.603880
NORTHPORT,False,33,43.10003750559721,-89.3488554748039,1,1229353,44351,506366,EMPTY,B,11,2025-09-28,25080,334B,1229353,20250928 07:33,2316,,2025-09-28T07:33:37.603881
CAPITOL SQUARE,False,2,43.03923168265401,-89.47751697390659,1,1230610,20845,506369,EMPTY,E,21,2025-09-28,26400,312E,1230610,20250928 07:33,120,,2025-09-28T07:33:40.093020
MCKEE,False,260,43.06766,-89.39921,1,1230627,5742,506370,EMPTY,E,25,2025-09-28,26760,311E,1230627,20250928 07:33,995,,2025-09-28T07:33:40.093024
1-SPRECHER,False,91,43.072066274182525,-89.40263540351067,1,1230300,43922,506006,EMPTY,D,0,2025-09-28,25620,311D,1230300,20250928 07:33,2009,,2025-09-28T07:33:42.428038
1-JUNCTION,False,268,43.0996666,-89.2696152,1,1230353,9629,506009,EMPTY,D,35,2025-09-28,26880,312D,1230353,20250928 07:33,117,,2025-09-28T07:33:42.428042
1-JUNCTION,False,279,43.057675,-89.52810666666667,1,1230352,92407,506009,EMPTY,D,0,2025-09-28,23280,313D,1230352,20250928 07:33,154,,2025-09-28T07:33:42.428043
2-AIRPORT,False,3,43.004236359051504,-89.49902950872561,1,1230317,17361,506340,EMPTY,D,22,2025-09-28,26700,322D,1230317,20250928 07:33,2212,,2025-09-28T07:33:42.428044
2-AIRPORT,False,2,43.13745666666667,-89.34651833333334,1,1230316,102033,506340,EMPTY,D,0,2025-09-28,23160,323D,1230316,20250928 07:33,2214,,2025-09-28T07:33:42.428044
2-VERONA,False,223,43.065117445670786,-89.41699575281311,1,1230336,44189,506346,EMPTY,D,11,2025-09-28,25380,321D,1230336,20250928 07:33,2011,,2025-09-28T07:33:42.428045
1-SPRECHER,False,132,43.09251338250339,-89.35115143924264,1,1229888,30589,349,EMPTY,C,9,2025-09-28,25740,315C,1229888,20250928 07:33,106,,2025-09-28T07:33:44.855293
U.W. HOSPITAL,False,230,43.07108213116249,-89.38355451978295,1,1229923,37319,508,EMPTY,C,16,2025-09-28,25680,311C,1229923,20250928 07:33,110,,2025-09-28T07:33:44.855299
U.W. HOSPITAL,False,249,43.073790168840304,-89.28111506586123,1,1229941,2860,515,EMPTY,C,30,2025-09-28,27180,313C,1229941,20250928 07:33,1907,,2025-09-28T07:33:44.855300
