des,dly,hdg,lat,lon,mode,origtatripno,pdist,pid,psgld,rt,spd,stsd,stst,tablockid,tatripid,tmstmp,vid,zone,collection_timestamp,weather_temp,weather_precipitation,weather_wind_speed,weather_is_rainy,weather_is_snowy,weather_is_extreme,weather_condition,has_alert,alert_count,has_detour,has_event,has_weather_alert,has_construction_alert,is_event_day,has_construction
U.W. HOSPITAL VIA EAGLE HEIGHTS,False,0,43.07592752441916,-89.41270159530877,1,1227975,4381,369,HALF_EMPTY,80,9,2025-11-06,63120,7480,1227975,20251106 17:37,131,,2025-11-06T17:37:59.532334,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
U.W. HOSPITAL VIA EAGLE HEIGHTS,False,349,43.084424999999996,-89.43360333333334,1,1227974,13774,369,EMPTY,80,3,2025-11-06,62160,7380,1227974,20251106 17:37,2320,,2025-11-06T17:37:59.532334,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,310,43.07609776138755,-89.40560835517414,1,1227953,1897,506364,FULL,80,0,2025-11-06,63540,1280,1227953,20251106 17:37,124,,2025-11-06T17:37:59.532334,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,270,43.08468000006683,-89.42992998479808,1,1227952,12644,506364,HALF_EMPTY,80,25,2025-11-06,62640,1180,1227952,20251106 17:37,102,,2025-11-06T17:37:59.532334,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,171,43.07725410482108,-89.42909881726769,1,1227951,26784,506364,EMPTY,80,32,2025-11-06,61680,4284,1227951,20251106 17:37,995,,2025-11-06T17:37:59.532334,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,184,43.074064395693874,-89.40628383811232,1,1227950,33849,506364,FULL,80,7,2025-11-06,61200,1380,1227950,20251106 17:37,115,,2025-11-06T17:37:59.532334,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,34,43.072985569708,-89.39737335813622,1,1227949,39437,506364,HALF_EMPTY,80,0,2025-11-06,60780,7580,1227949,20251106 17:37,2356,,2025-11-06T17:37:59.532334,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
CAPITOL SQUARE VIA MIDDLETON,False,113,43.098464751804315,-89.52326208012913,1,1230732,23404,433,EMPTY,F,11,2025-11-06,62100,123A,1230732,20251106 17:37,2351,,2025-11-06T17:38:01.832793,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
CAPITOL SQUARE VIA MIDDLETON,False,46,43.07332373355096,-89.39199637865893,1,1230731,74911,433,EMPTY,F,0,2025-11-06,60120,151A,1230731,20251106 17:38,2328,,2025-11-06T17:38:01.832793,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
JUNCTION VIA MIDDLETON,False,268,43.07538843412792,-89.45591889203436,1,1230768,19480,486,HALF_EMPTY,F,19,2025-11-06,62400,114A,1230768,20251106 17:37,2306,,2025-11-06T17:38:01.832793,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
JUNCTION VIA MIDDLETON,False,359,43.09742770353002,-89.52775241972135,1,1230767,54504,486,EMPTY,F,24,2025-11-06,60600,124A,1230767,20251106 17:37,2362,,2025-11-06T17:38:01.832793,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
JUNCTION VIA MIDDLETON,False,173,43.05794833333333,-89.52797833333334,1,1230766,76500,486,EMPTY,F,0,2025-11-06,58800,117A,1230766,20251106 17:37,2337,,2025-11-06T17:38:01.832793,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
EAGLE HEIGHTS VIA U.W. CAMPUS,False,272,43.07647321265885,-89.41694265145907,1,1228516,21166,462,EMPTY,84,18,2025-11-06,62040,4184,1228516,20251106 17:37,985,,2025-11-06T17:38:03.905374,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
FITCHBURG,False,91,43.07212634513177,-89.40333415293931,1,1227734,9495,489,HALF_EMPTY,65,9,2025-11-06,61980,18165,1227734,20251106 17:37,141,,2025-11-06T17:38:05.957160,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
U.W. HOSPITAL,False,267,43.07334483362113,-89.40106871633283,1,1227727,46837,501,EMPTY,65,20,2025-11-06,61260,18265,1227727,20251106 17:37,139,,2025-11-06T17:38:05.957160,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
2-BUCKEYE,False,265,43.078860758121316,-89.4311485447016,1,1229707,876,327,EMPTY,C,5,2025-11-06,63300,111D,1229707,20251106 17:38,123,,2025-11-06T17:38:08.231148,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
1-SPRECHER,False,45,43.06863162413564,-89.38687521158175,1,1229741,16599,349,HALF_EMPTY,C,24,2025-11-06,62400,120C,1229741,20251106 17:38,118,,2025-11-06T17:38:08.231148,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
1-SPRECHER,False,42,43.08462898614368,-89.36217829950729,1,1229727,25997,349,HALF_EMPTY,C,0,2025-11-06,61440,114C,1229727,20251106 17:38,135,,2025-11-06T17:38:08.231148,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
1-SPRECHER,False,88,43.08411643628893,-89.30481049524651,1,1229692,44792,349,EMPTY,C,26,2025-11-06,60540,112C,1229692,20251106 17:38,2005,,2025-11-06T17:38:08.231148,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
U.W. HOSPITAL,False,266,43.084965265617,-89.26925433081352,1,1229762,1577,454,EMPTY,C,30,2025-11-06,63240,118C,1229762,20251106 17:38,2207,,2025-11-06T17:38:08.231148,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
U.W. HOSPITAL,False,213,43.08715283868483,-89.35942098250847,1,1229812,28322,454,EMPTY,C,16,2025-11-06,62340,117C,1229812,20251106 17:37,1906,,2025-11-06T17:38:08.231148,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
U.W. HOSPITAL,False,267,43.07337988438351,-89.40008723904226,1,1229799,42843,454,HALF_EMPTY,C,0,2025-11-06,61380,111C,1229799,20251106 17:38,106,,2025-11-06T17:38:08.231148,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
FITCHBURG-CADDIS,False,177,43.12396729429992,-89.35521113032736,1,1229163,22973,1278,EMPTY,B,37,2025-11-06,62580,162B,1229163,20251106 17:38,2330,,2025-11-06T17:38:10.518132,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
FITCHBURG-CADDIS,False,224,43.092331293013416,-89.35931925254764,1,1229127,36783,1278,EMPTY,B,23,2025-11-06,61680,155B,1229127,20251106 17:38,2305,,2025-11-06T17:38:10.518132,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
FITCHBURG-CADDIS,False,131,43.05408884304158,-89.3968020341268,1,1229156,58189,1278,HALF_EMPTY,B,0,2025-11-06,60780,161B,1229156,20251106 17:38,2317,,2025-11-06T17:38:10.518132,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
FITCHBURG-CADDIS,False,223,43.031346849205015,-89.40932127983216,1,1229126,70325,1278,EMPTY,B,16,2025-11-06,59820,154B,1229126,20251106 17:38,2340,,2025-11-06T17:38:10.518132,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
FITCHBURG-CADDIS,False,292,43.020098964029174,-89.42147719340433,1,1229155,76127,1278,EMPTY,B,0,2025-11-06,58920,160B,1229155,20251106 17:38,2357,,2025-11-06T17:38:10.518132,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
NORTHPORT,False,355,43.06738094898833,-89.40085461992447,1,1229095,23329,1280,EMPTY,B,1,2025-11-06,62460,159B,1229095,20251106 17:37,2326,,2025-11-06T17:38:10.518132,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
NORTHPORT,False,84,43.07202585849072,-89.3976217828362,1,1229062,25898,1280,HALF_EMPTY,B,22,2025-11-06,61560,158B,1229062,20251106 17:38,2338,,2025-11-06T17:38:10.518132,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
NORTHPORT,False,359,43.11286622433313,-89.35366675564315,1,1229094,49929,1280,EMPTY,B,15,2025-11-06,60660,157B,1229094,20251106 17:37,2327,,2025-11-06T17:38:10.518132,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
NORTHPORT,False,272,43.133734999999994,-89.37286666666665,1,1229061,60800,1280,EMPTY,B,0,2025-11-06,59700,156B,1229061,20251106 17:38,2352,,2025-11-06T17:38:10.518132,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MCKEE,False,271,43.06778604787987,-89.40253811331462,1,1230554,6593,506494,EMPTY,E,22,2025-11-06,62760,117E,1230554,20251106 17:38,114,,2025-11-06T17:38:12.812504,54.0,0.0,13.9,0,0,0,partly cloudy,1,3,1,0,0,0,0,0
MCKEE,False,270,43.03196000010327,-89.47721010252062,1,1230563,43039,506494,HALF_EMPTY,E,17,2025-11-06,60960,113E,1230563,20251106 17:38,1912,,2025-11-06T17:38:12.812504,54.0,0.0,13.9,0,0,0,partly cloudy,1,3,1,0,0,0,0,0
CAPITOL SQUARE,False,353,43.05068277254212,-89.47325318437441,1,1230533,25488,506589,EMPTY,E,0,2025-11-06,62340,111E,1230533,20251106 17:38,107,,2025-11-06T17:38:12.812504,54.0,0.0,13.9,0,0,0,partly cloudy,1,3,1,0,0,0,0,0
1-SPRECHER,False,178,43.05654,-89.52767333333334,1,1230110,610,506006,EMPTY,D,15,2025-11-06,63480,114E,1230110,20251106 17:38,1901,,2025-11-06T17:38:15.209671,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
1-SPRECHER,False,43,43.06090377068646,-89.42306714131088,1,1230153,36452,506006,EMPTY,D,0,2025-11-06,61620,113C,1230153,20251106 17:38,987,,2025-11-06T17:38:15.209671,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
1-SPRECHER,False,96,43.09978418089822,-89.3391914676229,1,1230109,65663,506006,EMPTY,D,22,2025-11-06,59820,115D,1230109,20251106 17:38,2208,,2025-11-06T17:38:15.209671,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
1-SPRECHER,True,179,43.085715,-89.26460333333334,1,1230151,92704,506006,EMPTY,D,0,2025-11-06,58020,114D,1230151,20251106 17:38,101,,2025-11-06T17:38:15.209671,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
1-JUNCTION,False,230,43.08780170014116,-89.37338840605419,1,1230190,39221,506009,EMPTY,D,0,2025-11-06,62040,112D,1230190,20251106 17:38,1911,,2025-11-06T17:38:15.209671,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
1-JUNCTION,False,257,43.05377663009678,-89.46518032097968,1,1230216,70081,506009,EMPTY,D,30,2025-11-06,60240,115C,1230216,20251106 17:38,145,,2025-11-06T17:38:15.209671,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
2-AIRPORT,False,75,42.99691666666666,-89.56376999999999,1,1230127,21,506661,EMPTY,D,0,2025-11-06,63540,123D,1230127,20251106 17:38,147,,2025-11-06T17:38:15.209671,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
2-AIRPORT,False,125,43.02363257899236,-89.46854592626634,1,1230154,40523,506661,EMPTY,D,24,2025-11-06,61620,126D,1230154,20251106 17:38,1908,,2025-11-06T17:38:15.209671,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
