des,dly,hdg,lat,lon,mode,origtatripno,pdist,pid,psgld,rt,spd,stsd,stst,tablockid,tatripid,tmstmp,vid,zone,collection_timestamp
2-BUCKEYE,False,132,43.09250123436605,-89.35113345961805,1,1229707,30595,327,EMPTY,C,8,2025-09-26,63300,111D,1229707,20250926 18:09,114,,2025-09-26T18:09:34.515413
U.W. HOSPITAL,False,128,43.08401428719671,-89.36200315359919,1,1229779,32429,331,EMPTY,C,15,2025-09-26,63960,119C,1229779,20250926 18:09,2207,,2025-09-26T18:09:34.515420
1-SPRECHER,False,137,43.07046897334249,-89.39128857180404,1,1229693,15027,349,EMPTY,C,16,2025-09-26,64200,116C,1229693,20250926 18:09,116,,2025-09-26T18:09:34.515422
1-SPRECHER,False,160,43.085811666666665,-89.26462500000001,1,1229741,56074,349,EMPTY,C,0,2025-09-26,62400,120C,1229741,20250926 18:09,998,,2025-09-26T18:09:34.515429
1-SPRECHER,True,52,43.08567,-89.26456333333333,1,1229727,56074,349,EMPTY,C,0,2025-09-26,61440,114C,1229727,20250926 18:09,123,,2025-09-26T18:09:34.515430
DEMPSEY,False,110,43.07260947614655,-89.43093373053487,1,1229728,4160,445,EMPTY,C,22,2025-09-26,65100,111C,1229728,20250926 18:09,131,,2025-09-26T18:09:34.515431
U.W. HOSPITAL,False,86,43.08495500000001,-89.26650666666667,1,1229800,845,454,EMPTY,C,0,2025-09-26,65040,112C,1229800,20250926 18:09,122,,2025-09-26T18:09:34.515433
U.W. HOSPITAL,False,267,43.07337559329499,-89.40020739636968,1,1229762,42876,454,EMPTY,C,4,2025-09-26,63240,118C,1229762,20250926 18:09,1911,,2025-09-26T18:09:34.515434
EPIC CAMPUS,False,214,42.99919100615657,-89.50151814937144,1,1227765,52571,1252,EMPTY,75,35,2025-09-26,63480,18375,1227765,20250926 18:09,2340,,2025-09-26T18:09:36.941001
CAPITOL SQUARE,False,83,42.9876424668786,-89.55475644107142,1,1227744,5974,1274,HALF_EMPTY,75,22,2025-09-26,65100,18575,1227744,20250926 18:09,1902,,2025-09-26T18:09:36.941007
CAPITOL SQUARE,False,46,43.06671466101214,-89.39538054603896,1,1227743,69083,1274,HALF_EMPTY,75,15,2025-09-26,63300,18275,1227743,20250926 18:09,1910,,2025-09-26T18:09:36.941009
