des,dly,hdg,lat,lon,mode,origtatripno,pdist,pid,psgld,rt,spd,stsd,stst,tablockid,tatripid,tmstmp,vid,zone,collection_timestamp
FITCHBURG-CADDIS,False,112,43.130167775256126,-89.36247448624724,1,1229156,19642,1278,EMPTY,B,1,2025-09-25,60780,161B,1229156,20250925 17:03,2310,,2025-09-25T17:03:47.486903
FITCHBURG-CADDIS,False,223,43.07642706596202,-89.38185855660643,1,1229126,45118,1278,EMPTY,B,0,2025-09-25,59820,154B,1229126,20250925 17:03,2301,,2025-09-25T17:03:47.486907
FITCHBURG-CADDIS,False,271,43.07328582891474,-89.40051110369237,1,1229155,50810,1278,HALF_EMPTY,B,11,2025-09-25,58920,160B,1229155,20250925 17:03,2342,,2025-09-25T17:03:47.486908
FITCHBURG-CADDIS,False,213,43.02416272729704,-89.41491448596405,1,1229125,73389,1278,EMPTY,B,24,2025-09-25,58020,159B,1229125,20250925 17:03,2323,,2025-09-25T17:03:47.486909
NORTHPORT,False,52,43.019573333333334,-89.42093833333332,1,1229062,97,1280,EMPTY,B,0,2025-09-25,61560,158B,1229062,20250925 17:03,2354,,2025-09-25T17:03:47.486909
NORTHPORT,False,348,43.044642160850294,-89.39387095628003,1,1229094,14516,1280,EMPTY,B,15,2025-09-25,60660,157B,1229094,20250925 17:03,2345,,2025-09-25T17:03:47.486910
NORTHPORT,False,46,43.07260008606358,-89.39305407672526,1,1229061,27200,1280,EMPTY,B,8,2025-09-25,59700,156B,1229061,20250925 17:03,2359,,2025-09-25T17:03:47.486911
NORTHPORT,False,340,43.103081058168605,-89.35029287640586,1,1229093,45313,1280,EMPTY,B,0,2025-09-25,58800,153B,1229093,20250925 17:03,2308,,2025-09-25T17:03:47.486911
NORTHPORT,False,358,43.12307501542653,-89.35498364452172,1,1229060,53728,1280,HALF_EMPTY,B,21,2025-09-25,57900,155B,1229060,20250925 17:03,2350,,2025-09-25T17:03:47.486912
JUNCTION,False,227,43.112010133555366,-89.3322031125922,1,1228623,30599,387,HALF_EMPTY,A,25,2025-09-25,60180,125A,1228623,20250925 17:03,2352,,2025-09-25T17:03:49.766544
JUNCTION,False,270,43.075370000045346,-89.45689999794132,1,1228639,70147,387,FULL,A,42,2025-09-25,58380,115A,1228639,20250925 17:03,2317,,2025-09-25T17:03:49.766549
2-AMERICAN CENTER,False,172,43.05744,-89.52798499999999,1,1228578,234,414,EMPTY,A,0,2025-09-25,61620,127A,1228578,20250925 17:03,2315,,2025-09-25T17:03:49.766550
2-AMERICAN CENTER,False,85,43.07399964268469,-89.41858477407244,1,1228577,35195,414,HALF_EMPTY,A,34,2025-09-25,59820,112A,1228577,20250925 17:03,2326,,2025-09-25T17:03:49.766551
2-AMERICAN CENTER,False,45,43.120445808108315,-89.31894450883892,1,1228576,72408,414,EMPTY,A,43,2025-09-25,57960,122A,1228576,20250925 17:03,2330,,2025-09-25T17:03:49.766552
1-SUN PRAIRIE VIA HIGH CROSSING,False,90,43.060747483608736,-89.4965913672396,1,1228548,9754,421,EMPTY,A,0,2025-09-25,60720,111A,1228548,20250925 17:03,2347,,2025-09-25T17:03:49.766553
1-SUN PRAIRIE VIA HIGH CROSSING,False,44,43.08714551238725,-89.36641949761965,1,1228531,52580,421,FULL,A,1,2025-09-25,58860,113A,1228531,20250925 17:03,2318,,2025-09-25T17:03:49.766554
1-SUN PRAIRIE VIA HIGH CROSSING,False,359,43.156799,-89.266988,1,1228547,95552,421,EMPTY,A,7,2025-09-25,57060,119A,1228547,20250925 17:03,2356,,2025-09-25T17:03:49.766555
JUNCTION VIA HIGH CROSSING,False,221,43.14027701387881,-89.28755784400634,1,1228597,13472,469,EMPTY,A,38,2025-09-25,61020,121A,1228597,20250925 17:03,2353,,2025-09-25T17:03:49.766556
JUNCTION VIA HIGH CROSSING,False,226,43.08346991592219,-89.37189184737763,1,1228614,47013,469,HALF_EMPTY,A,36,2025-09-25,59220,118A,1228614,20250925 17:03,2361,,2025-09-25T17:03:49.766557
JUNCTION VIA HIGH CROSSING,False,269,43.06068774646055,-89.51003900294454,1,1228596,90391,469,EMPTY,A,34,2025-09-25,57420,126A,1228596,20250925 17:03,2316,,2025-09-25T17:03:49.766558
FITCHBURG,False,137,43.070556136993964,-89.39140000065365,1,1227730,12794,489,HALF_EMPTY,65,15,2025-09-25,60000,116E,1227730,20250925 17:03,106,,2025-09-25T17:03:52.070217
U.W. HOSPITAL,False,67,43.00542126330707,-89.40796211702646,1,1227727,6112,501,EMPTY,65,28,2025-09-25,61260,18265,1227727,20250925 17:03,2206,,2025-09-25T17:03:52.070222
U.W. HOSPITAL,False,302,43.07409251209914,-89.39245336919888,1,1227726,44491,501,EMPTY,65,0,2025-09-25,59460,18165,1227726,20250925 17:03,144,,2025-09-25T17:03:52.070223
JUNCTION,False,279,43.055653358004506,-89.52641237411885,1,1227610,33817,504,EMPTY,55,3,2025-09-25,60300,18275,1227610,20250925 17:03,2201,,2025-09-25T17:03:54.385583
EPIC CAMPUS,False,1,43.03690039110716,-89.52353852672941,1,1227617,10846,512,EMPTY,55,5,2025-09-25,61020,18675,1227617,20250925 17:03,2307,,2025-09-25T17:03:54.385589
1-SPRECHER,False,181,43.05761166666666,-89.52811500000001,1,1230153,76,505941,EMPTY,D,0,2025-09-25,61620,113C,1230153,20250925 17:03,986,,2025-09-25T17:03:56.670600
1-SPRECHER,False,53,43.060701584268465,-89.42342631856788,1,1230109,36334,505941,EMPTY,D,13,2025-09-25,59820,115D,1230109,20250925 17:03,2204,,2025-09-25T17:03:56.670607
1-SPRECHER,False,136,43.09842794716194,-89.329510995124,1,1230151,68243,505941,HALF_EMPTY,D,30,2025-09-25,58020,114D,1230151,20250925 17:03,2009,,2025-09-25T17:03:56.670608
1-SPRECHER,True,167,43.085756666666676,-89.26462333333332,1,1230108,92704,505941,EMPTY,D,0,2025-09-25,56220,112D,1230108,20250925 17:03,107,,2025-09-25T17:03:56.670609
1-JUNCTION,False,275,43.09666177661399,-89.35966053175677,1,1230216,34231,505944,EMPTY,D,9,2025-09-25,60240,115C,1230216,20250925 17:03,995,,2025-09-25T17:03:56.670610
1-JUNCTION,False,341,43.05021669465488,-89.45086170263379,1,1230189,65147,505944,HALF_EMPTY,D,0,2025-09-25,58380,114E,1230189,20250925 17:03,2213,,2025-09-25T17:03:56.670611
2-AIRPORT,False,159,43.026748989713205,-89.4623143938279,1,1230126,43588,506011,EMPTY,D,10,2025-09-25,59820,181D,1230126,20250925 17:03,2005,,2025-09-25T17:03:56.670612
2-AIRPORT,False,45,43.08312123228517,-89.37809018454655,1,1230152,78307,506011,HALF_EMPTY,D,11,2025-09-25,58020,121D,1230152,20250925 17:03,130,,2025-09-25T17:03:56.670613
2-AIRPORT,False,2,43.13704500000001,-89.34657666666665,1,1230125,108112,506011,EMPTY,D,0,2025-09-25,56220,124D,1230125,20250925 17:03,142,,2025-09-25T17:03:56.670615
2-AIRPORT,True,6,43.13741666666667,-89.346555,1,1230150,108209,506011,EMPTY,D,0,2025-09-25,54480,125D,1230150,20250925 17:03,115,,2025-09-25T17:03:56.670616
2-EPIC CAMPUS,False,270,43.073260000147044,-89.40004834614173,1,1230173,38505,506019,HALF_EMPTY,D,7,2025-09-25,59640,122D,1230173,20250925 17:03,2004,,2025-09-25T17:03:56.670617
