des,dly,hdg,lat,lon,mode,origtatripno,pdist,pid,psgld,rt,spd,stsd,stst,tablockid,tatripid,tmstmp,vid,zone,collection_timestamp,weather_temp,weather_precipitation,weather_wind_speed,weather_is_rainy,weather_is_snowy,weather_is_extreme,weather_condition,has_alert,alert_count,has_detour,has_event,has_weather_alert,has_construction_alert,is_event_day,has_construction
EPIC CAMPUS,False,209,43.02598141850862,-89.41326022245617,1,1227761,21444,1252,EMPTY,75,24,2025-11-06,55680,18175,1227761,20251106 15:42,1905,,2025-11-06T15:43:01.637735,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
WEST MAIN,False,359,43.156978,-89.267148,1,1232971,43671,394,EMPTY,W,1,2025-11-06,55200,111S,1232971,20251106 15:43,1904,,2025-11-06T15:43:11.796555,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
BROOKS,False,174,43.07462719784658,-89.43391383419534,1,1231789,35399,506535,EMPTY,J,0,2025-11-06,55200,113G,1231789,20251106 15:43,134,,2025-11-06T15:43:14.047425,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
WEST TOWNE,False,110,43.07863578912887,-89.43077926021583,1,1231804,11663,506536,HALF_EMPTY,J,0,2025-11-06,56100,116G,1231804,20251106 15:43,2007,,2025-11-06T15:43:14.047425,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
SOUTH TRANSFER,False,189,43.061265000000006,-89.50787833333334,1,1231425,0,350,EMPTY,H,0,2025-11-06,56880,112G,1231425,20251106 15:43,130,,2025-11-06T15:43:16.276952,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
SOUTH TRANSFER,False,90,43.03444325306767,-89.44365427621783,1,1231424,34735,350,HALF_EMPTY,H,12,2025-11-06,55080,114G,1231424,20251106 15:43,2215,,2025-11-06T15:43:16.276952,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
WEST TOWNE,False,265,43.02666251925144,-89.41955778759315,1,1231462,10236,400,EMPTY,H,30,2025-11-06,56100,120G,1231462,20251106 15:43,132,,2025-11-06T15:43:16.276952,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
WEST TOWNE,False,1,43.05839655799828,-89.50271670234306,1,1231461,52206,400,EMPTY,H,21,2025-11-06,54300,119G,1231461,20251106 15:43,2201,,2025-11-06T15:43:16.276952,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
DOWNTOWN S.P.,False,213,43.19816697205999,-89.21265501471974,1,1232887,32831,436,EMPTY,S,20,2025-11-06,55500,112S,1232887,20251106 15:43,2214,,2025-11-06T15:43:18.520524,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
FITCHBURG,False,178,43.0764637507131,-89.42438874608449,1,1227728,2459,489,EMPTY,65,0,2025-11-06,56400,18165,1227728,20251106 15:43,141,,2025-11-06T15:43:20.751436,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
2-EPIC CAMPUS,False,228,43.06078550628018,-89.42350457633461,1,1230214,47226,1302,HALF_EMPTY,D,20,2025-11-06,54240,181D,1230214,20251106 15:43,143,,2025-11-06T15:43:23.061566,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
2-EPIC CAMPUS,False,257,42.993418672758864,-89.52313086041802,1,1230171,94816,1302,HALF_EMPTY,D,30,2025-11-06,52440,121D,1230171,20251106 15:43,110,,2025-11-06T15:43:23.062647,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
1-SPRECHER,False,183,43.055779066203776,-89.52777844047343,1,1230108,888,506006,EMPTY,D,0,2025-11-06,56220,112D,1230108,20251106 15:43,1911,,2025-11-06T15:43:23.062647,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
1-SPRECHER,False,47,43.07344472165377,-89.39174360892713,1,1230149,46929,506006,HALF_EMPTY,D,15,2025-11-06,54540,115C,1230149,20251106 15:43,145,,2025-11-06T15:43:23.062647,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
1-SPRECHER,False,88,43.099508393370776,-89.26418567285337,1,1230107,84954,506006,EMPTY,D,33,2025-11-06,52800,114E,1230107,20251106 15:43,1901,,2025-11-06T15:43:23.062647,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
1-SPRECHER,True,155,43.085716766320175,-89.26460916444533,1,1230147,92704,506006,EMPTY,D,0,2025-11-06,51000,113C,1230147,20251106 15:43,987,,2025-11-06T15:43:23.062647,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
1-JUNCTION,False,228,43.08457063926118,-89.37793597791747,1,1230188,40767,506009,EMPTY,D,26,2025-11-06,54780,115D,1230188,20251106 15:43,2208,,2025-11-06T15:43:23.062647,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
1-JUNCTION,False,258,43.05372118834359,-89.46554562870787,1,1230213,70180,506009,FULL,D,16,2025-11-06,52980,114D,1230213,20251106 15:43,101,,2025-11-06T15:43:23.062647,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
2-AIRPORT,False,49,43.053017416245595,-89.43518134763809,1,1230150,57605,506661,EMPTY,D,19,2025-11-06,54480,125D,1230150,20251106 15:43,986,,2025-11-06T15:43:23.062647,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
2-AIRPORT,False,3,43.09858765869349,-89.36407015770061,1,1230124,84974,506661,HALF_EMPTY,D,33,2025-11-06,52740,122D,1230124,20251106 15:43,142,,2025-11-06T15:43:23.062647,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
2-AIRPORT,False,6,43.137255,-89.34654666666665,1,1230148,107507,506661,EMPTY,D,0,2025-11-06,50940,123D,1230148,20251106 15:43,147,,2025-11-06T15:43:23.062647,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
2-EPIC CAMPUS,False,182,43.13081016882775,-89.36350824393426,1,1230172,12099,506672,EMPTY,D,17,2025-11-06,56040,126D,1230172,20251106 15:43,1908,,2025-11-06T15:43:23.062647,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
2-BUCKEYE,False,80,43.072043342185815,-89.42782399719356,1,1229705,5021,327,HALF_EMPTY,C,15,2025-11-06,56040,116C,1229705,20251106 15:43,128,,2025-11-06T15:43:25.336573,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
U.W. HOSPITAL,False,69,43.07456666666667,-89.27792333333333,1,1229777,1938,331,EMPTY,C,0,2025-11-06,56640,112C,1229777,20251106 15:43,2005,,2025-11-06T15:43:25.336573,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
1-SPRECHER,False,88,43.074622935381754,-89.37874302737396,1,1229739,19867,349,HALF_EMPTY,C,0,2025-11-06,55140,111D,1229739,20251106 15:43,123,,2025-11-06T15:43:25.336573,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
1-SPRECHER,False,149,43.087894736144875,-89.32773140389347,1,1229725,37649,349,EMPTY,C,30,2025-11-06,54360,120C,1229725,20251106 15:43,118,,2025-11-06T15:43:25.336573,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
1-SPRECHER,False,141,43.08651,-89.265221,1,1229690,55822,349,EMPTY,C,0,2025-11-06,53460,114C,1229690,20251106 15:43,135,,2025-11-06T15:43:25.336573,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
U.W. HOSPITAL,False,272,43.093980569429014,-89.34353716896163,1,1229760,22977,454,EMPTY,C,15,2025-11-06,55920,119C,1229760,20251106 15:43,1915,,2025-11-06T15:43:25.336573,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
U.W. HOSPITAL,False,227,43.074714721537944,-89.37846583413446,1,1229810,35560,454,EMPTY,C,15,2025-11-06,55020,118C,1229810,20251106 15:43,2207,,2025-11-06T15:43:25.336573,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
U.W. HOSPITAL,False,270,43.07351700001436,-89.41428833252876,1,1229797,46594,454,HALF_EMPTY,C,0,2025-11-06,54120,117C,1229797,20251106 15:43,1906,,2025-11-06T15:43:25.336573,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
MCKEE,False,270,43.06781390012108,-89.40403502288777,1,1230552,6990,506494,EMPTY,E,15,2025-11-06,55560,115E,1230552,20251106 15:43,119,,2025-11-06T15:43:27.577355,54.0,0.0,13.9,0,0,0,partly cloudy,1,3,1,0,0,0,0,0
CAPITOL SQUARE,False,110,43.07212745667136,-89.42898966388907,1,1230537,45614,506589,EMPTY,E,5,2025-11-06,55140,116E,1230537,20251106 15:43,100,,2025-11-06T15:43:27.577355,54.0,0.0,13.9,0,0,0,partly cloudy,1,3,1,0,0,0,0,0
EAGLE HEIGHTS VIA U.W. CAMPUS,False,90,43.07643795443908,-89.41242793993732,1,1228511,15733,462,EMPTY,84,18,2025-11-06,55740,4284,1228511,20251106 15:43,995,,2025-11-06T15:43:29.821350,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
EAGLE HEIGHTS VIA U.W. CAMPUS,False,273,43.086235003976746,-89.43460874506793,1,1228510,30272,462,HALF_EMPTY,84,15,2025-11-06,54840,4184,1228510,20251106 15:43,985,,2025-11-06T15:43:29.821350,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
EAST TOWNE,False,185,43.037143610848084,-89.3847134530925,1,1231059,9366,373,HALF_EMPTY,G,0,2025-11-06,56100,115G,1231059,20251106 15:43,2206,,2025-11-06T15:43:32.069237,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
EAST TOWNE,False,88,43.09832193957,-89.31607043174995,1,1231058,58604,373,EMPTY,G,15,2025-11-06,54300,117G,1231058,20251106 15:43,2204,,2025-11-06T15:43:32.069237,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
SOUTH TRANSFER,False,89,43.09821000013427,-89.31756839035847,1,1231095,25458,506612,EMPTY,G,7,2025-11-06,55620,111G,1231095,20251106 15:43,158,,2025-11-06T15:43:32.069237,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
SOUTH TRANSFER,False,307,43.033192959404225,-89.38802684328992,1,1231094,71972,506612,EMPTY,G,7,2025-11-06,53820,121G,1231094,20251106 15:43,2013,,2025-11-06T15:43:32.069237,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
FITCHBURG-CADDIS,False,115,43.139472929730296,-89.3872945890591,1,1229124,12193,1278,EMPTY,B,31,2025-11-06,56220,157B,1229124,20251106 15:43,2327,,2025-11-06T15:43:34.333573,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
FITCHBURG-CADDIS,False,177,43.116073160984826,-89.354950890102,1,1229153,25902,1278,EMPTY,B,37,2025-11-06,55320,156B,1229153,20251106 15:43,2352,,2025-11-06T15:43:34.333573,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
FITCHBURG-CADDIS,False,271,43.074799940398854,-89.3912795485342,1,1229123,48127,1278,HALF_EMPTY,B,0,2025-11-06,54420,153B,1229123,20251106 15:43,2353,,2025-11-06T15:43:34.333573,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
FITCHBURG-CADDIS,False,179,43.04174922294787,-89.39410065574707,1,1229152,62765,1278,EMPTY,B,18,2025-11-06,53520,155B,1229152,20251106 15:43,2305,,2025-11-06T15:43:34.333573,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
FITCHBURG-CADDIS,False,52,43.01956833333334,-89.42091333333335,1,1229122,76998,1278,EMPTY,B,0,2025-11-06,52620,152B,1229122,20251106 15:43,2301,,2025-11-06T15:43:34.333573,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
NORTHPORT,False,122,43.03920329157596,-89.3943850928135,1,1229059,11628,1280,EMPTY,B,7,2025-11-06,56100,154B,1229059,20251106 15:43,2340,,2025-11-06T15:43:34.333573,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
NORTHPORT,False,3,43.071814832026696,-89.40070584750531,1,1229091,24971,1280,EMPTY,B,0,2025-11-06,55200,151B,1229091,20251106 15:43,2309,,2025-11-06T15:43:34.333573,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
NORTHPORT,False,45,43.08772307592377,-89.36552311822406,1,1229058,37765,1280,EMPTY,B,15,2025-11-06,54300,150B,1229058,20251106 15:43,2342,,2025-11-06T15:43:34.333573,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
NORTHPORT,False,300,43.13369878488789,-89.37021042197475,1,1229090,59998,1280,EMPTY,B,15,2025-11-06,53460,149B,1229090,20251106 15:43,2310,,2025-11-06T15:43:34.333573,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
1-JUNCTION,False,277,43.07487688002664,-89.3909615178232,1,1232597,1911,354,EMPTY,R,0,2025-11-06,56280,117E,1232597,20251106 15:43,114,,2025-11-06T15:43:36.616852,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
CAPITOL SQUARE,False,182,43.05589,-89.52765,1,1232543,845,363,EMPTY,R,3,2025-11-06,56460,111E,1232543,20251106 15:43,107,,2025-11-06T15:43:36.616852,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
CAPITOL SQUARE,False,42,43.074610826017555,-89.39015836772731,1,1232527,51568,382,EMPTY,R,15,2025-11-06,54660,113D,1232527,20251106 15:43,155,,2025-11-06T15:43:36.616852,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
2-SOUTH RIDGE,False,3,43.096788241347525,-89.5016850543309,1,1232580,40791,478,EMPTY,R,0,2025-11-06,54480,113E,1232580,20251106 15:43,1912,,2025-11-06T15:43:36.616852,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
EAST TOWNE VIA HAYES,False,52,43.14032832972948,-89.30955597263304,1,1232357,6723,431,EMPTY,P,17,2025-11-06,56280,122G,1232357,20251106 15:43,1914,,2025-11-06T15:43:38.882164,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
SHERMAN,False,110,43.07350913634535,-89.43416377965141,1,1227450,10979,1288,EMPTY,28,0,2025-11-06,55980,11228,1227450,20251106 15:43,151,,2025-11-06T15:43:41.153006,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
WHITNEY VIA SHERMAN,False,37,43.09287333333334,-89.37179666666667,1,1227480,25,1298,EMPTY,28,0,2025-11-06,56700,11328,1227480,20251106 15:43,2213,,2025-11-06T15:43:41.153006,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
WHITNEY VIA SHERMAN,False,0,43.076558615909455,-89.42080889056109,1,1227479,27134,1298,EMPTY,28,26,2025-11-06,54900,11128,1227479,20251106 15:43,1910,,2025-11-06T15:43:41.153006,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
