des,dly,hdg,lat,lon,mode,origtatripno,pdist,pid,psgld,rt,spd,stsd,stst,tablockid,tatripid,tmstmp,vid,zone,collection_timestamp
JUNCTION,False,180,43.05748333333333,-89.52811833333332,1,1227601,34946,504,EMPTY,55,0,2025-09-30,26700,13475,1227601,20250930 07:46,2010,,2025-09-30T07:47:05.198969
1-SPRECHER,False,178,43.04639263002381,-89.50323197313064,1,1230100,9743,506006,EMPTY,D,0,2025-09-30,27480,111D,1230100,20250930 07:47,131,,2025-09-30T07:47:07.504021
1-SPRECHER,False,54,43.0721413730336,-89.39380061488148,1,1230133,46204,506006,HALF_EMPTY,D,6,2025-09-30,25680,114D,1230133,20250930 07:46,134,,2025-09-30T07:47:07.504025
1-SPRECHER,False,155,43.085701666666665,-89.26460166666666,1,1230099,92704,506006,EMPTY,D,0,2025-09-30,23880,112D,1230099,20250930 07:46,2014,,2025-09-30T07:47:07.504026
1-JUNCTION,False,270,43.099100116557175,-89.28876051853189,1,1230199,14569,506009,HALF_EMPTY,D,35,2025-09-30,27360,115C,1230199,20250930 07:46,106,,2025-09-30T07:47:07.504027
1-JUNCTION,False,271,43.07328,-89.3946457,1,1230180,46691,506009,FULL,D,0,2025-09-30,25560,113D,1230180,20250930 07:47,152,,2025-09-30T07:47:07.504027
1-JUNCTION,False,0,43.04651827405264,-89.50303,1,1230196,82732,506009,EMPTY,D,0,2025-09-30,24000,111C,1230196,20250930 07:47,153,,2025-09-30T07:47:07.504028
2-AIRPORT,False,77,42.99343580524381,-89.52159583129995,1,1230136,15217,506338,EMPTY,D,30,2025-09-30,27420,126D,1230136,20250930 07:47,2206,,2025-09-30T07:47:07.504029
2-AIRPORT,False,47,43.05281333333334,-89.43539833333334,1,1230116,58198,506338,EMPTY,D,16,2025-09-30,25620,121D,1230116,20250930 07:46,113,,2025-09-30T07:47:07.504029
2-AIRPORT,False,0,43.114855927239844,-89.36378,1,1230134,91599,506338,EMPTY,D,25,2025-09-30,23820,124D,1230134,20250930 07:47,1907,,2025-09-30T07:47:07.504030
2-EPIC CAMPUS,False,91,43.106951099635936,-89.363954908539,1,1230164,20920,506350,EMPTY,D,20,2025-09-30,27060,125D,1230164,20250930 07:47,2211,,2025-09-30T07:47:07.504031
2-EPIC CAMPUS,False,231,43.0651741,-89.41679,1,1230198,44900,506350,EMPTY,D,0,2025-09-30,25500,122D,1230198,20250930 07:47,1903,,2025-09-30T07:47:07.504031
2-EPIC CAMPUS,False,256,42.993603621437735,-89.52184730557619,1,1230163,94917,506350,HALF_EMPTY,D,35,2025-09-30,23700,123D,1230163,20250930 07:46,1908,,2025-09-30T07:47:07.504032
JUNCTION,False,21,43.14572964657973,-89.29183627670922,1,1228620,9458,387,EMPTY,A,31,2025-09-30,27720,115A,1228620,20250930 07:47,2339,,2025-09-30T07:47:09.769193
JUNCTION,False,317,43.07595266301448,-89.383699614195,1,1228640,49934,387,HALF_EMPTY,A,15,2025-09-30,25860,127A,1228640,20250930 07:47,2325,,2025-09-30T07:47:09.769197
JUNCTION,False,266,43.06040239804213,-89.52830872013946,1,1228641,93751,387,EMPTY,A,31,2025-09-30,24060,114A,1228641,20250930 07:47,2355,,2025-09-30T07:47:09.769198
2-AMERICAN CENTER,False,89,43.06063599531934,-89.50305046007693,1,1228559,8021,414,HALF_EMPTY,A,0,2025-09-30,27540,122A,1228559,20250930 07:46,2310,,2025-09-30T07:47:09.769199
2-AMERICAN CENTER,False,45,43.089947372823076,-89.3624065412446,1,1228558,54021,414,EMPTY,A,26,2025-09-30,25800,120A,1228558,20250930 07:47,2356,,2025-09-30T07:47:09.769200
1-SUN PRAIRIE VIA HIGH CROSSING,False,115,43.07332855670837,-89.43324458479029,1,1228522,31281,421,FULL,A,0,2025-09-30,26700,113A,1228522,20250930 07:47,2342,,2025-09-30T07:47:09.769200
1-SUN PRAIRIE VIA HIGH CROSSING,False,86,43.121063605844995,-89.32519876648125,1,1228538,70146,421,EMPTY,A,0,2025-09-30,24900,119A,1228538,20250930 07:47,2338,,2025-09-30T07:47:09.769201
1-SUN PRAIRIE VIA HIGH CROSSING,True,10,43.15682333333333,-89.26689,1,1228521,95552,421,EMPTY,A,0,2025-09-30,23100,121A,1228521,20250930 07:46,2347,,2025-09-30T07:47:09.769202
JUNCTION VIA HIGH CROSSING,False,276,43.12019402212866,-89.32924087490815,1,1228605,28673,469,FULL,A,0,2025-09-30,26700,118A,1228605,20250930 07:47,2317,,2025-09-30T07:47:09.769202
JUNCTION VIA HIGH CROSSING,False,276,43.075276294437366,-89.44365790157639,1,1228587,68122,469,EMPTY,A,20,2025-09-30,24900,126A,1228587,20250930 07:46,2320,,2025-09-30T07:47:09.769203
U.W. HOSPITAL,False,227,43.0756428163854,-89.37708793372934,1,1229802,20923,324,HALF_EMPTY,C,10,2025-09-30,26820,120C,1229802,20250930 07:47,988,,2025-09-30T07:47:12.083132
U.W. HOSPITAL,False,278,43.073154619897394,-89.306626376178,1,1229769,9681,331,EMPTY,C,21,2025-09-30,27600,116C,1229769,20250930 07:47,2215,,2025-09-30T07:47:12.083136
U.W. HOSPITAL,False,265,43.09393818571472,-89.34160094528777,1,1229752,22458,454,EMPTY,C,11,2025-09-30,27060,115D,1229752,20250930 07:46,2009,,2025-09-30T07:47:12.083137
U.W. HOSPITAL,False,271,43.07324373992581,-89.3968609350672,1,1229815,41979,454,FULL,C,24,2025-09-30,25680,114C,1229815,20250930 07:46,126,,2025-09-30T07:47:12.083138
U.W. HOSPITAL,False,342,43.072895551392236,-89.42871427197264,1,1229789,50700,454,HALF_EMPTY,C,3,2025-09-30,25200,112C,1229789,20250930 07:47,2007,,2025-09-30T07:47:12.083138
2-BUCKEYE,False,330,43.07759760202975,-89.42902794541494,1,1229698,102,506376,EMPTY,C,0,2025-09-30,27900,119C,1229698,20250930 07:47,130,,2025-09-30T07:47:12.083139
1-SPRECHER,False,55,43.06813724261249,-89.38759546723725,1,1229731,16844,506377,EMPTY,C,17,2025-09-30,27000,118C,1229731,20250930 07:46,133,,2025-09-30T07:47:12.083139
1-SPRECHER,False,54,43.089428602725064,-89.35679134601496,1,1229716,28794,506377,EMPTY,C,25,2025-09-30,26280,117C,1229716,20250930 07:47,2205,,2025-09-30T07:47:12.083140
1-SPRECHER,False,89,43.08456000001466,-89.27689166713009,1,1229682,52750,506377,EMPTY,C,33,2025-09-30,25380,113C,1229682,20250930 07:47,2013,,2025-09-30T07:47:12.083141
CAPITOL SQUARE,False,38,43.01984674711953,-89.50649304008532,1,1230513,5469,506369,EMPTY,E,26,2025-09-30,27780,117E,1230513,20250930 07:47,120,,2025-09-30T07:47:14.382908
CAPITOL SQUARE,False,169,43.07134284981514,-89.42865463997587,1,1230529,45980,506369,HALF_EMPTY,E,20,2025-09-30,25980,113E,1230529,20250930 07:47,2005,,2025-09-30T07:47:14.382912
MCKEE,False,285,43.06824573566081,-89.45086416861152,1,1230544,23344,506370,EMPTY,E,0,2025-09-30,26760,116E,1230544,20250930 07:47,100,,2025-09-30T07:47:14.382913
EPIC CAMPUS,False,234,43.01609062795714,-89.42348244770179,1,1227771,1606,1229,EMPTY,75,33,2025-09-30,27600,13375,1227771,20250930 07:47,1905,,2025-09-30T07:47:16.698842
