des,dly,hdg,lat,lon,mode,origtatripno,pdist,pid,psgld,rt,spd,stsd,stst,tablockid,tatripid,tmstmp,vid,zone,collection_timestamp
1-SPRECHER,False,48,43.07775414415319,-89.37036017338289,1,1229818,22373,349,EMPTY,C,20,2025-09-27,25740,215C,1229818,20250927 07:29,2013,,2025-09-27T07:29:04.689114
U.W. HOSPITAL,False,224,43.07789689058745,-89.37029958225088,1,1229853,32941,508,EMPTY,C,22,2025-09-27,25680,211C,1229853,20250927 07:28,125,,2025-09-27T07:29:04.689118
U.W. HOSPITAL,False,69,43.074546666666656,-89.27810833333334,1,1229871,2017,515,EMPTY,C,0,2025-09-27,27180,213C,1229871,20250927 07:28,145,,2025-09-27T07:29:04.689119
FITCHBURG-CADDIS,False,0,43.13888628117585,-89.3977661,1,1229316,8082,506332,EMPTY,B,26,2025-09-27,26580,232B,1229316,20250927 07:29,2331,,2025-09-27T07:29:06.989370
FITCHBURG-CADDIS,False,227,43.07826308640187,-89.37927446909319,1,1229266,44004,506332,EMPTY,B,7,2025-09-27,25680,236B,1229266,20250927 07:29,2308,,2025-09-27T07:29:06.989374
FITCHBURG-CADDIS,False,150,43.05956146790085,-89.40095496539168,1,1229317,55971,506332,EMPTY,B,6,2025-09-27,24780,233B,1229317,20250927 07:28,2359,,2025-09-27T07:29:06.989375
FITCHBURG-CADDIS,False,51,43.01958,-89.42092,1,1229265,76997,506332,EMPTY,B,0,2025-09-27,23880,235B,1229265,20250927 07:29,2347,,2025-09-27T07:29:06.989376
NORTHPORT,False,2,43.03923786936656,-89.39394788824784,1,1229261,12461,506333,EMPTY,B,31,2025-09-27,26460,231B,1229261,20250927 07:29,2304,,2025-09-27T07:29:06.989376
NORTHPORT,False,46,43.079128069326984,-89.37769544658674,1,1229205,33398,506333,EMPTY,B,37,2025-09-27,25080,234B,1229205,20250927 07:27,2312,,2025-09-27T07:29:06.989377
MEMORIAL UNION VIA EAGLE HEIGHTS,False,359,43.0759223448,-89.40060096385243,1,1228062,1057,506353,EMPTY,80,0,2025-09-27,27000,2280,1228062,20250927 07:29,1908,,2025-09-27T07:29:09.269022
MCKEE,False,215,43.07560123649984,-89.3850952416532,1,1230593,194,506334,EMPTY,E,3,2025-09-27,26760,211E,1230593,20250927 07:29,110,,2025-09-27T07:29:11.565175
CAPITOL SQUARE,False,350,43.02674,-89.50547,1,1230576,8963,506369,EMPTY,E,24,2025-09-27,26400,212E,1230576,20250927 07:29,147,,2025-09-27T07:29:11.565179
JUNCTION,False,233,43.108814397248345,-89.33644926030436,1,1228767,32090,506325,EMPTY,A,7,2025-09-27,25860,211A,1228767,20250927 07:29,2342,,2025-09-27T07:29:13.855413
JUNCTION,False,225,43.06550829592886,-89.4700927282405,1,1228768,76814,506325,EMPTY,A,30,2025-09-27,24060,216A,1228768,20250927 07:29,2338,,2025-09-27T07:29:13.855417
1-SUN PRAIRIE VIA HIGH CROSSING,False,91,43.0720958701946,-89.40133496541014,1,1228712,39822,506327,EMPTY,A,33,2025-09-27,25620,214A,1228712,20250927 07:29,2343,,2025-09-27T07:29:13.855418
2-AMERICAN CENTER VIA HIGH CROSSING,False,42,43.12821101700576,-89.30754428308197,1,1228685,76554,506328,EMPTY,A,1,2025-09-27,23580,212A,1228685,20250927 07:29,2354,,2025-09-27T07:29:13.855418
JUNCTION VIA HIGH CROSSING,False,195,43.16160853069224,-89.26878522358824,1,1228732,3164,506331,EMPTY,A,37,2025-09-27,26760,213A,1228732,20250927 07:29,2327,,2025-09-27T07:29:13.855419
JUNCTION VIA HIGH CROSSING,False,297,43.07482563269269,-89.39127204523757,1,1228714,53772,506331,EMPTY,A,0,2025-09-27,24960,217A,1228714,20250927 07:29,2315,,2025-09-27T07:29:13.855420
2-VERONA,False,271,43.073378801908014,-89.39993231673512,1,1230265,37814,435,EMPTY,D,0,2025-09-27,25380,221D,1230265,20250927 07:29,148,,2025-09-27T07:29:16.158076
1-JUNCTION,False,171,43.085544,-89.264504,1,1230282,114,448,EMPTY,D,0,2025-09-27,26880,212D,1230282,20250927 07:29,106,,2025-09-27T07:29:16.158080
1-JUNCTION,False,185,43.05779833333333,-89.52810833333334,1,1230281,92154,448,EMPTY,D,0,2025-09-27,23280,213D,1230281,20250927 07:29,138,,2025-09-27T07:29:16.158081
2-AIRPORT,False,72,42.990482870513176,-89.53368960752942,1,1230246,5647,1297,EMPTY,D,0,2025-09-27,26700,222D,1230246,20250927 07:29,131,,2025-09-27T07:29:16.158081
2-AIRPORT,False,1,43.13726499999999,-89.346555,1,1230245,101384,1297,EMPTY,D,0,2025-09-27,23160,223D,1230245,20250927 07:29,135,,2025-09-27T07:29:16.158082
1-SPRECHER,False,47,43.06762498297845,-89.41299725143024,1,1230229,40098,505941,EMPTY,D,0,2025-09-27,25620,211D,1230229,20250927 07:29,2007,,2025-09-27T07:29:16.158083
SHEBOYGAN VIA MIDDLETON,False,334,43.098128333333335,-89.52324833333333,1,1230784,22813,506311,EMPTY,F,0,2025-09-27,26220,212F,1230784,20250927 07:29,120,,2025-09-27T07:29:18.426162
JUNCTION VIA MIDDLETON,False,147,43.07838690074851,-89.53218343224917,1,1230815,45277,506313,EMPTY,F,30,2025-09-27,25560,211F,1230815,20250927 07:29,1913,,2025-09-27T07:29:18.426166
