des,dly,hdg,lat,lon,mode,origtatripno,pdist,pid,psgld,rt,spd,stsd,stst,tablockid,tatripid,tmstmp,vid,zone,collection_timestamp
FITCHBURG-CADDIS,False,183,43.133823980389046,-89.38359397287083,1,1229138,2795,1278,EMPTY,B,0,2025-09-26,28320,138B,1229138,20250926 07:55,2356,,2025-09-26T07:55:40.848237
FITCHBURG-CADDIS,False,184,43.1139000198617,-89.35499357512913,1,1229108,26700,1278,HALF_EMPTY,B,0,2025-09-26,27420,134B,1229108,20250926 07:55,2315,,2025-09-26T07:55:40.848242
FITCHBURG-CADDIS,False,210,43.076014293704134,-89.38230242104022,1,1229137,45313,1278,HALF_EMPTY,B,19,2025-09-26,26520,133B,1229137,20250926 07:55,2331,,2025-09-26T07:55:40.848242
FITCHBURG-CADDIS,False,175,43.04611912799058,-89.39421724224077,1,1229107,61153,1278,EMPTY,B,24,2025-09-26,25620,135B,1229107,20250926 07:55,2317,,2025-09-26T07:55:40.848243
FITCHBURG-CADDIS,False,54,43.01959,-89.42092333333333,1,1229157,75920,1278,EMPTY,B,0,2025-09-26,24720,139B,1229157,20250926 07:55,2318,,2025-09-26T07:55:40.848244
NORTHPORT,False,10,43.02910443996115,-89.41061309183564,1,1229076,5004,1280,EMPTY,B,17,2025-09-26,28320,131B,1229076,20250926 07:55,2314,,2025-09-26T07:55:40.848245
NORTHPORT,False,344,43.071024890346514,-89.40071577072737,1,1229043,24681,1280,EMPTY,B,9,2025-09-26,27420,137B,1229043,20250926 07:55,2359,,2025-09-26T07:55:40.848245
NORTHPORT,False,42,43.076380359096724,-89.3816353492153,1,1229075,31837,1280,HALF_EMPTY,B,23,2025-09-26,26520,132B,1229075,20250926 07:55,2301,,2025-09-26T07:55:40.848246
NORTHPORT,False,300,43.13380141014667,-89.37045349635719,1,1229042,60073,1280,EMPTY,B,0,2025-09-26,25620,136B,1229042,20250926 07:55,2342,,2025-09-26T07:55:40.848247
JUNCTION,False,276,43.12015443176561,-89.32878575266284,1,1228620,27028,387,HALF_EMPTY,A,20,2025-09-26,27720,115A,1228620,20250926 07:55,2358,,2025-09-26T07:55:43.159166
JUNCTION,False,272,43.07299307376099,-89.42949119673051,1,1228640,62742,387,EMPTY,A,39,2025-09-26,25860,127A,1228640,20250926 07:55,2339,,2025-09-26T07:55:43.159173
2-AMERICAN CENTER,False,89,43.075253056135544,-89.45321487721965,1,1228559,25817,414,EMPTY,A,9,2025-09-26,27540,122A,1228559,20250926 07:55,2330,,2025-09-26T07:55:43.159174
2-AMERICAN CENTER,False,44,43.11292499576008,-89.3306942188425,1,1228558,65996,414,HALF_EMPTY,A,0,2025-09-26,25800,120A,1228558,20250926 07:55,2316,,2025-09-26T07:55:43.159175
