des,dly,hdg,lat,lon,mode,origtatripno,pdist,pid,psgld,rt,spd,stsd,stst,tablockid,tatripid,tmstmp,vid,zone,collection_timestamp,weather_temp,weather_precipitation,weather_wind_speed,weather_is_rainy,weather_is_snowy,weather_is_extreme,weather_condition,has_alert,alert_count,has_detour,has_event,has_weather_alert,has_construction_alert,is_event_day,has_construction
U.W. HOSPITAL VIA EAGLE HEIGHTS,False,159,43.08432818161209,-89.43375354021052,1,1227976,22024,369,EMPTY,80,0,2025-11-06,64020,7580,1227976,20251106 18:04,2356,,2025-11-06T18:05:00.302979,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,33,43.075885,-89.40044666666667,1,1227982,79,506364,EMPTY,80,1,2025-11-06,65340,8180,1227982,20251106 18:04,133,,2025-11-06T18:05:00.302979,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,2,43.07643977387361,-89.41268998269928,1,1227954,4570,506364,FULL,80,7,2025-11-06,64440,1380,1227954,20251106 18:04,115,,2025-11-06T18:05:00.302979,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,91,43.07511216857336,-89.4067396377694,1,1227953,33341,506364,HALF_EMPTY,80,7,2025-11-06,63540,1280,1227953,20251106 18:04,124,,2025-11-06T18:05:00.302979,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,4,43.071878139920415,-89.39747216083028,1,1227952,39054,506364,HALF_EMPTY,80,0,2025-11-06,62640,1180,1227952,20251106 18:04,102,,2025-11-06T18:05:00.302979,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,270,43.07590500001741,-89.40028169708147,1,1227951,41229,506364,EMPTY,80,0,2025-11-06,61680,4284,1227951,20251106 18:04,995,,2025-11-06T18:05:00.302979,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
CAPITOL SQUARE VIA MIDDLETON,False,10,43.10587767780388,-89.51066302926777,1,1230733,30783,433,EMPTY,F,19,2025-11-06,64020,115A,1230733,20251106 18:05,2360,,2025-11-06T18:05:02.649280,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
CAPITOL SQUARE VIA MIDDLETON,False,82,43.07303857332235,-89.42681190629104,1,1230732,65195,433,EMPTY,F,47,2025-11-06,62100,123A,1230732,20251106 18:04,2351,,2025-11-06T18:05:02.649280,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
JUNCTION VIA MIDDLETON,False,281,43.073448506012305,-89.43345470864739,1,1230769,13396,486,EMPTY,F,0,2025-11-06,64200,151A,1230769,20251106 18:04,2328,,2025-11-06T18:05:02.649280,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
JUNCTION VIA MIDDLETON,False,265,43.096810816793294,-89.52595383392149,1,1230768,53755,486,EMPTY,F,31,2025-11-06,62400,114A,1230768,20251106 18:04,2306,,2025-11-06T18:05:02.649280,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
