des,dly,hdg,lat,lon,mode,origtatripno,pdist,pid,psgld,rt,spd,stsd,stst,tablockid,tatripid,tmstmp,vid,zone,collection_timestamp,weather_temp,weather_precipitation,weather_wind_speed,weather_is_rainy,weather_is_snowy,weather_is_extreme,weather_condition,has_alert,alert_count,has_detour,has_event,has_weather_alert,has_construction_alert,is_event_day,has_construction
U.W. HOSPITAL VIA EAGLE HEIGHTS,False,270,43.07513827178812,-89.40977673100558,1,1227977,3310,369,EMPTY,80,7,2025-11-06,64920,4284,1227977,20251106 18:09,995,,2025-11-06T18:09:12.517480,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,272,43.07513387771889,-89.40982569486634,1,1227982,3321,506364,EMPTY,80,15,2025-11-06,65340,8180,1227982,20251106 18:09,133,,2025-11-06T18:09:12.517480,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,295,43.07705979198066,-89.42696498979295,1,1227954,8397,506364,HALF_EMPTY,80,22,2025-11-06,64440,1380,1227954,20251106 18:09,115,,2025-11-06T18:09:12.517480,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,89,43.07101000026401,-89.40384664098701,1,1227953,37007,506364,HALF_EMPTY,80,15,2025-11-06,63540,1280,1227953,20251106 18:09,124,,2025-11-06T18:09:12.517480,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,276,43.07590666666667,-89.40036666666668,1,1227952,41229,506364,HALF_EMPTY,80,5,2025-11-06,62640,1180,1227952,20251106 18:09,102,,2025-11-06T18:09:12.517480,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
CAPITOL SQUARE VIA MIDDLETON,False,52,43.104183608494544,-89.49204179972341,1,1230733,38297,433,EMPTY,F,18,2025-11-06,64020,115A,1230733,20251106 18:09,2360,,2025-11-06T18:09:14.875638,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
CAPITOL SQUARE VIA MIDDLETON,False,91,43.07217122104036,-89.40596909630412,1,1230732,70975,433,EMPTY,F,0,2025-11-06,62100,123A,1230732,20251106 18:08,2351,,2025-11-06T18:09:14.875638,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
JUNCTION VIA MIDDLETON,False,270,43.07537,-89.456819,1,1230769,19721,486,HALF_EMPTY,F,24,2025-11-06,64200,151A,1230769,20251106 18:09,2328,,2025-11-06T18:09:14.875638,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
JUNCTION VIA MIDDLETON,False,269,43.09017428456208,-89.52688196293893,1,1230768,60279,486,EMPTY,F,0,2025-11-06,62400,114A,1230768,20251106 18:09,2306,,2025-11-06T18:09:14.875638,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
EAGLE HEIGHTS VIA U.W. CAMPUS,False,277,43.07655670596163,-89.42393285315917,1,1228517,23045,462,EMPTY,84,18,2025-11-06,63840,4184,1228517,20251106 18:08,985,,2025-11-06T18:09:16.936868,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
FITCHBURG,False,143,43.06867696022458,-89.38531681913487,1,1227731,14941,489,EMPTY,65,24,2025-11-06,63780,18265,1227731,20251106 18:08,139,,2025-11-06T18:09:18.981175,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
2-BUCKEYE,False,54,43.08093920780401,-89.36567340979121,1,1229707,24108,327,HALF_EMPTY,C,16,2025-11-06,63300,111D,1229707,20251106 18:09,123,,2025-11-06T18:09:21.268487,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
U.W. HOSPITAL,False,224,43.07796086175648,-89.37021183167144,1,1229779,35561,331,EMPTY,C,18,2025-11-06,63960,119C,1229779,20251106 18:09,1915,,2025-11-06T18:09:21.268487,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
1-SPRECHER,False,95,43.07193690303752,-89.39583252915504,1,1229693,13642,349,HALF_EMPTY,C,15,2025-11-06,64200,116C,1229693,20251106 18:09,128,,2025-11-06T18:09:21.268487,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
1-SPRECHER,False,48,43.086255,-89.26499833333334,1,1229727,55933,349,EMPTY,C,0,2025-11-06,61440,114C,1229727,20251106 18:09,135,,2025-11-06T18:09:21.268487,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
1-SPRECHER,False,154,43.08578166666666,-89.26460833333334,1,1229741,56074,349,EMPTY,C,0,2025-11-06,62400,120C,1229741,20251106 18:09,118,,2025-11-06T18:09:21.268487,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
DEMPSEY,False,80,43.072031975900025,-89.42792075328954,1,1229728,4995,445,EMPTY,C,15,2025-11-06,65100,111C,1229728,20251106 18:09,106,,2025-11-06T18:09:21.268487,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
U.W. HOSPITAL,False,270,43.0849900540363,-89.26674956549253,1,1229800,910,454,EMPTY,C,19,2025-11-06,65040,112C,1229800,20251106 18:09,2005,,2025-11-06T18:09:21.268487,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
U.W. HOSPITAL,False,316,43.07359059026739,-89.39181049324394,1,1229762,40414,454,EMPTY,C,16,2025-11-06,63240,118C,1229762,20251106 18:09,2207,,2025-11-06T18:09:21.268487,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
