des,dly,hdg,lat,lon,mode,origtatripno,pdist,pid,psgld,rt,spd,stsd,stst,tablockid,tatripid,tmstmp,vid,zone,collection_timestamp
1-JUNCTION,False,260,43.07286510947847,-89.46461870356136,1,1232592,22817,354,EMPTY,R,7,2025-09-30,38280,114E,1232592,20250930 11:01,135,,2025-09-30T11:01:38.304936
CAPITOL SQUARE,False,82,43.07299853135078,-89.45717954151566,1,1232538,30342,363,EMPTY,R,0,2025-09-30,38580,112E,1232538,20250930 11:01,2004,,2025-09-30T11:01:38.304944
2-SOUTH RIDGE,True,359,43.113073333333325,-89.47203999999998,1,1232575,52305,478,EMPTY,R,0,2025-09-30,36480,115E,1232575,20250930 11:01,123,,2025-09-30T11:01:38.304946
U.W. HOSPITAL,False,261,43.0765114276923,-89.41326445323531,1,1227599,10632,1214,EMPTY,38,0,2025-09-30,38160,203X,1227599,20250930 11:01,145,,2025-09-30T11:01:40.859963
WHITNEY,False,0,43.07522793368832,-89.4125492482642,1,1227563,61472,1301,HALF_EMPTY,38,0,2025-09-30,36300,11138,1227563,20250930 11:01,2207,,2025-09-30T11:01:40.859970
MONONA/DUTCH MILL,False,152,43.077787461460154,-89.42932952033526,1,1227536,14147,506373,EMPTY,38,0,2025-09-30,38940,11238,1227536,20250930 11:01,1909,,2025-09-30T11:01:40.859972
MONONA/DUTCH MILL,True,89,43.047585,-89.30421499999999,1,1227534,81177,506373,EMPTY,38,0,2025-09-30,35340,11338,1227534,20250930 11:01,119,,2025-09-30T11:01:40.859973
JENIFER,False,135,43.08123600164485,-89.36542465248571,1,1227535,36341,506374,EMPTY,38,0,2025-09-30,37140,11438,1227535,20250930 11:00,986,,2025-09-30T11:01:40.859974
WEST MAIN,False,248,43.181271848843274,-89.22870223024309,1,1232962,22833,394,EMPTY,W,23,2025-09-30,39000,112S,1232962,20250930 11:01,2006,,2025-09-30T11:01:43.285067
1-SPRECHER,False,89,43.05354310027449,-89.45357489518841,1,1230103,25759,506006,EMPTY,D,22,2025-09-30,38460,111D,1230103,20250930 11:01,131,,2025-09-30T11:01:45.685320
1-SPRECHER,False,32,43.09565250182865,-89.36028705067622,1,1230139,58408,506006,HALF_EMPTY,D,22,2025-09-30,36660,114D,1230139,20250930 11:01,134,,2025-09-30T11:01:45.685325
1-SPRECHER,False,151,43.08580833333334,-89.26464666666668,1,1230102,92704,506006,EMPTY,D,0,2025-09-30,34860,112D,1230102,20250930 11:01,2014,,2025-09-30T11:01:45.685326
1-JUNCTION,False,272,43.099889364214555,-89.33572484170996,1,1230204,26557,506009,EMPTY,D,19,2025-09-30,38580,115C,1230204,20250930 11:01,106,,2025-09-30T11:01:45.685327
1-JUNCTION,False,229,43.069085784967044,-89.41089398197408,1,1230183,52338,506009,HALF_EMPTY,D,24,2025-09-30,36720,113D,1230183,20250930 11:01,152,,2025-09-30T11:01:45.685327
1-JUNCTION,False,180,43.05762166666667,-89.52811333333332,1,1230203,92409,506009,EMPTY,D,0,2025-09-30,34920,111C,1230203,20250930 11:01,153,,2025-09-30T11:01:45.685328
2-AIRPORT,False,89,43.01553000029897,-89.47571473290424,1,1230142,35956,506338,EMPTY,D,13,2025-09-30,38460,126D,1230142,20250930 11:01,2206,,2025-09-30T11:01:45.685329
