des,dly,hdg,lat,lon,mode,origtatripno,pdist,pid,psgld,rt,spd,stsd,stst,tablockid,tatripid,tmstmp,vid,zone,collection_timestamp
WEST MAIN,False,223,43.162759985162054,-89.26187174094866,1,1232965,35505,394,EMPTY,W,24,2025-09-30,44400,112S,1232965,20250930 12:42,2006,,2025-09-30T12:42:57.503530
1-SPRECHER,False,183,43.055811219214554,-89.52777575171463,1,1230105,876,506006,EMPTY,D,0,2025-09-30,45660,112D,1230105,20250930 12:42,2014,,2025-09-30T12:42:59.952662
1-SPRECHER,False,89,43.07104000003025,-89.40587331563395,1,1230144,42698,506006,HALF_EMPTY,D,3,2025-09-30,43860,115C,1230144,20250930 12:42,106,,2025-09-30T12:42:59.952667
1-SPRECHER,False,82,43.0984757625189,-89.31155656380763,1,1230104,72754,506006,EMPTY,D,20,2025-09-30,42060,114E,1230104,20250930 12:42,135,,2025-09-30T12:42:59.952668
1-JUNCTION,False,227,43.080621324422594,-89.38352895845715,1,1230185,42669,506009,HALF_EMPTY,D,19,2025-09-30,43980,115D,1230185,20250930 12:42,2009,,2025-09-30T12:42:59.952669
1-JUNCTION,False,257,43.05378387783731,-89.4651365562248,1,1230206,70069,506009,EMPTY,D,9,2025-09-30,42180,114D,1230206,20250930 12:42,134,,2025-09-30T12:42:59.952670
2-AIRPORT,False,12,42.99688920199561,-89.56385608365004,1,1230122,11,506338,EMPTY,D,0,2025-09-30,45660,124D,1230122,20250930 12:42,1907,,2025-09-30T12:42:59.952671
2-AIRPORT,False,134,43.03904838585071,-89.45005381269944,1,1230121,50995,506338,EMPTY,D,0,2025-09-30,43860,125D,1230121,20250930 12:42,2211,,2025-09-30T12:42:59.952672
2-AIRPORT,False,1,43.09870208376519,-89.36407461071873,1,1230143,85704,506338,EMPTY,D,35,2025-09-30,42060,122D,1230143,20250930 12:42,1903,,2025-09-30T12:42:59.952673
2-EPIC CAMPUS,False,89,43.13460000007255,-89.36344176002387,1,1230169,10741,506350,EMPTY,D,20,2025-09-30,45300,123D,1230169,20250930 12:42,1908,,2025-09-30T12:42:59.952674
2-EPIC CAMPUS,False,231,43.06806752274373,-89.4124000664446,1,1230208,43324,506350,EMPTY,D,0,2025-09-30,43500,126D,1230208,20250930 12:42,2206,,2025-09-30T12:42:59.952674
2-EPIC CAMPUS,False,256,42.994155545621126,-89.51831865593039,1,1230168,93953,506350,EMPTY,D,30,2025-09-30,41700,121D,1230168,20250930 12:42,113,,2025-09-30T12:42:59.952675
U.W. HOSPITAL,False,69,43.074575,-89.277975,1,1229774,0,331,EMPTY,C,0,2025-09-30,45900,117C,1229774,20250930 12:42,2205,,2025-09-30T12:43:02.466415
U.W. HOSPITAL,False,294,43.091516031695136,-89.33541306141078,1,1229757,20565,454,EMPTY,C,25,2025-09-30,45180,111C,1229757,20250930 12:43,153,,2025-09-30T12:43:02.466422
U.W. HOSPITAL,False,224,43.07240178905685,-89.38173571419111,1,1229807,36781,454,EMPTY,C,0,2025-09-30,44280,116C,1229807,20250930 12:42,2215,,2025-09-30T12:43:02.466423
U.W. HOSPITAL,False,282,43.07337728435075,-89.40003265485154,1,1229794,42835,454,FULL,C,0,2025-09-30,43380,111D,1229794,20250930 12:43,131,,2025-09-30T12:43:02.466424
2-BUCKEYE,False,73,43.07328277861065,-89.41715716868319,1,1229703,7906,506376,HALF_EMPTY,C,18,2025-09-30,45360,114C,1229703,20250930 12:42,126,,2025-09-30T12:43:02.466425
1-SPRECHER,False,55,43.07574707167908,-89.37664574880273,1,1229736,21049,506377,EMPTY,C,5,2025-09-30,44460,112C,1229736,20250930 12:42,2007,,2025-09-30T12:43:02.466427
