des,dly,hdg,lat,lon,mode,origtatripno,pdist,pid,psgld,rt,spd,stsd,stst,tablockid,tatripid,tmstmp,vid,zone,collection_timestamp,weather_temp,weather_precipitation,weather_wind_speed,weather_is_rainy,weather_is_snowy,weather_is_extreme,weather_condition,has_alert,alert_count,has_detour,has_event,has_weather_alert,has_construction_alert,is_event_day,has_construction
U.W. HOSPITAL VIA EAGLE HEIGHTS,False,267,43.07659999999999,-89.42101333333333,1,1227974,6737,369,EMPTY,80,1,2025-11-06,62160,7380,1227974,20251106 17:31,2320,,2025-11-06T17:31:44.259215,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,255,43.076518860126505,-89.4165151402055,1,1227952,5606,506364,FULL,80,0,2025-11-06,62640,1180,1227952,20251106 17:31,102,,2025-11-06T17:31:44.259215,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,32,43.090542507674606,-89.43554824863416,1,1227951,19288,506364,EMPTY,80,31,2025-11-06,61680,4284,1227951,20251106 17:31,995,,2025-11-06T17:31:44.259215,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,89,43.076460000193656,-89.41513332902677,1,1227950,30630,506364,HALF_EMPTY,80,17,2025-11-06,61200,1380,1227950,20251106 17:31,115,,2025-11-06T17:31:44.259215,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,180,43.071101759130215,-89.40409,1,1227949,36909,506364,FULL,80,11,2025-11-06,60780,7580,1227949,20251106 17:31,2356,,2025-11-06T17:31:44.259215,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,275,43.07590833333334,-89.40015833333334,1,1227947,41228,506364,EMPTY,80,0,2025-11-06,59940,7480,1227947,20251106 17:31,131,,2025-11-06T17:31:44.259215,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,270,43.07590833333334,-89.40036833333333,1,1227948,41229,506364,EMPTY,80,0,2025-11-06,60360,1280,1227948,20251106 17:31,124,,2025-11-06T17:31:44.259215,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
CAPITOL SQUARE VIA MIDDLETON,False,89,43.09006178266389,-89.52580493662032,1,1230732,17308,433,EMPTY,F,0,2025-11-06,62100,123A,1230732,20251106 17:31,2351,,2025-11-06T17:31:46.598168,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
CAPITOL SQUARE VIA MIDDLETON,False,114,43.07284416689317,-89.40914344662772,1,1230731,70061,433,HALF_EMPTY,F,28,2025-11-06,60120,151A,1230731,20251106 17:31,2328,,2025-11-06T17:31:46.598168,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
JUNCTION VIA MIDDLETON,False,259,43.07372797203711,-89.42188839532284,1,1230768,10278,486,HALF_EMPTY,F,39,2025-11-06,62400,114A,1230768,20251106 17:31,2306,,2025-11-06T17:31:46.598168,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
JUNCTION VIA MIDDLETON,False,272,43.111514564062595,-89.50920786545285,1,1230767,44062,486,EMPTY,F,0,2025-11-06,60600,124A,1230767,20251106 17:31,2362,,2025-11-06T17:31:46.598168,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
JUNCTION VIA MIDDLETON,False,173,43.05795499999999,-89.52797166666666,1,1230766,76498,486,EMPTY,F,0,2025-11-06,58800,117A,1230766,20251106 17:31,2337,,2025-11-06T17:31:46.598168,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
EAGLE HEIGHTS VIA U.W. CAMPUS,False,90,43.076443238558916,-89.41319489628545,1,1228516,15527,462,EMPTY,84,3,2025-11-06,62040,4184,1228516,20251106 17:31,985,,2025-11-06T17:31:48.641922,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
FITCHBURG,False,181,43.074433477413145,-89.40627799501725,1,1227734,7993,489,HALF_EMPTY,65,18,2025-11-06,61980,18165,1227734,20251106 17:31,141,,2025-11-06T17:31:50.701532,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
U.W. HOSPITAL,False,42,43.073087187240596,-89.39108521540949,1,1227727,43960,501,EMPTY,65,0,2025-11-06,61260,18265,1227727,20251106 17:31,139,,2025-11-06T17:31:50.701532,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
U.W. HOSPITAL,False,285,43.0733966983853,-89.43244824613375,1,1229778,54350,331,EMPTY,C,12,2025-11-06,60240,116C,1229778,20251106 17:31,128,,2025-11-06T17:31:52.997859,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
1-SPRECHER,False,90,43.07204768868707,-89.40289500868623,1,1229741,11799,349,HALF_EMPTY,C,33,2025-11-06,62400,120C,1229741,20251106 17:31,118,,2025-11-06T17:31:52.997859,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
1-SPRECHER,False,70,43.07617201276727,-89.37490863620944,1,1229727,21001,349,HALF_EMPTY,C,9,2025-11-06,61440,114C,1229727,20251106 17:31,135,,2025-11-06T17:31:52.997859,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
1-SPRECHER,False,109,43.09146161276344,-89.33547103223803,1,1229692,35129,349,EMPTY,C,6,2025-11-06,60540,112C,1229692,20251106 17:31,2005,,2025-11-06T17:31:52.997859,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
1-SPRECHER,True,157,43.08618924284052,-89.26488524912222,1,1229740,55971,349,EMPTY,C,0,2025-11-06,58740,118C,1229740,20251106 17:31,2207,,2025-11-06T17:31:52.997859,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
U.W. HOSPITAL,False,301,43.09321114591512,-89.3393647142039,1,1229812,21790,454,EMPTY,C,21,2025-11-06,62340,117C,1229812,20251106 17:31,1906,,2025-11-06T17:31:52.997859,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
U.W. HOSPITAL,False,315,43.072887362257106,-89.39075449053776,1,1229799,40033,454,EMPTY,C,15,2025-11-06,61380,111C,1229799,20251106 17:31,106,,2025-11-06T17:31:52.997859,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
