des,dly,hdg,lat,lon,mode,origtatripno,pdist,pid,psgld,rt,spd,stsd,stst,tablockid,tatripid,tmstmp,vid,zone,collection_timestamp,weather_temp,weather_precipitation,weather_wind_speed,weather_is_rainy,weather_is_snowy,weather_is_extreme,weather_condition,has_alert,alert_count,has_detour,has_event,has_weather_alert,has_construction_alert,is_event_day,has_construction
U.W. HOSPITAL VIA EAGLE HEIGHTS,False,298,43.076758,-89.401984,1,1227977,765,369,EMPTY,80,34,2025-11-06,64920,4284,1227977,20251106 18:06,995,,2025-11-06T18:07:02.412536,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
U.W. HOSPITAL VIA EAGLE HEIGHTS,False,74,43.084615377363654,-89.43026797458609,1,1227976,23086,369,EMPTY,80,25,2025-11-06,64020,7580,1227976,20251106 18:06,2356,,2025-11-06T18:07:10.294639,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,277,43.07598698834156,-89.4053468560407,1,1227982,1796,506364,EMPTY,80,13,2025-11-06,65340,8180,1227982,20251106 18:06,133,,2025-11-06T18:07:10.295537,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,270,43.07651520006995,-89.41663500356943,1,1227954,5606,506364,FULL,80,12,2025-11-06,64440,1380,1227954,20251106 18:06,115,,2025-11-06T18:07:10.295537,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,113,43.072743943536274,-89.40879214613298,1,1227953,35233,506364,HALF_EMPTY,80,15,2025-11-06,63540,1280,1227953,20251106 18:06,124,,2025-11-06T18:07:10.295537,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,2,43.074448098474875,-89.39737634656834,1,1227952,39949,506364,HALF_EMPTY,80,7,2025-11-06,62640,1180,1227952,20251106 18:06,102,,2025-11-06T18:07:10.295537,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
CAPITOL SQUARE VIA MIDDLETON,False,136,43.10899096383764,-89.50178566704152,1,1230733,35150,433,EMPTY,F,28,2025-11-06,64020,115A,1230733,20251106 18:06,2360,,2025-11-06T18:07:12.612144,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
CAPITOL SQUARE VIA MIDDLETON,False,114,43.07303367366119,-89.40970675783272,1,1230732,69895,433,EMPTY,F,4,2025-11-06,62100,123A,1230732,20251106 18:07,2351,,2025-11-06T18:07:12.612144,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
JUNCTION VIA MIDDLETON,False,271,43.07539377642969,-89.44994757952927,1,1230769,17881,486,HALF_EMPTY,F,4,2025-11-06,64200,151A,1230769,20251106 18:07,2328,,2025-11-06T18:07:12.612144,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
JUNCTION VIA MIDDLETON,False,180,43.09578126059416,-89.52356722438667,1,1230768,57118,486,EMPTY,F,21,2025-11-06,62400,114A,1230768,20251106 18:07,2306,,2025-11-06T18:07:12.612144,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
