des,dly,hdg,lat,lon,mode,origtatripno,pdist,pid,psgld,rt,spd,stsd,stst,tablockid,tatripid,tmstmp,vid,zone,collection_timestamp,weather_temp,weather_precipitation,weather_wind_speed,weather_is_rainy,weather_is_snowy,weather_is_extreme,weather_condition,has_alert,alert_count,has_detour,has_event,has_weather_alert,has_construction_alert,is_event_day,has_construction
DOWNTOWN S.P.,False,6,43.18686881565345,-89.21298680632181,1,1232888,27807,436,EMPTY,S,27,2025-11-06,59100,111S,1232888,20251106 16:42,1904,,2025-11-06T16:42:42.229028,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
OWL CREEK,False,89,43.06241398125728,-89.29836610172642,1,1231995,74705,1239,EMPTY,L,21,2025-11-06,56220,112L,1231995,20251106 16:42,1913,,2025-11-06T16:42:52.209031,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
CHEROKEE,False,0,43.12315598246837,-89.36363796495557,1,1231980,71889,1265,EMPTY,L,26,2025-11-06,56220,111L,1231980,20251106 16:42,2011,,2025-11-06T16:42:52.209031,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
MCKEE,False,271,43.06802450823351,-89.4236005427724,1,1230553,12205,506494,EMPTY,E,0,2025-11-06,59160,111E,1230553,20251106 16:42,107,,2025-11-06T16:42:54.502863,54.0,0.0,13.9,0,0,0,partly cloudy,1,3,1,0,0,0,0,0
MCKEE,False,194,43.01852604557462,-89.50863685418173,1,1230562,56414,506494,EMPTY,E,3,2025-11-06,57360,113D,1230562,20251106 16:42,155,,2025-11-06T16:42:54.502863,54.0,0.0,13.9,0,0,0,partly cloudy,1,3,1,0,0,0,0,0
CAPITOL SQUARE,False,89,43.0316277,-89.49656,1,1230532,12863,506589,EMPTY,E,0,2025-11-06,58680,115E,1230532,20251106 16:42,119,,2025-11-06T16:42:54.502863,54.0,0.0,13.9,0,0,0,partly cloudy,1,3,1,0,0,0,0,0
JUNCTION,False,350,42.99690333333333,-89.56374499999998,1,1227610,34,504,EMPTY,55,0,2025-11-06,60300,18275,1227610,20251106 16:42,111,,2025-11-06T16:42:56.804064,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
EPIC CAMPUS,False,181,43.056477364758166,-89.52773589578854,1,1227616,632,512,EMPTY,55,0,2025-11-06,60120,18175,1227616,20251106 16:42,1905,,2025-11-06T16:42:56.804064,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
CAPITOL SQUARE VIA MIDDLETON,False,359,43.057846,-89.528334,1,1230731,0,433,EMPTY,F,20,2025-11-06,60120,151A,1230731,20251106 16:42,2328,,2025-11-06T16:42:59.112404,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
CAPITOL SQUARE VIA MIDDLETON,False,179,43.09177940437452,-89.48561749779437,1,1230730,44376,433,EMPTY,F,30,2025-11-06,58200,114A,1230730,20251106 16:42,2306,,2025-11-06T16:42:59.112404,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
JUNCTION VIA MIDDLETON,False,276,43.075262,-89.443473,1,1230766,16147,486,FULL,F,0,2025-11-06,58800,117A,1230766,20251106 16:42,2337,,2025-11-06T16:42:59.112404,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
JUNCTION VIA MIDDLETON,False,63,43.093610786323936,-89.52552136626444,1,1230765,58302,486,EMPTY,F,15,2025-11-06,57000,123A,1230765,20251106 16:42,2351,,2025-11-06T16:42:59.113817,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
EAGLE HEIGHTS VIA U.W. CAMPUS,False,268,43.07708333207363,-89.42894643319251,1,1228514,24465,462,EMPTY,84,7,2025-11-06,58440,4184,1228514,20251106 16:42,985,,2025-11-06T16:43:01.416409,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
BROOKS,False,0,43.07104635403064,-89.40698,1,1232124,17972,506538,EMPTY,O,12,2025-11-06,59040,123G,1232124,20251106 16:43,125,,2025-11-06T16:43:03.749438,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
ERIN,False,182,43.07015901547187,-89.40909076742749,1,1232191,3870,506541,EMPTY,O,3,2025-11-06,59700,119G,1232191,20251106 16:42,2201,,2025-11-06T16:43:03.749438,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
SOUTH TRANSFER,False,90,43.03444733004038,-89.44451662937587,1,1231426,34504,350,HALF_EMPTY,H,6,2025-11-06,58680,116G,1231426,20251106 16:43,2007,,2025-11-06T16:43:06.052687,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
WEST TOWNE,False,20,43.02941089553426,-89.42518855953605,1,1231464,12943,400,EMPTY,H,17,2025-11-06,59700,111G,1231464,20251106 16:42,158,,2025-11-06T16:43:06.052687,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
WEST TOWNE,False,251,43.06559126069808,-89.50379025681663,1,1231463,55190,400,EMPTY,H,20,2025-11-06,57900,121G,1231463,20251106 16:43,2013,,2025-11-06T16:43:06.052687,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
1-SPRECHER,False,93,43.051878638637625,-89.51770772014528,1,1230109,4369,506006,EMPTY,D,17,2025-11-06,59820,115D,1230109,20251106 16:43,2208,,2025-11-06T16:43:08.369409,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
1-SPRECHER,False,89,43.07104000010445,-89.40578332004478,1,1230151,42722,506006,HALF_EMPTY,D,17,2025-11-06,58020,114D,1230151,20251106 16:43,101,,2025-11-06T16:43:08.369409,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
1-SPRECHER,False,98,43.098210422502454,-89.32888100237301,1,1230108,68374,506006,HALF_EMPTY,D,16,2025-11-06,56220,112D,1230108,20251106 16:42,1911,,2025-11-06T16:43:08.369409,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
1-SPRECHER,True,152,43.08570833333333,-89.26458666666667,1,1230149,92704,506006,EMPTY,D,0,2025-11-06,54540,115C,1230149,20251106 16:42,145,,2025-11-06T16:43:08.369409,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
1-JUNCTION,False,224,43.076878664604955,-89.38875528707474,1,1230189,44571,506009,EMPTY,D,7,2025-11-06,58380,114E,1230189,20251106 16:43,1901,,2025-11-06T16:43:08.369409,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
1-JUNCTION,False,257,43.0537754339071,-89.46518754405119,1,1230215,70083,506009,HALF_EMPTY,D,16,2025-11-06,56580,113C,1230215,20251106 16:43,987,,2025-11-06T16:43:08.369409,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
2-AIRPORT,False,74,42.99019951402785,-89.53504590620516,1,1230126,11417,506661,HALF_EMPTY,D,4,2025-11-06,59820,181D,1230126,20251106 16:42,143,,2025-11-06T16:43:08.369409,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
2-AIRPORT,False,53,43.03372,-89.45544,1,1230152,48255,506661,EMPTY,D,0,2025-11-06,58020,121D,1230152,20251106 16:43,110,,2025-11-06T16:43:08.370545,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
2-AIRPORT,False,5,43.13726499999999,-89.34654666666665,1,1230150,107510,506661,EMPTY,D,0,2025-11-06,54480,125D,1230150,20251106 16:42,986,,2025-11-06T16:43:08.370545,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
2-EPIC CAMPUS,False,182,43.126374472223716,-89.3635632537871,1,1230173,13719,506672,EMPTY,D,5,2025-11-06,59640,122D,1230173,20251106 16:43,142,,2025-11-06T16:43:08.370545,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
2-EPIC CAMPUS,False,231,43.06516707925905,-89.41680208824282,1,1230217,45017,506672,HALF_EMPTY,D,0,2025-11-06,57840,123D,1230217,20251106 16:42,147,,2025-11-06T16:43:08.370545,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
2-EPIC CAMPUS,False,269,43.012670395936624,-89.48056610456901,1,1230172,75982,506672,EMPTY,D,7,2025-11-06,56040,126D,1230172,20251106 16:42,1908,,2025-11-06T16:43:08.370545,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
2-BUCKEYE,False,113,43.07285804900362,-89.40926678261677,1,1229706,10042,327,HALF_EMPTY,C,4,2025-11-06,59640,119C,1229706,20251106 16:43,1915,,2025-11-06T16:43:10.727084,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
U.W. HOSPITAL,False,205,43.07485021241679,-89.27780125195922,1,1229778,1878,331,EMPTY,C,0,2025-11-06,60240,116C,1229778,20251106 16:42,128,,2025-11-06T16:43:10.727084,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
1-SPRECHER,False,79,43.07024597835528,-89.38444738001277,1,1229740,17464,349,HALF_EMPTY,C,0,2025-11-06,58740,118C,1229740,20251106 16:43,2207,,2025-11-06T16:43:10.727084,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
1-SPRECHER,False,114,43.093525999494425,-89.34039687319692,1,1229726,33608,349,EMPTY,C,0,2025-11-06,57840,117C,1229726,20251106 16:43,1906,,2025-11-06T16:43:10.727084,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
1-SPRECHER,False,83,43.08479544696277,-89.26878345649938,1,1229691,54477,349,EMPTY,C,5,2025-11-06,56940,111C,1229691,20251106 16:42,106,,2025-11-06T16:43:10.727084,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
U.W. HOSPITAL,False,299,43.09294683288702,-89.33873136696697,1,1229761,21597,454,EMPTY,C,24,2025-11-06,59520,111D,1229761,20251106 16:43,123,,2025-11-06T16:43:10.727084,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
U.W. HOSPITAL,False,226,43.0725650422639,-89.38130997769781,1,1229811,36650,454,EMPTY,C,11,2025-11-06,58620,120C,1229811,20251106 16:43,118,,2025-11-06T16:43:10.727084,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
U.W. HOSPITAL,False,270,43.07351700042411,-89.41461168842875,1,1229798,46681,454,HALF_EMPTY,C,18,2025-11-06,57720,114C,1229798,20251106 16:43,135,,2025-11-06T16:43:10.727084,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
EAST TOWNE VIA HAYES,False,358,43.13406711953573,-89.31563612797055,1,1232359,3574,431,EMPTY,P,25,2025-11-06,59880,115G,1232359,20251106 16:43,2206,,2025-11-06T16:43:13.068019,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
FITCHBURG-CADDIS,False,146,43.14145323244238,-89.39188589610768,1,1229126,10739,1278,EMPTY,B,30,2025-11-06,59820,154B,1229126,20251106 16:43,2340,,2025-11-06T16:43:15.347742,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
FITCHBURG-CADDIS,False,224,43.09956558387336,-89.34965135762143,1,1229155,33073,1278,EMPTY,B,18,2025-11-06,58920,160B,1229155,20251106 16:43,2357,,2025-11-06T16:43:15.347742,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
FITCHBURG-CADDIS,False,227,43.074167866565915,-89.39259549830108,1,1229125,48609,1278,EMPTY,B,11,2025-11-06,58020,159B,1229125,20251106 16:43,2326,,2025-11-06T16:43:15.347742,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
FITCHBURG-CADDIS,False,122,43.03916822264578,-89.3943090795916,1,1229154,64522,1278,EMPTY,B,11,2025-11-06,57120,158B,1229154,20251106 16:43,2338,,2025-11-06T16:43:15.347742,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
FITCHBURG-CADDIS,False,54,43.019585000000006,-89.42090333333333,1,1229124,75915,1278,EMPTY,B,0,2025-11-06,56220,157B,1229124,20251106 16:42,2327,,2025-11-06T16:43:15.347742,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
NORTHPORT,False,129,43.03847854024372,-89.39802733621717,1,1229061,10531,1280,EMPTY,B,0,2025-11-06,59700,156B,1229061,20251106 16:43,2352,,2025-11-06T16:43:15.347742,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
NORTHPORT,False,3,43.071737311204856,-89.40071221139767,1,1229093,24943,1280,EMPTY,B,0,2025-11-06,58800,153B,1229093,20251106 16:43,2353,,2025-11-06T16:43:15.347742,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
NORTHPORT,False,91,43.07199653287215,-89.39479180992208,1,1229060,26656,1280,HALF_EMPTY,B,9,2025-11-06,57900,155B,1229060,20251106 16:43,2305,,2025-11-06T16:43:15.347742,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
NORTHPORT,False,304,43.13236645384224,-89.36691158128934,1,1229092,58986,1280,EMPTY,B,19,2025-11-06,57000,152B,1229092,20251106 16:43,2301,,2025-11-06T16:43:15.347742,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
JENIFER,False,44,43.0740532558273,-89.38097975136868,1,1227554,6082,1260,EMPTY,38,22,2025-11-06,59280,437X,1227554,20251106 16:43,109,,2025-11-06T16:43:17.629285,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
JENIFER,False,87,43.078758910240396,-89.43075757483513,1,1227553,2252,1270,EMPTY,38,3,2025-11-06,60120,421X,1227553,20251106 16:43,120,,2025-11-06T16:43:17.629285,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
MONONA/DUTCH MILL,False,90,43.05699685464656,-89.32629606626202,1,1227546,69391,1289,EMPTY,38,3,2025-11-06,56820,11438,1227546,20251106 16:43,2203,,2025-11-06T16:43:17.629285,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
JENIFER,False,91,43.072010857654575,-89.39553470469146,1,1227547,24989,1290,EMPTY,38,0,2025-11-06,58620,11338,1227547,20251106 16:43,1903,,2025-11-06T16:43:17.629285,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
WHITNEY,False,274,43.07527020823583,-89.44086797968093,1,1227574,26305,1294,HALF_EMPTY,38,16,2025-11-06,57840,11138,1227574,20251106 16:43,983,,2025-11-06T16:43:17.629285,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
WHITNEY,False,253,43.07628012032897,-89.37527731305714,1,1227575,48937,1301,EMPTY,38,0,2025-11-06,58020,11238,1227575,20251106 16:43,2006,,2025-11-06T16:43:17.629285,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
WEST MAIN,False,23,43.15687666666666,-89.26723500000001,1,1232973,43671,394,EMPTY,W,0,2025-11-06,58800,112S,1232973,20251106 16:43,2214,,2025-11-06T16:43:19.985872,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
JUNCTION,False,215,43.078577575452776,-89.37879868887194,1,1228639,48072,387,HALF_EMPTY,A,30,2025-11-06,58380,115A,1228639,20251106 16:43,2360,,2025-11-06T16:43:22.305561,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
