des,dly,hdg,lat,lon,mode,origtatripno,pdist,pid,psgld,rt,spd,stsd,stst,tablockid,tatripid,tmstmp,vid,zone,collection_timestamp,weather_temp,weather_precipitation,weather_wind_speed,weather_is_rainy,weather_is_snowy,weather_is_extreme,weather_condition,has_alert,alert_count,has_detour,has_event,has_weather_alert,has_construction_alert,is_event_day,has_construction
MEMORIAL UNION VIA OBSERVATORY/BREESE,False,180,43.06901507609736,-89.41390592534489,1,1228462,13550,335,EMPTY,82,24,2025-11-15,69600,6182,1228462,20251115 19:35,996,,2025-11-15T19:35:34.909302,52.0,0.0,14.1,0,0,0,clear,0,0,0,0,0,0,0,0
1-SPRECHER,False,43,43.0743549241604,-89.39044485548088,1,1230241,47504,392,EMPTY,D,11,2025-11-15,68700,211D,1230241,20251115 19:35,153,,2025-11-15T19:35:44.870698,52.0,0.0,14.1,0,0,0,clear,0,0,0,0,0,0,0,0
2-VERONA,False,228,43.05955687824909,-89.4254489724512,1,1230277,46902,435,EMPTY,D,28,2025-11-15,68460,221D,1230277,20251115 19:35,142,,2025-11-15T19:35:44.870698,52.0,0.0,14.1,0,0,0,clear,0,0,0,0,0,0,0,0
1-JUNCTION,False,269,43.098332,-89.321914,1,1230294,22976,448,EMPTY,D,0,2025-11-15,69900,212D,1230294,20251115 19:35,132,,2025-11-15T19:35:44.870698,52.0,0.0,14.1,0,0,0,clear,0,0,0,0,0,0,0,0
1-JUNCTION,False,180,43.057653333333334,-89.52811666666666,1,1230293,92155,448,EMPTY,D,0,2025-11-15,66120,213D,1230293,20251115 19:35,150,,2025-11-15T19:35:44.870698,52.0,0.0,14.1,0,0,0,clear,0,0,0,0,0,0,0,0
2-AIRPORT,False,89,43.01568233692313,-89.49518684595733,1,1230258,22520,1297,EMPTY,D,32,2025-11-15,69780,222D,1230258,20251115 19:35,123,,2025-11-15T19:35:44.870698,52.0,0.0,14.1,0,0,0,clear,0,0,0,0,0,0,0,0
2-AIRPORT,False,18,43.137328333333336,-89.346555,1,1230257,101384,1297,EMPTY,D,0,2025-11-15,66180,223D,1230257,20251115 19:35,133,,2025-11-15T19:35:44.870698,52.0,0.0,14.1,0,0,0,clear,0,0,0,0,0,0,0,0
MEMORIAL UNION VIA JOHNSON/WASHINGTON,False,316,43.07414000000001,-89.39248,1,1228384,19313,444,EMPTY,81,99,2025-11-15,68700,6181,1228384,20251115 19:35,998,,2025-11-15T19:35:47.174536,52.0,0.0,14.1,0,0,0,clear,0,0,0,0,0,0,0,0
MCKEE,False,271,43.067660414488365,-89.40066990212605,1,1230605,6147,467,EMPTY,E,0,2025-11-15,69960,211E,1230605,20251115 19:35,121,,2025-11-15T19:35:49.478507,52.0,0.0,14.1,0,0,0,clear,0,0,0,0,0,0,0,0
CAPITOL SQUARE,False,348,43.062660294411856,-89.45810085455562,1,1230588,33892,479,EMPTY,E,24,2025-11-15,69600,212E,1230588,20251115 19:35,2011,,2025-11-15T19:35:49.478507,52.0,0.0,14.1,0,0,0,clear,0,0,0,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,275,43.075888333333324,-89.40022499999999,1,1228076,41436,386,HALF_EMPTY,80,0,2025-11-15,68400,6180,1228076,20251115 19:35,119,,2025-11-15T19:35:51.755002,52.0,0.0,14.1,0,0,0,clear,0,0,0,0,0,0,0,0
JUNCTION VIA HIGH CROSSING,False,259,43.07371877253176,-89.421953702648,1,1228726,63176,372,HALF_EMPTY,A,38,2025-11-15,68100,221A,1228726,20251115 19:35,2351,,2025-11-15T19:35:54.071163,52.0,0.0,14.1,0,0,0,clear,0,0,0,0,0,0,0,0
