des,dly,hdg,lat,lon,mode,origtatripno,pdist,pid,psgld,rt,spd,stsd,stst,tablockid,tatripid,tmstmp,vid,zone,collection_timestamp,weather_temp,weather_precipitation,weather_wind_speed,weather_is_rainy,weather_is_snowy,weather_is_extreme,weather_condition,has_alert,alert_count,has_detour,has_event,has_weather_alert,has_construction_alert,is_event_day,has_construction
MEMORIAL UNION,False,92,43.07093666666666,-89.40121666666667,1,1227942,21338,505854,HALF_EMPTY,80,0,2025-11-06,59640,7380,1227942,20251106 17:02,2320,,2025-11-06T17:02:30.751369,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,2,43.07479983489476,-89.39735911594008,1,1227944,24362,505855,EMPTY,80,3,2025-11-06,59400,4284,1227944,20251106 17:02,995,,2025-11-06T17:02:30.751369,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,195,43.07603000159398,-89.40589709857217,1,1227950,1988,506364,HALF_EMPTY,80,7,2025-11-06,61200,1380,1227950,20251106 17:02,115,,2025-11-06T17:02:30.751369,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,348,43.08190680694907,-89.42826351168213,1,1227949,11411,506364,HALF_EMPTY,80,26,2025-11-06,60780,7580,1227949,20251106 17:02,2356,,2025-11-06T17:02:30.751369,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,184,43.086757289017676,-89.43374436806292,1,1227948,21121,506364,EMPTY,80,17,2025-11-06,60360,1280,1227948,20251106 17:02,124,,2025-11-06T17:02:30.751369,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,182,43.08587933889947,-89.43365709653875,1,1227947,21449,506364,EMPTY,80,19,2025-11-06,59940,7480,1227947,20251106 17:02,131,,2025-11-06T17:02:30.751369,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,91,43.075112973769286,-89.40677692024703,1,1227946,33331,506364,HALF_EMPTY,80,0,2025-11-06,59400,1180,1227946,20251106 17:02,102,,2025-11-06T17:02:30.751369,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
CAPITOL SQUARE VIA MIDDLETON,False,180,43.097123054974176,-89.52362760479697,1,1230731,23993,433,EMPTY,F,0,2025-11-06,60120,151A,1230731,20251106 17:02,2328,,2025-11-06T17:02:33.121779,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
CAPITOL SQUARE VIA MIDDLETON,False,123,43.07213805375946,-89.40708066642101,1,1230730,70686,433,HALF_EMPTY,F,0,2025-11-06,58200,114A,1230730,20251106 17:02,2306,,2025-11-06T17:02:33.121779,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
JUNCTION VIA MIDDLETON,False,262,43.073310035016185,-89.42496093528965,1,1230767,11117,486,HALF_EMPTY,F,43,2025-11-06,60600,124A,1230767,20251106 17:02,2362,,2025-11-06T17:02:33.121779,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
