des,dly,hdg,lat,lon,mode,origtatripno,pdist,pid,psgld,rt,spd,stsd,stst,tablockid,tatripid,tmstmp,vid,zone,collection_timestamp
EPIC CAMPUS,False,216,43.07561160738708,-89.38508562153586,1,1227765,190,1252,EMPTY,75,0,2025-09-12,63480,18375,1227765,20250912 17:39,2326,,2025-09-12T17:39:24.001603
EPIC CAMPUS,False,0,42.99687833333334,-89.56393000000001,1,1227764,74151,1252,EMPTY,75,0,2025-09-12,61080,18775,1227764,20250912 17:39,992,,2025-09-12T17:39:24.001618
CAPITOL SQUARE,False,356,42.98780010506321,-89.55277927584567,1,1227743,6542,1274,HALF_EMPTY,75,15,2025-09-12,63300,18275,1227743,20250912 17:39,2204,,2025-09-12T17:39:24.001621
CAPITOL SQUARE,False,91,43.015677047187715,-89.48112195708458,1,1227742,32293,1274,EMPTY,75,0,2025-09-12,62400,18675,1227742,20250912 17:39,2357,,2025-09-12T17:39:24.001624
CAPITOL SQUARE,False,29,43.047850183767665,-89.40178153304174,1,1227753,61229,1274,HALF_EMPTY,75,0,2025-09-12,61800,18475,1227753,20250912 17:39,988,,2025-09-12T17:39:24.001627
CAPITOL SQUARE,False,33,43.049018736572386,-89.4007870384618,1,1227741,61734,1274,HALF_EMPTY,75,25,2025-09-12,61500,18175,1227741,20250912 17:39,983,,2025-09-12T17:39:24.001630
CAPITOL SQUARE VIA MIDDLETON,False,1,43.111380594553694,-89.50947089415162,1,1230732,32076,506206,EMPTY,F,0,2025-09-12,62100,123A,1230732,20250912 17:39,2325,,2025-09-12T17:39:26.789800
CAPITOL SQUARE VIA MIDDLETON,False,44,43.073574843954646,-89.38357129408165,1,1230731,76766,506206,EMPTY,F,50,2025-09-12,60120,151A,1230731,20250912 17:39,2348,,2025-09-12T17:39:26.789808
JUNCTION VIA MIDDLETON,False,173,43.07333798401339,-89.45691510477397,1,1230768,20456,506208,HALF_EMPTY,F,0,2025-09-12,62400,114A,1230768,20250912 17:39,2310,,2025-09-12T17:39:26.789809
JUNCTION VIA MIDDLETON,False,180,43.0960426,-89.52357,1,1230767,56805,506208,EMPTY,F,20,2025-09-12,60600,124A,1230767,20250912 17:39,2360,,2025-09-12T17:39:26.789811
EAGLE HEIGHTS VIA U.W. CAMPUS,False,253,43.0839933225543,-89.4333628666972,1,1228516,29180,462,EMPTY,84,11,2025-09-12,62040,4184,1228516,20250912 17:39,991,,2025-09-12T17:39:29.448159
2-EPIC CAMPUS,False,271,43.128915635413954,-89.35449620043583,1,1230174,6151,505812,EMPTY,D,22,2025-09-12,63360,124D,1230174,20250912 17:39,151,,2025-09-12T17:39:32.159666
2-EPIC CAMPUS,False,271,43.071065066252196,-89.4072122353005,1,1230218,41251,505812,HALF_EMPTY,D,22,2025-09-12,61560,125D,1230218,20250912 17:39,997,,2025-09-12T17:39:32.159682
2-EPIC CAMPUS,False,270,43.01567000005735,-89.4770117714943,1,1230173,74184,505812,EMPTY,D,8,2025-09-12,59640,122D,1230173,20250912 17:39,1911,,2025-09-12T17:39:32.159686
1-SPRECHER,False,114,43.051804060171854,-89.5158516909123,1,1230110,4874,505941,EMPTY,D,25,2025-09-12,63480,114E,1230110,20250912 17:39,1903,,2025-09-12T17:39:32.159689
1-SPRECHER,False,44,43.05358471234572,-89.43421356120828,1,1230153,32446,505941,HALF_EMPTY,D,24,2025-09-12,61620,113C,1230153,20250912 17:39,121,,2025-09-12T17:39:32.159692
1-SPRECHER,False,89,43.098150172540436,-89.32374955465467,1,1230109,69677,505941,EMPTY,D,31,2025-09-12,59820,115D,1230109,20250912 17:39,2205,,2025-09-12T17:39:32.159695
1-SPRECHER,True,148,43.085813333333334,-89.26467666666667,1,1230151,92704,505941,EMPTY,D,0,2025-09-12,58020,114D,1230151,20250912 17:39,2215,,2025-09-12T17:39:32.159698
1-JUNCTION,False,225,43.08087794142088,-89.38315791006225,1,1230190,42532,505944,EMPTY,D,0,2025-09-12,62040,112D,1230190,20250912 17:39,120,,2025-09-12T17:39:32.159701
1-JUNCTION,False,266,43.05375905892472,-89.47085934023337,1,1230216,71556,505944,EMPTY,D,20,2025-09-12,60240,115C,1230216,20250912 17:39,104,,2025-09-12T17:39:32.159704
2-AIRPORT,False,125,42.99678055028952,-89.56290949739494,1,1230127,272,506011,EMPTY,D,3,2025-09-12,63540,123D,1230127,20250912 17:39,124,,2025-09-12T17:39:32.159707
2-AIRPORT,False,44,43.04014787900763,-89.44860900641528,1,1230154,51533,506011,HALF_EMPTY,D,31,2025-09-12,61620,126D,1230154,20250912 17:39,2201,,2025-09-12T17:39:32.159710
2-AIRPORT,False,45,43.08081399285868,-89.38133050123837,1,1230126,77101,506011,HALF_EMPTY,D,0,2025-09-12,59820,181D,1230126,20250912 17:39,2009,,2025-09-12T17:39:32.159712
2-AIRPORT,False,18,43.13737166666667,-89.34654,1,1230152,108209,506011,EMPTY,D,0,2025-09-12,58020,121D,1230152,20250912 17:39,103,,2025-09-12T17:39:32.159715
JUNCTION,False,235,43.091907510962876,-89.35989522017412,1,1228627,41092,387,EMPTY,A,10,2025-09-12,61980,120A,1228627,20250912 17:39,2309,,2025-09-12T17:39:34.839563
2-AMERICAN CENTER,False,154,43.057931666666676,-89.52798166666668,1,1228579,0,414,EMPTY,A,0,2025-09-12,63600,117A,1228579,20250912 17:39,2303,,2025-09-12T17:39:34.839572
2-AMERICAN CENTER,False,46,43.07295264285453,-89.39253877246101,1,1228578,42477,414,HALF_EMPTY,A,15,2025-09-12,61620,127A,1228578,20250912 17:39,2320,,2025-09-12T17:39:34.839574
2-AMERICAN CENTER,False,97,43.11894022249373,-89.32146530538945,1,1228577,71502,414,EMPTY,A,11,2025-09-12,59820,112A,1228577,20250912 17:39,2321,,2025-09-12T17:39:34.839575
1-SUN PRAIRIE VIA HIGH CROSSING,False,82,43.072879859134964,-89.45852508580747,1,1228532,23604,421,HALF_EMPTY,A,26,2025-09-12,62580,126A,1228532,20250912 17:39,2345,,2025-09-12T17:39:34.839576
1-SUN PRAIRIE VIA HIGH CROSSING,False,42,43.109900736832266,-89.33476893123269,1,1228548,64455,421,EMPTY,A,28,2025-09-12,60720,111A,1228548,20250912 17:39,2314,,2025-09-12T17:39:34.839577
