des,dly,hdg,lat,lon,mode,origtatripno,pdist,pid,psgld,rt,spd,stsd,stst,tablockid,tatripid,tmstmp,vid,zone,collection_timestamp
JUNCTION,False,225,43.07556648010064,-89.38516424946083,1,1228632,50469,387,EMPTY,A,3,2025-09-26,43980,114A,1228632,20250926 12:50,2334,,2025-09-26T12:50:57.873416
JUNCTION,False,268,43.06043776179872,-89.52757743833384,1,1228629,93554,387,EMPTY,A,32,2025-09-26,42180,124A,1228629,20250926 12:50,2353,,2025-09-26T12:50:57.873423
2-AMERICAN CENTER,False,45,43.06513888288221,-89.47031223248081,1,1228569,18001,414,EMPTY,A,26,2025-09-26,45540,120A,1228569,20250926 12:50,2316,,2025-09-26T12:50:57.873425
2-AMERICAN CENTER,False,45,43.09647710239472,-89.35356239668053,1,1228568,57393,414,EMPTY,A,11,2025-09-26,43740,117A,1228568,20250926 12:50,2350,,2025-09-26T12:50:57.873426
2-AMERICAN CENTER,False,348,43.15186176976765,-89.2988452733102,1,1228567,94167,414,EMPTY,A,24,2025-09-26,41940,115A,1228567,20250926 12:43,2358,,2025-09-26T12:50:57.873427
1-SUN PRAIRIE VIA HIGH CROSSING,False,91,43.07211394861355,-89.40242122710785,1,1228527,39690,421,HALF_EMPTY,A,11,2025-09-26,44640,121A,1228527,20250926 12:50,2355,,2025-09-26T12:50:57.873428
1-SUN PRAIRIE VIA HIGH CROSSING,False,43,43.12949407588704,-89.30585558734485,1,1228543,77250,421,EMPTY,A,0,2025-09-26,42840,118A,1228543,20250926 12:50,2341,,2025-09-26T12:50:57.873429
1-SUN PRAIRIE VIA HIGH CROSSING,True,13,43.15682833333334,-89.26688333333335,1,1228526,95552,421,EMPTY,A,0,2025-09-26,41040,126A,1228526,20250926 12:50,2362,,2025-09-26T12:50:57.873430
JUNCTION VIA HIGH CROSSING,False,210,43.101388177622844,-89.34801741560926,1,1228610,37944,469,EMPTY,A,27,2025-09-26,44880,111A,1228610,20250926 12:50,2327,,2025-09-26T12:50:57.873431
JUNCTION VIA HIGH CROSSING,False,291,43.07315439485852,-89.46748706332058,1,1228592,75359,469,EMPTY,A,15,2025-09-26,43080,113A,1228592,20250926 12:50,2323,,2025-09-26T12:50:57.873433
JUNCTION VIA HIGH CROSSING,False,277,43.05819,-89.52808,1,1228609,96631,469,EMPTY,A,0,2025-09-26,41280,119A,1228609,20250926 12:50,2361,,2025-09-26T12:50:57.873434
1-SPRECHER,False,89,43.0462341,-89.49969,1,1230105,10748,505941,EMPTY,D,37,2025-09-26,45660,112D,1230105,20250926 12:50,106,,2025-09-26T12:51:00.413953
1-SPRECHER,False,44,43.096779990672324,-89.35881198373768,1,1230144,58992,505941,EMPTY,D,25,2025-09-26,43860,115C,1230144,20250926 12:50,997,,2025-09-26T12:51:00.413965
1-SPRECHER,False,87,43.09819087826912,-89.31802809131759,1,1230104,71072,505941,EMPTY,D,0,2025-09-26,42060,114E,1230104,20250926 12:50,2201,,2025-09-26T12:51:00.413969
1-JUNCTION,False,266,43.099261052585895,-89.28019842056675,1,1230209,12286,505944,EMPTY,D,5,2025-09-26,45780,113C,1230209,20250926 12:50,110,,2025-09-26T12:51:00.413971
1-JUNCTION,False,87,43.07305736929294,-89.4041725818024,1,1230185,49310,505944,EMPTY,D,0,2025-09-26,43980,115D,1230185,20250926 12:50,2004,,2025-09-26T12:51:00.413973
1-JUNCTION,False,285,43.05077070338907,-89.51145388593159,1,1230206,86361,505944,EMPTY,D,0,2025-09-26,42180,114D,1230206,20250926 12:50,2211,,2025-09-26T12:51:00.413976
2-AIRPORT,False,78,42.995773713305894,-89.508272822097,1,1230122,19062,506011,EMPTY,D,36,2025-09-26,45660,124D,1230122,20250926 12:50,151,,2025-09-26T12:51:00.413978
2-AIRPORT,False,45,43.06471729333596,-89.4174449504709,1,1230121,64664,506011,EMPTY,D,11,2025-09-26,43860,125D,1230121,20250926 12:50,119,,2025-09-26T12:51:00.413980
2-AIRPORT,False,180,43.132769088468045,-89.35534,1,1230143,101744,506011,EMPTY,D,28,2025-09-26,42060,122D,1230143,20250926 12:50,2210,,2025-09-26T12:51:00.413982
2-EPIC CAMPUS,False,89,43.11228000007747,-89.36385506257,1,1230169,18978,506019,EMPTY,D,18,2025-09-26,45300,123D,1230169,20250926 12:50,995,,2025-09-26T12:51:00.413985
2-EPIC CAMPUS,False,288,43.043652209298,-89.44101945864388,1,1230208,55288,506019,EMPTY,D,20,2025-09-26,43500,126D,1230208,20250926 12:50,1903,,2025-09-26T12:51:00.413987
2-EPIC CAMPUS,False,8,42.996896666666665,-89.563885,1,1230168,110197,506019,EMPTY,D,0,2025-09-26,41700,121D,1230168,20250926 12:50,120,,2025-09-26T12:51:00.413989
BROOKS,False,92,43.071040681317825,-89.40593452200439,1,1232143,6969,506282,EMPTY,O,0,2025-09-26,45900,122G,1232143,20250926 12:50,984,,2025-09-26T12:51:02.973079
SOUTH TRANSFER,False,271,43.07331889353048,-89.40359929731918,1,1232161,653,506283,EMPTY,O,13,2025-09-26,46200,123G,1232161,20250926 12:50,2015,,2025-09-26T12:51:02.973087
SOUTH TRANSFER,False,163,43.05736380766885,-89.50398042176349,1,1231419,2983,350,EMPTY,H,0,2025-09-26,46080,121G,1231419,20250926 12:50,2007,,2025-09-26T12:51:05.570343
SOUTH TRANSFER,False,28,43.03520425533036,-89.40622250462422,1,1231418,51163,350,EMPTY,H,7,2025-09-26,44280,120G,1231418,20250926 12:50,145,,2025-09-26T12:51:05.570350
WEST TOWNE,False,355,43.03378485160044,-89.45737870625943,1,1231456,24987,400,EMPTY,H,22,2025-09-26,45300,114G,1231456,20250926 12:50,2005,,2025-09-26T12:51:05.570351
MONONA/DUTCH MILL,False,80,43.07289409323142,-89.46437082062822,1,1227540,1944,1289,EMPTY,38,5,2025-09-26,46140,11138,1227540,20250926 12:51,104,,2025-09-26T12:51:08.085921
MONONA/DUTCH MILL,False,178,43.062219614822084,-89.33104815807255,1,1227538,66141,1289,EMPTY,38,24,2025-09-26,42540,11438,1227538,20250926 12:50,146,,2025-09-26T12:51:08.085926
WHITNEY,False,270,43.07335820127283,-89.40573213201162,1,1227567,59035,1301,HALF_EMPTY,38,0,2025-09-26,43500,11238,1227567,20250926 12:51,137,,2025-09-26T12:51:08.085927
EAGLE HEIGHTS VIA U.W. CAMPUS,False,74,43.08420558111812,-89.43229240575428,1,1228500,6809,462,EMPTY,84,26,2025-09-26,45840,4184,1228500,20250926 12:51,2206,,2025-09-26T12:51:10.700468
EAGLE HEIGHTS VIA U.W. CAMPUS,False,322,43.077542038363326,-89.42904858718993,1,1228499,24661,462,EMPTY,84,1,2025-09-26,44940,4284,1228499,20250926 12:51,108,,2025-09-26T12:51:10.700481
FITCHBURG-CADDIS,False,184,43.11416870058797,-89.35496374418877,1,1229118,26601,1278,EMPTY,B,11,2025-09-26,45480,146B,1229118,20250926 12:51,2322,,2025-09-26T12:51:13.143089
FITCHBURG-CADDIS,False,225,43.07861128623809,-89.37877542721726,1,1229147,43971,1278,EMPTY,B,13,2025-09-26,44580,152B,1229147,20250926 12:51,2356,,2025-09-26T12:51:13.143102
