des,dly,hdg,lat,lon,mode,origtatripno,pdist,pid,psgld,rt,spd,stsd,stst,tablockid,tatripid,tmstmp,vid,zone,collection_timestamp,weather_temp,weather_precipitation,weather_wind_speed,weather_is_rainy,weather_is_snowy,weather_is_extreme,weather_condition,has_alert,alert_count,has_detour,has_event,has_weather_alert,has_construction_alert,is_event_day,has_construction
MEMORIAL UNION,False,271,43.07591333333333,-89.40042999999999,1,1227942,24890,505854,EMPTY,80,0,2025-11-06,59640,7380,1227942,20251106 17:12,2320,,2025-11-06T17:12:59.621108,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,187,43.07521322342676,-89.40619999283705,1,1227951,2295,506364,EMPTY,80,5,2025-11-06,61680,4284,1227951,20251106 17:12,995,,2025-11-06T17:12:59.621108,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,88,43.078904947868125,-89.42954849881511,1,1227950,9996,506364,HALF_EMPTY,80,15,2025-11-06,61200,1380,1227950,20251106 17:12,115,,2025-11-06T17:12:59.621108,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,180,43.07901868047708,-89.42823,1,1227949,25422,506364,EMPTY,80,6,2025-11-06,60780,7580,1227949,20251106 17:12,2356,,2025-11-06T17:12:59.621108,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,92,43.07643728543132,-89.41297219539211,1,1227947,31205,506364,EMPTY,80,9,2025-11-06,59940,7480,1227947,20251106 17:12,131,,2025-11-06T17:12:59.621108,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,89,43.07512000020614,-89.4079499921152,1,1227948,33018,506364,HALF_EMPTY,80,11,2025-11-06,60360,1280,1227948,20251106 17:12,124,,2025-11-06T17:12:59.621108,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
MEMORIAL UNION VIA EAGLE HEIGHTS,False,4,43.07186815654544,-89.39747316238454,1,1227946,39051,506364,HALF_EMPTY,80,0,2025-11-06,59400,1180,1227946,20251106 17:12,102,,2025-11-06T17:12:59.621108,54.0,0.0,13.9,0,0,0,partly cloudy,1,2,1,0,0,0,0,0
CAPITOL SQUARE VIA MIDDLETON,False,168,43.05741,-89.52797833333334,1,1230732,161,433,EMPTY,F,0,2025-11-06,62100,123A,1230732,20251106 17:12,2351,,2025-11-06T17:13:02.126050,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
CAPITOL SQUARE VIA MIDDLETON,False,59,43.10421859611538,-89.48782069123523,1,1230731,39446,433,EMPTY,F,18,2025-11-06,60120,151A,1230731,20251106 17:12,2328,,2025-11-06T17:13:02.126050,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
JUNCTION VIA MIDDLETON,False,263,43.07293599488214,-89.45787581471829,1,1230767,20819,486,HALF_EMPTY,F,27,2025-11-06,60600,124A,1230767,20251106 17:12,2362,,2025-11-06T17:13:02.126050,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
JUNCTION VIA MIDDLETON,False,113,43.09849971944749,-89.52337395514344,1,1230766,56005,486,EMPTY,F,18,2025-11-06,58800,117A,1230766,20251106 17:12,2337,,2025-11-06T17:13:02.126050,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
EAGLE HEIGHTS VIA U.W. CAMPUS,False,0,43.07962940547917,-89.42822232628518,1,1228515,26160,462,EMPTY,84,19,2025-11-06,60240,4184,1228515,20251106 17:12,985,,2025-11-06T17:13:04.191877,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
FITCHBURG,False,150,43.01167062982388,-89.37183150808194,1,1227730,39482,489,EMPTY,65,5,2025-11-06,60000,116E,1227730,20251106 17:12,100,,2025-11-06T17:13:06.270931,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
U.W. HOSPITAL,False,28,43.0238069130607,-89.37999570207812,1,1227727,23471,501,EMPTY,65,5,2025-11-06,61260,18265,1227727,20251106 17:12,139,,2025-11-06T17:13:06.270931,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
U.W. HOSPITAL,False,272,43.075167481887306,-89.40694953916643,1,1227726,48982,501,EMPTY,65,18,2025-11-06,59460,18165,1227726,20251106 17:12,141,,2025-11-06T17:13:06.270931,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
2-BUCKEYE,False,113,43.08908676433909,-89.3289604739539,1,1229706,37094,327,HALF_EMPTY,C,9,2025-11-06,59640,119C,1229706,20251106 17:12,1915,,2025-11-06T17:13:08.602964,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
U.W. HOSPITAL,False,264,43.07109981880189,-89.3852652973724,1,1229778,40539,331,EMPTY,C,13,2025-11-06,60240,116C,1229778,20251106 17:12,128,,2025-11-06T17:13:08.602964,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
1-SPRECHER,False,87,43.07270139606664,-89.4212264929746,1,1229727,6815,349,HALF_EMPTY,C,0,2025-11-06,61440,114C,1229727,20251106 17:13,135,,2025-11-06T17:13:08.602964,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
1-SPRECHER,False,1,43.07163214614809,-89.38424136945041,1,1229692,17974,349,HALF_EMPTY,C,10,2025-11-06,60540,112C,1229692,20251106 17:12,2005,,2025-11-06T17:13:08.602964,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
1-SPRECHER,False,88,43.08413549949316,-89.30394951135197,1,1229740,45023,349,EMPTY,C,21,2025-11-06,58740,118C,1229740,20251106 17:12,2207,,2025-11-06T17:13:08.602964,54.0,0.0,13.9,0,0,0,partly cloudy,0,0,0,0,0,0,0,0
