des,dly,hdg,lat,lon,mode,origtatripno,pdist,pid,psgld,rt,spd,stsd,stst,tablockid,tatripid,tmstmp,vid,zone,collection_timestamp
SOUTH TRANSFER,False,183,43.061263333333336,-89.50786500000001,1,1231425,2,350,EMPTY,H,0,2025-10-01,56880,112G,1231425,20251001 15:47,1908,,2025-10-01T15:47:49.936384
SOUTH TRANSFER,False,66,43.02693301916524,-89.42598969321952,1,1231424,43608,350,EMPTY,H,10,2025-10-01,55080,114G,1231424,20251001 15:47,2005,,2025-10-01T15:47:49.936388
WEST TOWNE,False,247,43.03505487766156,-89.4269328415474,1,1231462,16313,400,EMPTY,H,0,2025-10-01,56100,120G,1231462,20251001 15:47,117,,2025-10-01T15:47:49.936389
WEST TOWNE,False,0,43.062441523345534,-89.50257421200261,1,1231461,53693,400,EMPTY,H,11,2025-10-01,54300,119G,1231461,20251001 15:47,2009,,2025-10-01T15:47:49.936390
EAST TOWNE,False,103,43.034683941790774,-89.3695522443674,1,1231059,17934,373,HALF_EMPTY,G,30,2025-10-01,56100,115G,1231059,20251001 15:47,150,,2025-10-01T15:47:52.326339
EAST TOWNE,False,170,43.1084911500052,-89.31475640743612,1,1231058,65087,373,EMPTY,G,9,2025-10-01,54300,117G,1231058,20251001 15:47,136,,2025-10-01T15:47:52.326345
SOUTH TRANSFER,False,180,43.0841064,-89.3162842,1,1231095,30774,505531,EMPTY,G,2,2025-10-01,55620,111G,1231095,20251001 15:47,149,,2025-10-01T15:47:52.326347
SOUTH TRANSFER,False,15,43.041235616269944,-89.37785300533668,1,1231094,76939,505531,EMPTY,G,23,2025-10-01,53820,121G,1231094,20251001 15:47,128,,2025-10-01T15:47:52.326348
1-SPRECHER,False,89,43.04627230009726,-89.49308492424248,1,1230108,12582,506006,EMPTY,D,0,2025-10-01,56220,112D,1230108,20251001 15:47,996,,2025-10-01T15:47:54.816950
1-SPRECHER,False,42,43.07365610324978,-89.39134495551986,1,1230149,47062,506006,EMPTY,D,25,2025-10-01,54540,115C,1230149,20251001 15:47,995,,2025-10-01T15:47:54.816954
1-SPRECHER,False,180,43.09299659557007,-89.26109,1,1230107,88231,506006,EMPTY,D,28,2025-10-01,52800,114E,1230107,20251001 15:47,1909,,2025-10-01T15:47:54.816955
1-JUNCTION,False,271,43.09972,-89.26694,1,1230215,8962,506009,EMPTY,D,0,2025-10-01,56580,113C,1230215,20251001 15:47,991,,2025-10-01T15:47:54.816955
1-JUNCTION,False,220,43.07973550812274,-89.38485612629994,1,1230188,43150,506009,HALF_EMPTY,D,0,2025-10-01,54780,115D,1230188,20251001 15:47,1910,,2025-10-01T15:47:54.816956
1-JUNCTION,False,0,43.04814635020141,-89.503006,1,1230213,83282,506009,HALF_EMPTY,D,27,2025-10-01,52980,114D,1230213,20251001 15:47,2207,,2025-10-01T15:47:54.816956
2-AIRPORT,False,78,42.99321461975203,-89.5230190629699,1,1230125,14829,506338,EMPTY,D,30,2025-10-01,56220,124D,1230125,20251001 15:47,159,,2025-10-01T15:47:54.816957
2-AIRPORT,False,5,43.047602069198355,-89.43867346780193,1,1230150,55959,506338,EMPTY,D,16,2025-10-01,54480,125D,1230150,20251001 15:47,986,,2025-10-01T15:47:54.816958
2-AIRPORT,False,0,43.13009,-89.36356,1,1230124,97157,506338,EMPTY,D,0,2025-10-01,52740,122D,1230124,20251001 15:47,2201,,2025-10-01T15:47:54.816958
2-AIRPORT,True,0,43.13742333333333,-89.34652333333334,1,1230148,108209,506338,EMPTY,D,0,2025-10-01,50940,123D,1230148,20251001 15:47,100,,2025-10-01T15:47:54.816959
2-EPIC CAMPUS,False,180,43.10711,-89.36389,1,1230172,20837,506350,EMPTY,D,15,2025-10-01,56040,126D,1230172,20251001 15:47,2013,,2025-10-01T15:47:54.816959
2-EPIC CAMPUS,False,228,43.053010534659954,-89.43519661418323,1,1230214,51527,506350,HALF_EMPTY,D,0,2025-10-01,54240,181D,1230214,20251001 15:47,118,,2025-10-01T15:47:54.816960
2-EPIC CAMPUS,False,258,42.993711003405764,-89.52118623416914,1,1230171,94736,506350,EMPTY,D,26,2025-10-01,52440,121D,1230171,20251001 15:47,131,,2025-10-01T15:47:54.816961
EAST TOWNE VIA HAYES,False,235,43.13530661246068,-89.30232718383829,1,1232357,12703,431,EMPTY,P,9,2025-10-01,56280,122G,1232357,20251001 15:47,112,,2025-10-01T15:47:57.290973
WEST TOWNE,False,180,43.0705420504558,-89.42862662500131,1,1231804,14440,385,HALF_EMPTY,J,0,2025-10-01,56100,116G,1231804,20251001 15:47,153,,2025-10-01T15:47:59.730602
BROOKS,False,177,43.07338127033829,-89.43377998136675,1,1231789,35898,429,EMPTY,J,15,2025-10-01,55200,113G,1231789,20251001 15:47,132,,2025-10-01T15:47:59.730608
DOWNTOWN S.P.,False,3,43.19375816133272,-89.21107645847319,1,1232887,30414,436,EMPTY,S,26,2025-10-01,55500,112S,1232887,20251001 15:47,106,,2025-10-01T15:48:02.184479
FITCHBURG-CADDIS,False,112,43.130051667171685,-89.36208478968868,1,1229124,19754,1278,EMPTY,B,4,2025-10-01,56220,157B,1229124,20251001 15:48,2334,,2025-10-01T15:48:04.708610
FITCHBURG-CADDIS,False,223,43.09694301405069,-89.35311573561393,1,1229153,34410,1278,EMPTY,B,30,2025-10-01,55320,156B,1229153,20251001 15:48,2311,,2025-10-01T15:48:04.708616
FITCHBURG-CADDIS,False,181,43.06780833443096,-89.401036997628,1,1229123,52866,1278,HALF_EMPTY,B,18,2025-10-01,54420,153B,1229123,20251001 15:48,2360,,2025-10-01T15:48:04.708617
FITCHBURG-CADDIS,False,291,43.03861603232964,-89.40161549169831,1,1229152,66630,1278,EMPTY,B,25,2025-10-01,53520,155B,1229152,20251001 15:47,2338,,2025-10-01T15:48:04.708619
