des,dly,hdg,lat,lon,mode,origtatripno,pdist,pid,psgld,rt,spd,stsd,stst,tablockid,tatripid,tmstmp,vid,zone,collection_timestamp,weather_temp,weather_precipitation,weather_wind_speed,weather_is_rainy,weather_is_snowy,weather_is_extreme,weather_condition,has_alert,alert_count,has_detour,has_event,has_weather_alert,has_construction_alert,is_event_day,has_construction
MEMORIAL UNION VIA EAGLE HEIGHTS,False,271,43.07590833333334,-89.40021333333334,1,1228078,41436,386,EMPTY,80,0,2025-11-15,73800,6180,1228078,20251115 21:04,119,,2025-11-15T21:04:32.849354,52.0,0.0,14.1,0,0,0,clear,0,0,0,0,0,0,0,0
MEMORIAL UNION VIA JOHNSON/WASHINGTON,False,91,43.070866728691406,-89.39587961463698,1,1228387,13077,444,EMPTY,81,15,2025-11-15,74100,6181,1228387,20251115 21:04,998,,2025-11-15T21:04:42.359542,52.0,0.0,14.1,0,0,0,clear,0,0,0,0,0,0,0,0
MEMORIAL UNION VIA OBSERVATORY/BREESE,False,105,43.06773473692388,-89.41349803466106,1,1228455,14115,335,EMPTY,82,0,2025-11-15,75000,6182,1228455,20251115 21:04,996,,2025-11-15T21:04:44.628870,52.0,0.0,14.1,0,0,0,clear,0,0,0,0,0,0,0,0
